char,font_face,font_size,font_version,width
:,Courier,14,,12
;,Courier,14,,12
<,Courier,14,,12
=,Courier,14,,12
>,Courier,14,,12
?,Courier,14,,12
@,Courier,14,,12
A,Courier,14,,12
B,Courier,14,,12
C,Courier,14,,12
D,Courier,14,,12
E,Courier,14,,12
F,Courier,14,,12
G,Courier,14,,12
H,Courier,14,,12
I,Courier,14,,12
J,Courier,14,,12
K,Courier,14,,12
L,Courier,14,,12
M,Courier,14,,12
N,Courier,14,,12
O,Courier,14,,12
P,Courier,14,,12
Q,Courier,14,,12
R,Courier,14,,12
S,Courier,14,,12
T,Courier,14,,12
U,Courier,14,,12
V,Courier,14,,12
W,Courier,14,,12
X,Courier,14,,12
Y,Courier,14,,12
Z,Courier,14,,12
[,Courier,14,,12
\,Courier,14,,12
],Courier,14,,12
^,Courier,14,,12
_,Courier,14,,12
`,Courier,14,,12
a,Courier,14,,12
b,Courier,14,,12
c,Courier,14,,12
d,Courier,14,,12
e,Courier,14,,12
f,Courier,14,,12
g,Courier,14,,12
h,Courier,14,,12
i,Courier,14,,12
j,Courier,14,,12
k,Courier,14,,12
l,Courier,14,,12
m,Courier,14,,12
n,Courier,14,,12
o,Courier,14,,12
p,Courier,14,,12
q,Courier,14,,12
r,Courier,14,,12
s,Courier,14,,12
t,Courier,14,,12
u,Courier,14,,12
v,Courier,14,,12
w,Courier,14,,12
x,Courier,14,,12
y,Courier,14,,12
z,Courier,14,,12
{,Courier,14,,12
|,Courier,14,,12
},Courier,14,,12
~,Courier,14,,12
 ,Courier,14,b,13
!,Courier,14,b,13
"""",Courier,14,b,13
#,Courier,14,b,13
$,Courier,14,b,13
%,Courier,14,b,13
&,Courier,14,b,13
',Courier,14,b,13
(,Courier,14,b,13
),Courier,14,b,13
*,Courier,14,b,13
+,Courier,14,b,13
",",Courier,14,b,13
-,Courier,14,b,13
.,Courier,14,b,13
/,Courier,14,b,13
0,Courier,14,b,13
1,Courier,14,b,13
2,Courier,14,b,13
3,Courier,14,b,13
4,Courier,14,b,13
5,Courier,14,b,13
6,Courier,14,b,13
7,Courier,14,b,13
8,Courier,14,b,13
9,Courier,14,b,13
:,Courier,14,b,13
;,Courier,14,b,13
<,Courier,14,b,13
=,Courier,14,b,13
>,Courier,14,b,13
?,Courier,14,b,13
@,Courier,14,b,13
A,Courier,14,b,13
B,Courier,14,b,13
C,Courier,14,b,13
D,Courier,14,b,13
E,Courier,14,b,13
F,Courier,14,b,13
G,Courier,14,b,13
H,Courier,14,b,13
I,Courier,14,b,13
J,Courier,14,b,13
K,Courier,14,b,13
L,Courier,14,b,13
M,Courier,14,b,13
N,Courier,14,b,13
O,Courier,14,b,13
P,Courier,14,b,13
Q,Courier,14,b,13
R,Courier,14,b,13
S,Courier,14,b,13
T,Courier,14,b,13
U,Courier,14,b,13
V,Courier,14,b,13
W,Courier,14,b,13
X,Courier,14,b,13
Y,Courier,14,b,13
Z,Courier,14,b,13
[,Courier,14,b,13
\,Courier,14,b,13
],Courier,14,b,13
^,Courier,14,b,13
_,Courier,14,b,13
`,Courier,14,b,13
a,Courier,14,b,13
b,Courier,14,b,13
c,Courier,14,b,13
d,Courier,14,b,13
e,Courier,14,b,13
f,Courier,14,b,13
g,Courier,14,b,13
h,Courier,14,b,13
i,Courier,14,b,13
j,Courier,14,b,13
k,Courier,14,b,13
l,Courier,14,b,13
m,Courier,14,b,13
n,Courier,14,b,13
o,Courier,14,b,13
p,Courier,14,b,13
q,Courier,14,b,13
r,Courier,14,b,13
s,Courier,14,b,13
t,Courier,14,b,13
u,Courier,14,b,13
v,Courier,14,b,13
w,Courier,14,b,13
x,Courier,14,b,13
y,Courier,14,b,13
z,Courier,14,b,13
{,Courier,14,b,13
|,Courier,14,b,13
},Courier,14,b,13
~,Courier,14,b,13
 ,Courier,14,i,12
!,Courier,14,i,12
"""",Courier,14,i,12
#,Courier,14,i,12
$,Courier,14,i,12
%,Courier,14,i,12
&,Courier,14,i,12
',Courier,14,i,12
(,Courier,14,i,12
),Courier,14,i,12
*,Courier,14,i,12
+,Courier,14,i,12
",",Courier,14,i,12
-,Courier,14,i,12
.,Courier,14,i,12
/,Courier,14,i,12
0,Courier,14,i,12
1,Courier,14,i,12
2,Courier,14,i,12
3,Courier,14,i,12
4,Courier,14,i,12
5,Courier,14,i,12
6,Courier,14,i,12
7,Courier,14,i,12
8,Courier,14,i,12
9,Courier,14,i,12
:,Courier,14,i,12
;,Courier,14,i,12
<,Courier,14,i,12
=,Courier,14,i,12
>,Courier,14,i,12
?,Courier,14,i,12
@,Courier,14,i,12
A,Courier,14,i,12
B,Courier,14,i,12
C,Courier,14,i,12
D,Courier,14,i,12
E,Courier,14,i,12
F,Courier,14,i,12
G,Courier,14,i,12
H,Courier,14,i,12
I,Courier,14,i,12
J,Courier,14,i,12
K,Courier,14,i,12
L,Courier,14,i,12
M,Courier,14,i,12
N,Courier,14,i,12
O,Courier,14,i,12
P,Courier,14,i,12
Q,Courier,14,i,12
R,Courier,14,i,12
S,Courier,14,i,12
T,Courier,14,i,12
U,Courier,14,i,12
V,Courier,14,i,12
W,Courier,14,i,12
X,Courier,14,i,12
Y,Courier,14,i,12
Z,Courier,14,i,12
[,Courier,14,i,12
\,Courier,14,i,12
],Courier,14,i,12
^,Courier,14,i,12
_,Courier,14,i,12
`,Courier,14,i,12
a,Courier,14,i,12
b,Courier,14,i,12
c,Courier,14,i,12
d,Courier,14,i,12
e,Courier,14,i,12
f,Courier,14,i,12
g,Courier,14,i,12
h,Courier,14,i,12
i,Courier,14,i,12
j,Courier,14,i,12
k,Courier,14,i,12
l,Courier,14,i,12
m,Courier,14,i,12
n,Courier,14,i,12
o,Courier,14,i,12
p,Courier,14,i,12
q,Courier,14,i,12
r,Courier,14,i,12
s,Courier,14,i,12
t,Courier,14,i,12
u,Courier,14,i,12
v,Courier,14,i,12
w,Courier,14,i,12
x,Courier,14,i,12
y,Courier,14,i,12
z,Courier,14,i,12
{,Courier,14,i,12
|,Courier,14,i,12
},Courier,14,i,12
~,Courier,14,i,12
 ,Courier,14,bi,13
!,Courier,14,bi,13
"""",Courier,14,bi,13
#,Courier,14,bi,13
$,Courier,14,bi,13
%,Courier,14,bi,13
&,Courier,14,bi,13
',Courier,14,bi,13
(,Courier,14,bi,13
),Courier,14,bi,13
*,Courier,14,bi,13
+,Courier,14,bi,13
",",Courier,14,bi,13
-,Courier,14,bi,13
.,Courier,14,bi,13
/,Courier,14,bi,13
0,Courier,14,bi,13
1,Courier,14,bi,13
2,Courier,14,bi,13
3,Courier,14,bi,13
4,Courier,14,bi,13
5,Courier,14,bi,13
6,Courier,14,bi,13
7,Courier,14,bi,13
8,Courier,14,bi,13
9,Courier,14,bi,13
:,Courier,14,bi,13
;,Courier,14,bi,13
<,Courier,14,bi,13
=,Courier,14,bi,13
>,Courier,14,bi,13
?,Courier,14,bi,13
@,Courier,14,bi,13
A,Courier,14,bi,13
B,Courier,14,bi,13
C,Courier,14,bi,13
D,Courier,14,bi,13
E,Courier,14,bi,13
F,Courier,14,bi,13
G,Courier,14,bi,13
H,Courier,14,bi,13
I,Courier,14,bi,13
J,Courier,14,bi,13
K,Courier,14,bi,13
L,Courier,14,bi,13
M,Courier,14,bi,13
N,Courier,14,bi,13
O,Courier,14,bi,13
P,Courier,14,bi,13
Q,Courier,14,bi,13
R,Courier,14,bi,13
S,Courier,14,bi,13
T,Courier,14,bi,13
U,Courier,14,bi,13
V,Courier,14,bi,13
W,Courier,14,bi,13
X,Courier,14,bi,13
Y,Courier,14,bi,13
Z,Courier,14,bi,13
[,Courier,14,bi,13
\,Courier,14,bi,13
],Courier,14,bi,13
^,Courier,14,bi,13
_,Courier,14,bi,13
`,Courier,14,bi,13
a,Courier,14,bi,13
b,Courier,14,bi,13
c,Courier,14,bi,13
d,Courier,14,bi,13
e,Courier,14,bi,13
f,Courier,14,bi,13
g,Courier,14,bi,13
h,Courier,14,bi,13
i,Courier,14,bi,13
j,Courier,14,bi,13
k,Courier,14,bi,13
l,Courier,14,bi,13
m,Courier,14,bi,13
n,Courier,14,bi,13
o,Courier,14,bi,13
p,Courier,14,bi,13
q,Courier,14,bi,13
r,Courier,14,bi,13
s,Courier,14,bi,13
t,Courier,14,bi,13
u,Courier,14,bi,13
v,Courier,14,bi,13
w,Courier,14,bi,13
x,Courier,14,bi,13
y,Courier,14,bi,13
z,Courier,14,bi,13
{,Courier,14,bi,13
|,Courier,14,bi,13
},Courier,14,bi,13
~,Courier,14,bi,13
 ,Courier,17,,12
!,Courier,17,,12
"""",Courier,17,,12
#,Courier,17,,12
$,Courier,17,,12
%,Courier,17,,12
&,Courier,17,,12
',Courier,17,,12
(,Courier,17,,12
),Courier,17,,12
*,Courier,17,,12
+,Courier,17,,12
",",Courier,17,,12
-,Courier,17,,12
.,Courier,17,,12
/,Courier,17,,12
0,Courier,17,,12
1,Courier,17,,12
2,Courier,17,,12
3,Courier,17,,12
4,Courier,17,,12
5,Courier,17,,12
6,Courier,17,,12
7,Courier,17,,12
8,Courier,17,,12
9,Courier,17,,12
:,Courier,17,,12
;,Courier,17,,12
<,Courier,17,,12
=,Courier,17,,12
>,Courier,17,,12
?,Courier,17,,12
@,Courier,17,,12
A,Courier,17,,12
B,Courier,17,,12
C,Courier,17,,12
D,Courier,17,,12
E,Courier,17,,12
F,Courier,17,,12
G,Courier,17,,12
H,Courier,17,,12
I,Courier,17,,12
J,Courier,17,,12
K,Courier,17,,12
L,Courier,17,,12
M,Courier,17,,12
N,Courier,17,,12
O,Courier,17,,12
P,Courier,17,,12
Q,Courier,17,,12
R,Courier,17,,12
S,Courier,17,,12
T,Courier,17,,12
U,Courier,17,,12
V,Courier,17,,12
W,Courier,17,,12
X,Courier,17,,12
Y,Courier,17,,12
Z,Courier,17,,12
[,Courier,17,,12
\,Courier,17,,12
],Courier,17,,12
^,Courier,17,,12
_,Courier,17,,12
`,Courier,17,,12
a,Courier,17,,12
b,Courier,17,,12
c,Courier,17,,12
d,Courier,17,,12
e,Courier,17,,12
f,Courier,17,,12
g,Courier,17,,12
h,Courier,17,,12
i,Courier,17,,12
j,Courier,17,,12
k,Courier,17,,12
l,Courier,17,,12
m,Courier,17,,12
n,Courier,17,,12
o,Courier,17,,12
p,Courier,17,,12
q,Courier,17,,12
r,Courier,17,,12
s,Courier,17,,12
t,Courier,17,,12
u,Courier,17,,12
v,Courier,17,,12
w,Courier,17,,12
x,Courier,17,,12
y,Courier,17,,12
z,Courier,17,,12
{,Courier,17,,12
|,Courier,17,,12
},Courier,17,,12
~,Courier,17,,12
 ,Courier,17,b,13
!,Courier,17,b,13
"""",Courier,17,b,13
#,Courier,17,b,13
$,Courier,17,b,13
%,Courier,17,b,13
&,Courier,17,b,13
',Courier,17,b,13
(,Courier,17,b,13
),Courier,17,b,13
*,Courier,17,b,13
+,Courier,17,b,13
",",Courier,17,b,13
-,Courier,17,b,13
.,Courier,17,b,13
/,Courier,17,b,13
0,Courier,17,b,13
1,Courier,17,b,13
2,Courier,17,b,13
3,Courier,17,b,13
4,Courier,17,b,13
5,Courier,17,b,13
6,Courier,17,b,13
7,Courier,17,b,13
8,Courier,17,b,13
9,Courier,17,b,13
:,Courier,17,b,13
;,Courier,17,b,13
<,Courier,17,b,13
=,Courier,17,b,13
>,Courier,17,b,13
?,Courier,17,b,13
@,Courier,17,b,13
A,Courier,17,b,13
B,Courier,17,b,13
C,Courier,17,b,13
D,Courier,17,b,13
E,Courier,17,b,13
F,Courier,17,b,13
G,Courier,17,b,13
H,Courier,17,b,13
I,Courier,17,b,13
J,Courier,17,b,13
K,Courier,17,b,13
L,Courier,17,b,13
M,Courier,17,b,13
N,Courier,17,b,13
O,Courier,17,b,13
P,Courier,17,b,13
Q,Courier,17,b,13
R,Courier,17,b,13
S,Courier,17,b,13
T,Courier,17,b,13
U,Courier,17,b,13
V,Courier,17,b,13
W,Courier,17,b,13
X,Courier,17,b,13
Y,Courier,17,b,13
Z,Courier,17,b,13
[,Courier,17,b,13
\,Courier,17,b,13
],Courier,17,b,13
^,Courier,17,b,13
_,Courier,17,b,13
`,Courier,17,b,13
a,Courier,17,b,13
b,Courier,17,b,13
c,Courier,17,b,13
d,Courier,17,b,13
e,Courier,17,b,13
f,Courier,17,b,13
g,Courier,17,b,13
h,Courier,17,b,13
i,Courier,17,b,13
j,Courier,17,b,13
k,Courier,17,b,13
l,Courier,17,b,13
m,Courier,17,b,13
n,Courier,17,b,13
o,Courier,17,b,13
p,Courier,17,b,13
q,Courier,17,b,13
r,Courier,17,b,13
s,Courier,17,b,13
t,Courier,17,b,13
u,Courier,17,b,13
v,Courier,17,b,13
w,Courier,17,b,13
x,Courier,17,b,13
y,Courier,17,b,13
z,Courier,17,b,13
{,Courier,17,b,13
|,Courier,17,b,13
},Courier,17,b,13
~,Courier,17,b,13
 ,Courier,17,i,12
!,Courier,17,i,12
"""",Courier,17,i,12
#,Courier,17,i,12
$,Courier,17,i,12
%,Courier,17,i,12
&,Courier,17,i,12
',Courier,17,i,12
(,Courier,17,i,12
),Courier,17,i,12
*,Courier,17,i,12
+,Courier,17,i,12
",",Courier,17,i,12
-,Courier,17,i,12
.,Courier,17,i,12
/,Courier,17,i,12
0,Courier,17,i,12
1,Courier,17,i,12
2,Courier,17,i,12
3,Courier,17,i,12
4,Courier,17,i,12
5,Courier,17,i,12
6,Courier,17,i,12
7,Courier,17,i,12
8,Courier,17,i,12
9,Courier,17,i,12
:,Courier,17,i,12
;,Courier,17,i,12
<,Courier,17,i,12
=,Courier,17,i,12
>,Courier,17,i,12
?,Courier,17,i,12
@,Courier,17,i,12
A,Courier,17,i,12
B,Courier,17,i,12
C,Courier,17,i,12
D,Courier,17,i,12
E,Courier,17,i,12
F,Courier,17,i,12
G,Courier,17,i,12
H,Courier,17,i,12
I,Courier,17,i,12
J,Courier,17,i,12
K,Courier,17,i,12
L,Courier,17,i,12
M,Courier,17,i,12
N,Courier,17,i,12
O,Courier,17,i,12
P,Courier,17,i,12
Q,Courier,17,i,12
R,Courier,17,i,12
S,Courier,17,i,12
T,Courier,17,i,12
U,Courier,17,i,12
V,Courier,17,i,12
W,Courier,17,i,12
X,Courier,17,i,12
Y,Courier,17,i,12
Z,Courier,17,i,12
[,Courier,17,i,12
\,Courier,17,i,12
],Courier,17,i,12
^,Courier,17,i,12
_,Courier,17,i,12
`,Courier,17,i,12
a,Courier,17,i,12
b,Courier,17,i,12
c,Courier,17,i,12
d,Courier,17,i,12
e,Courier,17,i,12
f,Courier,17,i,12
g,Courier,17,i,12
h,Courier,17,i,12
i,Courier,17,i,12
j,Courier,17,i,12
k,Courier,17,i,12
l,Courier,17,i,12
m,Courier,17,i,12
n,Courier,17,i,12
o,Courier,17,i,12
p,Courier,17,i,12
q,Courier,17,i,12
r,Courier,17,i,12
s,Courier,17,i,12
t,Courier,17,i,12
u,Courier,17,i,12
v,Courier,17,i,12
w,Courier,17,i,12
x,Courier,17,i,12
y,Courier,17,i,12
z,Courier,17,i,12
{,Courier,17,i,12
|,Courier,17,i,12
},Courier,17,i,12
~,Courier,17,i,12
 ,Courier,17,bi,13
!,Courier,17,bi,13
"""",Courier,17,bi,13
#,Courier,17,bi,13
$,Courier,17,bi,13
%,Courier,17,bi,13
&,Courier,17,bi,13
',Courier,17,bi,13
(,Courier,17,bi,13
),Courier,17,bi,13
*,Courier,17,bi,13
+,Courier,17,bi,13
",",Courier,17,bi,13
-,Courier,17,bi,13
.,Courier,17,bi,13
/,Courier,17,bi,13
0,Courier,17,bi,13
1,Courier,17,bi,13
2,Courier,17,bi,13
3,Courier,17,bi,13
4,Courier,17,bi,13
5,Courier,17,bi,13
6,Courier,17,bi,13
7,Courier,17,bi,13
8,Courier,17,bi,13
9,Courier,17,bi,13
:,Courier,17,bi,13
;,Courier,17,bi,13
<,Courier,17,bi,13
=,Courier,17,bi,13
>,Courier,17,bi,13
?,Courier,17,bi,13
@,Courier,17,bi,13
A,Courier,17,bi,13
B,Courier,17,bi,13
C,Courier,17,bi,13
D,Courier,17,bi,13
E,Courier,17,bi,13
F,Courier,17,bi,13
G,Courier,17,bi,13
H,Courier,17,bi,13
I,Courier,17,bi,13
J,Courier,17,bi,13
K,Courier,17,bi,13
L,Courier,17,bi,13
M,Courier,17,bi,13
N,Courier,17,bi,13
O,Courier,17,bi,13
P,Courier,17,bi,13
Q,Courier,17,bi,13
R,Courier,17,bi,13
S,Courier,17,bi,13
T,Courier,17,bi,13
U,Courier,17,bi,13
V,Courier,17,bi,13
W,Courier,17,bi,13
X,Courier,17,bi,13
Y,Courier,17,bi,13
Z,Courier,17,bi,13
[,Courier,17,bi,13
\,Courier,17,bi,13
],Courier,17,bi,13
^,Courier,17,bi,13
_,Courier,17,bi,13
`,Courier,17,bi,13
a,Courier,17,bi,13
b,Courier,17,bi,13
c,Courier,17,bi,13
d,Courier,17,bi,13
e,Courier,17,bi,13
f,Courier,17,bi,13
g,Courier,17,bi,13
h,Courier,17,bi,13
i,Courier,17,bi,13
j,Courier,17,bi,13
k,Courier,17,bi,13
l,Courier,17,bi,13
m,Courier,17,bi,13
n,Courier,17,bi,13
o,Courier,17,bi,13
p,Courier,17,bi,13
q,Courier,17,bi,13
r,Courier,17,bi,13
s,Courier,17,bi,13
t,Courier,17,bi,13
u,Courier,17,bi,13
v,Courier,17,bi,13
w,Courier,17,bi,13
x,Courier,17,bi,13
y,Courier,17,bi,13
z,Courier,17,bi,13
{,Courier,17,bi,13
|,Courier,17,bi,13
},Courier,17,bi,13
~,Courier,17,bi,13
 ,Courier,20,,12
!,Courier,20,,12
"""",Courier,20,,12
#,Courier,20,,12
$,Courier,20,,12
%,Courier,20,,12
&,Courier,20,,12
',Courier,20,,12
(,Courier,20,,12
),Courier,20,,12
*,Courier,20,,12
+,Courier,20,,12
",",Courier,20,,12
-,Courier,20,,12
.,Courier,20,,12
/,Courier,20,,12
0,Courier,20,,12
1,Courier,20,,12
2,Courier,20,,12
3,Courier,20,,12
4,Courier,20,,12
5,Courier,20,,12
6,Courier,20,,12
7,Courier,20,,12
8,Courier,20,,12
9,Courier,20,,12
:,Courier,20,,12
;,Courier,20,,12
<,Courier,20,,12
=,Courier,20,,12
>,Courier,20,,12
?,Courier,20,,12
@,Courier,20,,12
A,Courier,20,,12
B,Courier,20,,12
C,Courier,20,,12
D,Courier,20,,12
E,Courier,20,,12
F,Courier,20,,12
G,Courier,20,,12
H,Courier,20,,12
I,Courier,20,,12
J,Courier,20,,12
K,Courier,20,,12
L,Courier,20,,12
M,Courier,20,,12
N,Courier,20,,12
O,Courier,20,,12
P,Courier,20,,12
Q,Courier,20,,12
R,Courier,20,,12
S,Courier,20,,12
T,Courier,20,,12
U,Courier,20,,12
V,Courier,20,,12
W,Courier,20,,12
X,Courier,20,,12
Y,Courier,20,,12
Z,Courier,20,,12
[,Courier,20,,12
\,Courier,20,,12
],Courier,20,,12
^,Courier,20,,12
_,Courier,20,,12
`,Courier,20,,12
a,Courier,20,,12
b,Courier,20,,12
c,Courier,20,,12
d,Courier,20,,12
e,Courier,20,,12
f,Courier,20,,12
g,Courier,20,,12
h,Courier,20,,12
i,Courier,20,,12
j,Courier,20,,12
k,Courier,20,,12
l,Courier,20,,12
m,Courier,20,,12
n,Courier,20,,12
o,Courier,20,,12
p,Courier,20,,12
q,Courier,20,,12
r,Courier,20,,12
s,Courier,20,,12
t,Courier,20,,12
u,Courier,20,,12
v,Courier,20,,12
w,Courier,20,,12
x,Courier,20,,12
y,Courier,20,,12
z,Courier,20,,12
{,Courier,20,,12
|,Courier,20,,12
},Courier,20,,12
~,Courier,20,,12
 ,Courier,20,b,13
!,Courier,20,b,13
"""",Courier,20,b,13
#,Courier,20,b,13
$,Courier,20,b,13
%,Courier,20,b,13
&,Courier,20,b,13
',Courier,20,b,13
(,Courier,20,b,13
),Courier,20,b,13
*,Courier,20,b,13
+,Courier,20,b,13
",",Courier,20,b,13
-,Courier,20,b,13
.,Courier,20,b,13
/,Courier,20,b,13
0,Courier,20,b,13
1,Courier,20,b,13
2,Courier,20,b,13
3,Courier,20,b,13
4,Courier,20,b,13
5,Courier,20,b,13
6,Courier,20,b,13
7,Courier,20,b,13
8,Courier,20,b,13
9,Courier,20,b,13
:,Courier,20,b,13
;,Courier,20,b,13
<,Courier,20,b,13
=,Courier,20,b,13
>,Courier,20,b,13
?,Courier,20,b,13
@,Courier,20,b,13
A,Courier,20,b,13
B,Courier,20,b,13
C,Courier,20,b,13
D,Courier,20,b,13
E,Courier,20,b,13
F,Courier,20,b,13
G,Courier,20,b,13
H,Courier,20,b,13
I,Courier,20,b,13
J,Courier,20,b,13
K,Courier,20,b,13
L,Courier,20,b,13
M,Courier,20,b,13
N,Courier,20,b,13
O,Courier,20,b,13
P,Courier,20,b,13
Q,Courier,20,b,13
R,Courier,20,b,13
S,Courier,20,b,13
T,Courier,20,b,13
U,Courier,20,b,13
V,Courier,20,b,13
W,Courier,20,b,13
X,Courier,20,b,13
Y,Courier,20,b,13
Z,Courier,20,b,13
[,Courier,20,b,13
\,Courier,20,b,13
],Courier,20,b,13
^,Courier,20,b,13
_,Courier,20,b,13
`,Courier,20,b,13
a,Courier,20,b,13
b,Courier,20,b,13
c,Courier,20,b,13
d,Courier,20,b,13
e,Courier,20,b,13
f,Courier,20,b,13
g,Courier,20,b,13
h,Courier,20,b,13
i,Courier,20,b,13
j,Courier,20,b,13
k,Courier,20,b,13
l,Courier,20,b,13
m,Courier,20,b,13
n,Courier,20,b,13
o,Courier,20,b,13
p,Courier,20,b,13
q,Courier,20,b,13
r,Courier,20,b,13
s,Courier,20,b,13
t,Courier,20,b,13
u,Courier,20,b,13
v,Courier,20,b,13
w,Courier,20,b,13
x,Courier,20,b,13
y,Courier,20,b,13
z,Courier,20,b,13
{,Courier,20,b,13
|,Courier,20,b,13
},Courier,20,b,13
~,Courier,20,b,13
 ,Courier,20,i,12
!,Courier,20,i,12
"""",Courier,20,i,12
#,Courier,20,i,12
$,Courier,20,i,12
%,Courier,20,i,12
&,Courier,20,i,12
',Courier,20,i,12
(,Courier,20,i,12
),Courier,20,i,12
*,Courier,20,i,12
+,Courier,20,i,12
",",Courier,20,i,12
-,Courier,20,i,12
.,Courier,20,i,12
/,Courier,20,i,12
0,Courier,20,i,12
1,Courier,20,i,12
2,Courier,20,i,12
3,Courier,20,i,12
4,Courier,20,i,12
5,Courier,20,i,12
6,Courier,20,i,12
7,Courier,20,i,12
8,Courier,20,i,12
9,Courier,20,i,12
:,Courier,20,i,12
;,Courier,20,i,12
<,Courier,20,i,12
=,Courier,20,i,12
>,Courier,20,i,12
?,Courier,20,i,12
@,Courier,20,i,12
A,Courier,20,i,12
B,Courier,20,i,12
C,Courier,20,i,12
D,Courier,20,i,12
E,Courier,20,i,12
F,Courier,20,i,12
G,Courier,20,i,12
H,Courier,20,i,12
I,Courier,20,i,12
J,Courier,20,i,12
K,Courier,20,i,12
L,Courier,20,i,12
M,Courier,20,i,12
N,Courier,20,i,12
O,Courier,20,i,12
P,Courier,20,i,12
Q,Courier,20,i,12
R,Courier,20,i,12
S,Courier,20,i,12
T,Courier,20,i,12
U,Courier,20,i,12
V,Courier,20,i,12
W,Courier,20,i,12
X,Courier,20,i,12
Y,Courier,20,i,12
Z,Courier,20,i,12
[,Courier,20,i,12
\,Courier,20,i,12
],Courier,20,i,12
^,Courier,20,i,12
_,Courier,20,i,12
`,Courier,20,i,12
a,Courier,20,i,12
b,Courier,20,i,12
c,Courier,20,i,12
d,Courier,20,i,12
e,Courier,20,i,12
f,Courier,20,i,12
g,Courier,20,i,12
h,Courier,20,i,12
i,Courier,20,i,12
j,Courier,20,i,12
k,Courier,20,i,12
l,Courier,20,i,12
m,Courier,20,i,12
n,Courier,20,i,12
o,Courier,20,i,12
p,Courier,20,i,12
q,Courier,20,i,12
r,Courier,20,i,12
s,Courier,20,i,12
t,Courier,20,i,12
u,Courier,20,i,12
v,Courier,20,i,12
w,Courier,20,i,12
x,Courier,20,i,12
y,Courier,20,i,12
z,Courier,20,i,12
{,Courier,20,i,12
|,Courier,20,i,12
},Courier,20,i,12
~,Courier,20,i,12
 ,Courier,20,bi,13
!,Courier,20,bi,13
"""",Courier,20,bi,13
#,Courier,20,bi,13
$,Courier,20,bi,13
%,Courier,20,bi,13
&,Courier,20,bi,13
',Courier,20,bi,13
(,Courier,20,bi,13
),Courier,20,bi,13
*,Courier,20,bi,13
+,Courier,20,bi,13
",",Courier,20,bi,13
-,Courier,20,bi,13
.,Courier,20,bi,13
/,Courier,20,bi,13
0,Courier,20,bi,13
1,Courier,20,bi,13
2,Courier,20,bi,13
3,Courier,20,bi,13
4,Courier,20,bi,13
5,Courier,20,bi,13
6,Courier,20,bi,13
7,Courier,20,bi,13
8,Courier,20,bi,13
9,Courier,20,bi,13
:,Courier,20,bi,13
;,Courier,20,bi,13
<,Courier,20,bi,13
=,Courier,20,bi,13
>,Courier,20,bi,13
?,Courier,20,bi,13
@,Courier,20,bi,13
A,Courier,20,bi,13
B,Courier,20,bi,13
C,Courier,20,bi,13
D,Courier,20,bi,13
E,Courier,20,bi,13
F,Courier,20,bi,13
G,Courier,20,bi,13
H,Courier,20,bi,13
I,Courier,20,bi,13
J,Courier,20,bi,13
K,Courier,20,bi,13
L,Courier,20,bi,13
M,Courier,20,bi,13
N,Courier,20,bi,13
O,Courier,20,bi,13
P,Courier,20,bi,13
Q,Courier,20,bi,13
R,Courier,20,bi,13
S,Courier,20,bi,13
T,Courier,20,bi,13
U,Courier,20,bi,13
V,Courier,20,bi,13
W,Courier,20,bi,13
X,Courier,20,bi,13
Y,Courier,20,bi,13
Z,Courier,20,bi,13
[,Courier,20,bi,13
\,Courier,20,bi,13
],Courier,20,bi,13
^,Courier,20,bi,13
_,Courier,20,bi,13
`,Courier,20,bi,13
a,Courier,20,bi,13
b,Courier,20,bi,13
c,Courier,20,bi,13
d,Courier,20,bi,13
e,Courier,20,bi,13
f,Courier,20,bi,13
g,Courier,20,bi,13
h,Courier,20,bi,13
i,Courier,20,bi,13
j,Courier,20,bi,13
k,Courier,20,bi,13
l,Courier,20,bi,13
m,Courier,20,bi,13
n,Courier,20,bi,13
o,Courier,20,bi,13
p,Courier,20,bi,13
q,Courier,20,bi,13
r,Courier,20,bi,13
s,Courier,20,bi,13
t,Courier,20,bi,13
u,Courier,20,bi,13
v,Courier,20,bi,13
w,Courier,20,bi,13
x,Courier,20,bi,13
y,Courier,20,bi,13
z,Courier,20,bi,13
{,Courier,20,bi,13
|,Courier,20,bi,13
},Courier,20,bi,13
~,Courier,20,bi,13
 ,Geneva,9,,5
!,Geneva,9,,6
"""",Geneva,9,,6
#,Geneva,9,,10
$,Geneva,9,,10
%,Geneva,9,,16
&,Geneva,9,,12
',Geneva,9,,3
(,Geneva,9,,6
),Geneva,9,,6
*,Geneva,9,,7
+,Geneva,9,,11
",",Geneva,9,,5
-,Geneva,9,,6
.,Geneva,9,,5
/,Geneva,9,,5
0,Geneva,9,,10
1,Geneva,9,,10
2,Geneva,9,,10
3,Geneva,9,,10
4,Geneva,9,,10
5,Geneva,9,,10
6,Geneva,9,,10
7,Geneva,9,,10
8,Geneva,9,,10
9,Geneva,9,,10
:,Geneva,9,,5
;,Geneva,9,,5
<,Geneva,9,,11
=,Geneva,9,,11
>,Geneva,9,,11
?,Geneva,9,,10
@,Geneva,9,,18
A,Geneva,9,,11
B,Geneva,9,,12
C,Geneva,9,,13
D,Geneva,9,,13
E,Geneva,9,,12
F,Geneva,9,,11
G,Geneva,9,,14
H,Geneva,9,,13
I,Geneva,9,,4
J,Geneva,9,,9
K,Geneva,9,,12
L,Geneva,9,,10
M,Geneva,9,,15
N,Geneva,9,,13
O,Geneva,9,,14
