,lat,lon,elevation
171,-45.99345586297003,166.658203125,
172,-45.91721824045113,166.658203125,
173,-45.84098061793222,166.658203125,330.6908264160156
174,-45.76474299541331,166.658203125,
175,-45.688505372894404,166.658203125,166.50396728515625
176,-45.612267750375494,166.658203125,369.7861633300781
177,-45.536030127856584,166.658203125,
178,-45.45979250533768,166.658203125,
179,-45.38355488281877,166.658203125,
180,-45.30731726029987,166.658203125,
181,-45.23107963778096,166.658203125,
182,-45.15484201526205,166.658203125,
183,-45.078604392743145,166.658203125,
184,-45.002366770224235,166.658203125,
185,-44.926129147705325,166.658203125,
186,-44.84989152518642,166.658203125,
187,-44.77365390266751,166.658203125,
188,-44.6974162801486,166.658203125,
189,-44.6211786576297,166.658203125,
190,-44.54494103511079,166.658203125,
191,-44.468703412591886,166.658203125,
192,-44.392465790072976,166.658203125,
193,-44.316228167554065,166.658203125,
194,-44.23999054503516,166.658203125,
195,-44.16375292251625,166.658203125,
196,-44.08751529999734,166.658203125,
197,-44.01127767747844,166.658203125,
198,-43.93504005495953,166.658203125,
199,-43.85880243244062,166.658203125,
200,-43.782564809921716,166.658203125,
201,-43.706327187402806,166.658203125,
202,-43.6300895648839,166.658203125,
203,-43.55385194236499,166.658203125,
204,-43.47761431984608,166.658203125,
205,-43.40137669732718,166.658203125,
206,-43.32513907480827,166.658203125,
207,-43.24890145228936,166.658203125,
208,-43.17266382977046,166.658203125,
209,-43.09642620725155,166.658203125,
210,-43.02018858473264,166.658203125,
211,-42.943950962213734,166.658203125,
212,-42.867713339694824,166.658203125,
213,-42.79147571717591,166.658203125,
214,-42.71523809465701,166.658203125,
215,-42.6390004721381,166.658203125,
216,-42.5627628496192,166.658203125,
217,-42.48652522710029,166.658203125,
218,-42.41028760458138,166.658203125,
219,-42.334049982062474,166.658203125,
220,-42.257812359543564,166.658203125,
221,-42.181574737024654,166.658203125,
222,-42.10533711450575,166.658203125,
223,-42.02909949198684,166.658203125,
224,-41.95286186946794,166.658203125,
225,-41.87662424694903,166.658203125,
226,-41.80038662443012,166.658203125,
227,-41.724149001911215,166.658203125,
228,-41.647911379392305,166.658203125,
229,-41.571673756873395,166.658203125,
230,-41.49543613435449,166.658203125,
231,-41.41919851183558,166.658203125,
232,-41.34296088931667,166.658203125,
233,-41.26672326679777,166.658203125,
234,-41.19048564427886,166.658203125,
235,-41.11424802175995,166.658203125,
236,-41.038010399241045,166.658203125,
237,-40.961772776722135,166.658203125,
238,-40.88553515420323,166.658203125,
239,-40.80929753168432,166.658203125,
240,-40.73305990916541,166.658203125,
241,-40.65682228664651,166.658203125,
242,-40.5805846641276,166.658203125,
243,-46.6795944656402,166.7548828125,
244,-46.60335684312129,166.7548828125,
245,-46.52711922060239,166.7548828125,
246,-46.45088159808348,166.7548828125,
247,-46.37464397556457,166.7548828125,
248,-46.298406353045664,166.7548828125,
249,-46.222168730526754,166.7548828125,
250,-46.14593110800785,166.7548828125,364.3956298828125
251,-46.06969348548894,166.7548828125,407.763671875
252,-45.99345586297003,166.7548828125,147.83294677734375
253,-45.91721824045113,166.7548828125,792.05029296875
254,-45.84098061793222,166.7548828125,256.7253112792969
255,-45.76474299541331,166.7548828125,
256,-45.688505372894404,166.7548828125,797.9756469726562
257,-45.612267750375494,166.7548828125,838.0099487304688
258,-45.536030127856584,166.7548828125,508.988525390625
259,-45.45979250533768,166.7548828125,342.5730895996094
260,-45.38355488281877,166.7548828125,
261,-45.30731726029987,166.7548828125,
262,-45.23107963778096,166.7548828125,
263,-45.15484201526205,166.7548828125,
264,-45.078604392743145,166.7548828125,
265,-45.002366770224235,166.7548828125,
266,-44.926129147705325,166.7548828125,
267,-44.84989152518642,166.7548828125,
268,-44.77365390266751,166.7548828125,
269,-44.6974162801486,166.7548828125,
270,-44.6211786576297,166.7548828125,
271,-44.54494103511079,166.7548828125,
272,-44.468703412591886,166.7548828125,
273,-44.392465790072976,166.7548828125,
274,-44.316228167554065,166.7548828125,
275,-44.23999054503516,166.7548828125,
276,-44.16375292251625,166.7548828125,
277,-44.08751529999734,166.7548828125,
278,-44.01127767747844,166.7548828125,
279,-43.93504005495953,166.7548828125,
280,-43.85880243244062,166.7548828125,
281,-43.782564809921716,166.7548828125,
282,-43.706327187402806,166.7548828125,
283,-43.6300895648839,166.7548828125,
284,-43.55385194236499,166.7548828125,
285,-43.47761431984608,166.7548828125,
286,-43.40137669732718,166.7548828125,
287,-43.32513907480827,166.7548828125,
288,-43.24890145228936,166.7548828125,
289,-43.17266382977046,166.7548828125,
290,-43.09642620725155,166.7548828125,
291,-43.02018858473264,166.7548828125,
292,-42.943950962213734,166.7548828125,
293,-42.867713339694824,166.7548828125,
294,-42.79147571717591,166.7548828125,
295,-42.71523809465701,166.7548828125,
296,-42.6390004721381,166.7548828125,
297,-42.5627628496192,166.7548828125,
298,-42.48652522710029,166.7548828125,
299,-42.41028760458138,166.7548828125,
300,-42.334049982062474,166.7548828125,
301,-42.257812359543564,166.7548828125,
302,-42.181574737024654,166.7548828125,
303,-42.10533711450575,166.7548828125,
304,-42.02909949198684,166.7548828125,
305,-41.95286186946794,166.7548828125,
306,-41.87662424694903,166.7548828125,
307,-41.80038662443012,166.7548828125,
308,-41.724149001911215,166.7548828125,
309,-41.647911379392305,166.7548828125,
310,-41.571673756873395,166.7548828125,
311,-41.49543613435449,166.7548828125,
312,-41.41919851183558,166.7548828125,
313,-41.34296088931667,166.7548828125,
314,-41.26672326679777,166.7548828125,
315,-41.19048564427886,166.7548828125,
316,-41.11424802175995,166.7548828125,
317,-41.038010399241045,166.7548828125,
318,-40.961772776722135,166.7548828125,
319,-40.88553515420323,166.7548828125,
320,-40.80929753168432,166.7548828125,
321,-40.73305990916541,166.7548828125,
322,-40.65682228664651,166.7548828125,
323,-40.5805846641276,166.7548828125,
324,-46.6795944656402,166.8515625,
325,-46.60335684312129,166.8515625,
326,-46.52711922060239,166.8515625,
327,-46.45088159808348,166.8515625,
328,-46.37464397556457,166.8515625,
329,-46.298406353045664,166.8515625,
330,-46.222168730526754,166.8515625,
331,-46.14593110800785,166.8515625,918.8330078125
332,-46.06969348548894,166.8515625,732.0614013671875
333,-45.99345586297003,166.8515625,607.96240234375
334,-45.91721824045113,166.8515625,652.22412109375
335,-45.84098061793222,166.8515625,997.7216186523438
336,-45.76474299541331,166.8515625,189.0722198486328
337,-45.688505372894404,166.8515625,544.1990966796875
338,-45.612267750375494,166.8515625,662.5787963867188
339,-45.536030127856584,166.8515625,
340,-45.45979250533768,166.8515625,
341,-45.38355488281877,166.8515625,399.20831298828125
342,-45.30731726029987,166.8515625,
343,-45.23107963778096,166.8515625,
344,-45.15484201526205,166.8515625,
345,-45.078604392743145,166.8515625,
346,-45.002366770224235,166.8515625,
347,-44.926129147705325,166.8515625,
348,-44.84989152518642,166.8515625,
349,-44.77365390266751,166.8515625,
350,-44.6974162801486,166.8515625,
351,-44.6211786576297,166.8515625,
352,-44.54494103511079,166.8515625,
353,-44.468703412591886,166.8515625,
354,-44.392465790072976,166.8515625,
355,-44.316228167554065,166.8515625,
356,-44.23999054503516,166.8515625,
357,-44.16375292251625,166.8515625,
358,-44.08751529999734,166.8515625,
359,-44.01127767747844,166.8515625,
360,-43.93504005495953,166.8515625,
361,-43.85880243244062,166.8515625,
362,-43.782564809921716,166.8515625,
363,-43.706327187402806,166.8515625,
364,-43.6300895648839,166.8515625,
365,-43.55385194236499,166.8515625,
366,-43.47761431984608,166.8515625,
367,-43.40137669732718,166.8515625,
368,-43.32513907480827,166.8515625,
369,-43.24890145228936,166.8515625,
370,-43.17266382977046,166.8515625,
371,-43.09642620725155,166.8515625,
372,-43.02018858473264,166.8515625,
373,-42.943950962213734,166.8515625,
374,-42.867713339694824,166.8515625,
375,-42.79147571717591,166.8515625,
376,-42.71523809465701,166.8515625,
377,-42.6390004721381,166.8515625,
378,-42.5627628496192,166.8515625,
379,-42.48652522710029,166.8515625,
380,-42.41028760458138,166.8515625,
381,-42.334049982062474,166.8515625,
382,-42.257812359543564,166.8515625,
383,-42.181574737024654,166.8515625,
384,-42.10533711450575,166.8515625,
385,-42.02909949198684,166.8515625,
386,-41.95286186946794,166.8515625,
387,-41.87662424694903,166.8515625,
388,-41.80038662443012,166.8515625,
389,-41.724149001911215,166.8515625,
390,-41.647911379392305,166.8515625,
391,-41.571673756873395,166.8515625,
392,-41.49543613435449,166.8515625,
393,-41.41919851183558,166.8515625,
394,-41.34296088931667,166.8515625,
395,-41.26672326679777,166.8515625,
396,-41.19048564427886,166.8515625,
397,-41.11424802175995,166.8515625,
398,-41.038010399241045,166.8515625,
399,-40.961772776722135,166.8515625,
400,-40.88553515420323,166.8515625,
401,-40.80929753168432,166.8515625,
402,-40.73305990916541,166.8515625,
403,-40.65682228664651,166.8515625,
404,-40.5805846641276,166.8515625,
405,-46.6795944656402,166.9482421875,
406,-46.60335684312129,166.9482421875,
407,-46.52711922060239,166.9482421875,
408,-46.45088159808348,166.9482421875,
409,-46.37464397556457,166.9482421875,
410,-46.298406353045664,166.9482421875,
411,-46.222168730526754,166.9482421875,63.72404098510742
412,-46.14593110800785,166.9482421875,
413,-46.06969348548894,166.9482421875,280.7106628417969
414,-45.99345586297003,166.9482421875,
415,-45.91721824045113,166.9482421875,788.486083984375
416,-45.84098061793222,166.9482421875,
417,-45.76474299541331,166.9482421875,792.7929077148438
418,-45.688505372894404,166.9482421875,350.9554748535156
419,-45.612267750375494,166.9482421875,24.909257888793945
420,-45.536030127856584,166.9482421875,937.880859375
421,-45.45979250533768,166.9482421875,499.29681396484375
422,-45.38355488281877,166.9482421875,1140.391845703125
423,-45.30731726029987,166.9482421875,
424,-45.23107963778096,166.9482421875,393.1282958984375
425,-45.15484201526205,166.9482421875,12.474502563476562
426,-45.078604392743145,166.9482421875,
427,-45.002366770224235,166.9482421875,
428,-44.926129147705325,166.9482421875,
429,-44.84989152518642,166.9482421875,
430,-44.77365390266751,166.9482421875,
431,-44.6974162801486,166.9482421875,
432,-44.6211786576297,166.9482421875,
433,-44.54494103511079,166.9482421875,
434,-44.468703412591886,166.9482421875,
435,-44.392465790072976,166.9482421875,
436,-44.316228167554065,166.9482421875,
437,-44.23999054503516,166.9482421875,
438,-44.16375292251625,166.9482421875,
439,-44.08751529999734,166.9482421875,
440,-44.01127767747844,166.9482421875,
441,-43.93504005495953,166.9482421875,
442,-43.85880243244062,166.9482421875,
443,-43.782564809921716,166.9482421875,
444,-43.706327187402806,166.9482421875,
445,-43.6300895648839,166.9482421875,
446,-43.55385194236499,166.9482421875,
447,-43.47761431984608,166.9482421875,
448,-43.40137669732718,166.9482421875,
449,-43.32513907480827,166.9482421875,
450,-43.24890145228936,166.9482421875,
451,-43.17266382977046,166.9482421875,
452,-43.09642620725155,166.9482421875,
453,-43.02018858473264,166.9482421875,
454,-42.943950962213734,166.9482421875,
455,-42.867713339694824,166.9482421875,
456,-42.79147571717591,166.9482421875,
457,-42.71523809465701,166.9482421875,
458,-42.6390004721381,166.9482421875,
459,-42.5627628496192,166.9482421875,
460,-42.48652522710029,166.9482421875,
461,-42.41028760458138,166.9482421875,
462,-42.334049982062474,166.9482421875,
463,-42.257812359543564,166.9482421875,
464,-42.181574737024654,166.9482421875,
465,-42.10533711450575,166.9482421875,
466,-42.02909949198684,166.9482421875,
467,-41.95286186946794,166.9482421875,
468,-41.87662424694903,166.9482421875,
469,-41.80038662443012,166.9482421875,
470,-41.724149001911215,166.9482421875,
471,-41.647911379392305,166.9482421875,
472,-41.571673756873395,166.9482421875,
473,-41.49543613435449,166.9482421875,
474,-41.41919851183558,166.9482421875,
475,-41.34296088931667,166.9482421875,
476,-41.26672326679777,166.9482421875,
477,-41.19048564427886,166.9482421875,
478,-41.11424802175995,166.9482421875,
479,-41.038010399241045,166.9482421875,
480,-40.961772776722135,166.9482421875,
481,-40.88553515420323,166.9482421875,
482,-40.80929753168432,166.9482421875,
483,-40.73305990916541,166.9482421875,
484,-40.65682228664651,166.9482421875,
485,-40.5805846641276,166.9482421875,
486,-46.6795944656402,167.044921875,
487,-46.60335684312129,167.044921875,
488,-46.52711922060239,167.044921875,
489,-46.45088159808348,167.044921875,
490,-46.37464397556457,167.044921875,
491,-46.298406353045664,167.044921875,
492,-46.222168730526754,167.044921875,45.56867218017578
493,-46.14593110800785,167.044921875,
494,-46.06969348548894,167.044921875,
495,-45.99345586297003,167.044921875,1044.009765625
496,-45.91721824045113,167.044921875,
497,-45.84098061793222,167.044921875,755.3715209960938
498,-45.76474299541331,167.044921875,
499,-45.688505372894404,167.044921875,
500,-45.612267750375494,167.044921875,1026.73193359375
501,-45.536030127856584,167.044921875,
502,-45.45979250533768,167.044921875,
503,-45.38355488281877,167.044921875,1145.7822265625
504,-45.30731726029987,167.044921875,
505,-45.23107963778096,167.044921875,648.81591796875
506,-45.15484201526205,167.044921875,
507,-45.078604392743145,167.044921875,
508,-45.002366770224235,167.044921875,
509,-44.926129147705325,167.044921875,
510,-44.84989152518642,167.044921875,
511,-44.77365390266751,167.044921875,
512,-44.6974162801486,167.044921875,
513,-44.6211786576297,167.044921875,
514,-44.54494103511079,167.044921875,
515,-44.468703412591886,167.044921875,
516,-44.392465790072976,167.044921875,
517,-44.316228167554065,167.044921875,
518,-44.23999054503516,167.044921875,
519,-44.16375292251625,167.044921875,
520,-44.08751529999734,167.044921875,
521,-44.01127767747844,167.044921875,
522,-43.93504005495953,167.044921875,
523,-43.85880243244062,167.044921875,
524,-43.782564809921716,167.044921875,
525,-43.706327187402806,167.044921875,
526,-43.6300895648839,167.044921875,
527,-43.55385194236499,167.044921875,
528,-43.47761431984608,167.044921875,
529,-43.40137669732718,167.044921875,
530,-43.32513907480827,167.044921875,
531,-43.24890145228936,167.044921875,
532,-43.17266382977046,167.044921875,
533,-43.09642620725155,167.044921875,
534,-43.02018858473264,167.044921875,
535,-42.943950962213734,167.044921875,
536,-42.867713339694824,167.044921875,
537,-42.79147571717591,167.044921875,
538,-42.71523809465701,167.044921875,
539,-42.6390004721381,167.044921875,
540,-42.5627628496192,167.044921875,
541,-42.48652522710029,167.044921875,
542,-42.41028760458138,167.044921875,
543,-42.334049982062474,167.044921875,
544,-42.257812359543564,167.044921875,
545,-42.181574737024654,167.044921875,
546,-42.10533711450575,167.044921875,
547,-42.02909949198684,167.044921875,
548,-41.95286186946794,167.044921875,
549,-41.87662424694903,167.044921875,
550,-41.80038662443012,167.044921875,
551,-41.724149001911215,167.044921875,
552,-41.647911379392305,167.044921875,
553,-41.571673756873395,167.044921875,
554,-41.49543613435449,167.044921875,
555,-41.41919851183558,167.044921875,
556,-41.34296088931667,167.044921875,
557,-41.26672326679777,167.044921875,
558,-41.19048564427886,167.044921875,
559,-41.11424802175995,167.044921875,
560,-41.038010399241045,167.044921875,
561,-40.961772776722135,167.044921875,
562,-40.88553515420323,167.044921875,
563,-40.80929753168432,167.044921875,
564,-40.73305990916541,167.044921875,
565,-40.65682228664651,167.044921875,
566,-40.5805846641276,167.044921875,
567,-46.6795944656402,167.1416015625,
568,-46.60335684312129,167.1416015625,
569,-46.52711922060239,167.1416015625,
570,-46.45088159808348,167.1416015625,
571,-46.37464397556457,167.1416015625,
572,-46.298406353045664,167.1416015625,
573,-46.222168730526754,167.1416015625,143.5501708984375
574,-46.14593110800785,167.1416015625,37.29192352294922
575,-46.06969348548894,167.1416015625,997.3287963867188
576,-45.99345586297003,167.1416015625,831.694580078125
577,-45.91721824045113,167.1416015625,540.12890625
578,-45.84098061793222,167.1416015625,155.0
579,-45.76474299541331,167.1416015625,331.2121276855469
580,-45.688505372894404,167.1416015625,
581,-45.612267750375494,167.1416015625,514.5319213867188
582,-45.536030127856584,167.1416015625,
583,-45.45979250533768,167.1416015625,
584,-45.38355488281877,167.1416015625,789.52392578125
585,-45.30731726029987,167.1416015625,
586,-45.23107963778096,167.1416015625,747.0682983398438
587,-45.15484201526205,167.1416015625,912.2974853515625
588,-45.078604392743145,167.1416015625,478.4817199707031
589,-45.002366770224235,167.1416015625,
590,-44.926129147705325,167.1416015625,
591,-44.84989152518642,167.1416015625,
592,-44.77365390266751,167.1416015625,
593,-44.6974162801486,167.1416015625,
594,-44.6211786576297,167.1416015625,
595,-44.54494103511079,167.1416015625,
596,-44.468703412591886,167.1416015625,
597,-44.392465790072976,167.1416015625,
598,-44.316228167554065,167.1416015625,
599,-44.23999054503516,167.1416015625,
600,-44.16375292251625,167.1416015625,
601,-44.08751529999734,167.1416015625,
602,-44.01127767747844,167.1416015625,
603,-43.93504005495953,167.1416015625,
604,-43.85880243244062,167.1416015625,
605,-43.782564809921716,167.1416015625,
606,-43.706327187402806,167.1416015625,
607,-43.6300895648839,167.1416015625,
608,-43.55385194236499,167.1416015625,
609,-43.47761431984608,167.1416015625,
610,-43.40137669732718,167.1416015625,
611,-43.32513907480827,167.1416015625,
612,-43.24890145228936,167.1416015625,
613,-43.17266382977046,167.1416015625,
614,-43.09642620725155,167.1416015625,
615,-43.02018858473264,167.1416015625,
616,-42.943950962213734,167.1416015625,
617,-42.867713339694824,167.1416015625,
618,-42.79147571717591,167.1416015625,
619,-42.71523809465701,167.1416015625,
620,-42.6390004721381,167.1416015625,
621,-42.5627628496192,167.1416015625,
622,-42.48652522710029,167.1416015625,
623,-42.41028760458138,167.1416015625,
624,-42.334049982062474,167.1416015625,
625,-42.257812359543564,167.1416015625,
626,-42.181574737024654,167.1416015625,
627,-42.10533711450575,167.1416015625,
628,-42.02909949198684,167.1416015625,
629,-41.95286186946794,167.1416015625,
630,-41.87662424694903,167.1416015625,
631,-41.80038662443012,167.1416015625,
632,-41.724149001911215,167.1416015625,
633,-41.647911379392305,167.1416015625,
634,-41.571673756873395,167.1416015625,
635,-41.49543613435449,167.1416015625,
636,-41.41919851183558,167.1416015625,
637,-41.34296088931667,167.1416015625,
638,-41.26672326679777,167.1416015625,
639,-41.19048564427886,167.1416015625,
640,-41.11424802175995,167.1416015625,
641,-41.038010399241045,167.1416015625,
642,-40.961772776722135,167.1416015625,
643,-40.88553515420323,167.1416015625,
644,-40.80929753168432,167.1416015625,
645,-40.73305990916541,167.1416015625,
646,-40.65682228664651,167.1416015625,
647,-40.5805846641276,167.1416015625,
648,-46.6795944656402,167.23828125,
649,-46.60335684312129,167.23828125,
650,-46.52711922060239,167.23828125,
651,-46.45088159808348,167.23828125,
652,-46.37464397556457,167.23828125,
653,-46.298406353045664,167.23828125,
654,-46.222168730526754,167.23828125,37.84075927734375
655,-46.14593110800785,167.23828125,
656,-46.06969348548894,167.23828125,328.72894287109375
657,-45.99345586297003,167.23828125,
658,-45.91721824045113,167.23828125,
659,-45.84098061793222,167.23828125,1013.632080078125
660,-45.76474299541331,167.23828125,821.2054443359375
661,-45.688505372894404,167.23828125,442.60650634765625
662,-45.612267750375494,167.23828125,744.3255004882812
663,-45.536030127856584,167.23828125,411.2815856933594
664,-45.45979250533768,167.23828125,1149.05322265625
665,-45.38355488281877,167.23828125,1378.531494140625
666,-45.30731726029987,167.23828125,34.87513732910156
667,-45.23107963778096,167.23828125,816.2660522460938
668,-45.15484201526205,167.23828125,473.7185363769531
669,-45.078604392743145,167.23828125,989.08349609375
670,-45.002366770224235,167.23828125,661.5377197265625
671,-44.926129147705325,167.23828125,
672,-44.84989152518642,167.23828125,
673,-44.77365390266751,167.23828125,
674,-44.6974162801486,167.23828125,
675,-44.6211786576297,167.23828125,
676,-44.54494103511079,167.23828125,
677,-44.468703412591886,167.23828125,
678,-44.392465790072976,167.23828125,
679,-44.316228167554065,167.23828125,
680,-44.23999054503516,167.23828125,
681,-44.16375292251625,167.23828125,
682,-44.08751529999734,167.23828125,
683,-44.01127767747844,167.23828125,
684,-43.93504005495953,167.23828125,
685,-43.85880243244062,167.23828125,
686,-43.782564809921716,167.23828125,
687,-43.706327187402806,167.23828125,
688,-43.6300895648839,167.23828125,
689,-43.55385194236499,167.23828125,
690,-43.47761431984608,167.23828125,
691,-43.40137669732718,167.23828125,
692,-43.32513907480827,167.23828125,
693,-43.24890145228936,167.23828125,
694,-43.17266382977046,167.23828125,
695,-43.09642620725155,167.23828125,
696,-43.02018858473264,167.23828125,
697,-42.943950962213734,167.23828125,
698,-42.867713339694824,167.23828125,
699,-42.79147571717591,167.23828125,
700,-42.71523809465701,167.23828125,
701,-42.6390004721381,167.23828125,
702,-42.5627628496192,167.23828125,
703,-42.48652522710029,167.23828125,
704,-42.41028760458138,167.23828125,
705,-42.334049982062474,167.23828125,
706,-42.257812359543564,167.23828125,
707,-42.181574737024654,167.23828125,
708,-42.10533711450575,167.23828125,
709,-42.02909949198684,167.23828125,
710,-41.95286186946794,167.23828125,
711,-41.87662424694903,167.23828125,
712,-41.80038662443012,167.23828125,
713,-41.724149001911215,167.23828125,
714,-41.647911379392305,167.23828125,
715,-41.571673756873395,167.23828125,
716,-41.49543613435449,167.23828125,
717,-41.41919851183558,167.23828125,
718,-41.34296088931667,167.23828125,
719,-41.26672326679777,167.23828125,
720,-41.19048564427886,167.23828125,
721,-41.11424802175995,167.23828125,
722,-41.038010399241045,167.23828125,
723,-40.961772776722135,167.23828125,
724,-40.88553515420323,167.23828125,
725,-40.80929753168432,167.23828125,
726,-40.73305990916541,167.23828125,
727,-40.65682228664651,167.23828125,
728,-40.5805846641276,167.23828125,
729,-46.6795944656402,167.3349609375,
730,-46.60335684312129,167.3349609375,
731,-46.52711922060239,167.3349609375,
