,x,y,lon,lat,elevation
3890,32,18,169.6552734375,-36.11509188058034,0.0
3891,32,19,169.6552734375,-36.22461727281744,0.0
3892,32,20,169.6552734375,-36.33414266505453,0.0
3893,32,21,169.6552734375,-36.44366805729163,0.0
3894,32,22,169.6552734375,-36.55319344952873,0.0
3895,32,23,169.6552734375,-36.66271884176582,0.0
3896,32,24,169.6552734375,-36.77224423400292,0.0
3897,32,25,169.6552734375,-36.881769626240015,0.0
3898,32,26,169.6552734375,-36.99129501847711,0.0
3899,32,27,169.6552734375,-37.100820410714206,0.0
3900,32,28,169.6552734375,-37.21034580295131,0.0
3901,32,29,169.6552734375,-37.3198711951884,0.0
3902,32,30,169.6552734375,-37.4293965874255,0.0
3903,32,31,169.6552734375,-37.5389219796626,0.0
3904,32,32,169.6552734375,-37.64844737189969,0.0
3905,32,33,169.6552734375,-37.75797276413679,0.0
3906,32,34,169.6552734375,-37.867498156373884,0.0
3907,32,35,169.6552734375,-37.97702354861099,0.0
3908,32,36,169.6552734375,-38.086548940848076,0.0
3909,32,37,169.6552734375,-38.19607433308518,0.0
3910,32,38,169.6552734375,-38.305599725322274,0.0
3911,32,39,169.6552734375,-38.41512511755937,0.0
3912,32,40,169.6552734375,-38.524650509796466,0.0
3913,32,41,169.6552734375,-38.63417590203356,0.0
3914,32,42,169.6552734375,-38.74370129427066,0.0
3915,32,43,169.6552734375,-38.85322668650775,0.0
3916,32,44,169.6552734375,-38.962752078744856,0.0
3917,32,45,169.6552734375,-39.072277470981945,0.0
3918,32,46,169.6552734375,-39.18180286321905,0.0
3919,32,47,169.6552734375,-39.29132825545614,0.0
3920,32,48,169.6552734375,-39.40085364769324,0.0
3921,32,49,169.6552734375,-39.510379039930335,0.0
3922,32,50,169.6552734375,-39.61990443216743,0.0
3923,32,51,169.6552734375,-39.72942982440453,0.0
3924,32,52,169.6552734375,-39.83895521664162,0.0
3925,32,53,169.6552734375,-39.948480608878725,0.0
3926,32,54,169.6552734375,-40.05800600111582,0.0
3927,32,55,169.6552734375,-40.16753139335292,0.0
3928,32,56,169.6552734375,-40.27705678559001,0.0
3929,32,57,169.6552734375,-40.38658217782711,0.0
3930,32,58,169.6552734375,-40.496107570064204,0.0
3931,32,59,169.6552734375,-40.6056329623013,0.0
3932,32,60,169.6552734375,-40.7151583545384,0.0
3933,32,61,169.6552734375,-40.8246837467755,0.0
3934,32,62,169.6552734375,-40.934209139012594,0.0
3935,32,63,169.6552734375,-41.04373453124969,0.0
3936,32,64,169.6552734375,-41.153259923486786,0.0
3937,32,65,169.6552734375,-41.26278531572388,0.0
3938,32,66,169.6552734375,-41.37231070796098,0.0
3939,32,67,169.6552734375,-41.48183610019807,0.0
3940,32,68,169.6552734375,-41.59136149243517,0.0
3941,32,69,169.6552734375,-41.70088688467227,0.0
3942,32,70,169.6552734375,-41.81041227690937,0.0
3943,32,71,169.6552734375,-41.919937669146464,0.0
3944,32,72,169.6552734375,-42.02946306138356,0.0
3945,32,73,169.6552734375,-42.138988453620655,0.0
3946,32,74,169.6552734375,-42.24851384585775,0.0
3947,32,75,169.6552734375,-42.35803923809485,0.0
3948,32,76,169.6552734375,-42.46756463033195,0.0
3949,32,77,169.6552734375,-42.577090022569045,0.0
3950,32,78,169.6552734375,-42.68661541480614,0.0
3951,32,79,169.6552734375,-42.79614080704324,0.0
3952,32,80,169.6552734375,-42.90566619928033,0.0
3953,32,81,169.6552734375,-43.01519159151743,0.0
3954,32,82,169.6552734375,-43.124716983754524,0.0
3955,32,83,169.6552734375,-43.23424237599162,0.0
3956,32,84,169.6552734375,-43.343767768228716,0.0
3957,32,85,169.6552734375,-43.45329316046582,0.0
3958,32,86,169.6552734375,-43.562818552702915,93.27723693847656
3959,32,87,169.6552734375,-43.67234394494001,731.357177734375
3960,32,88,169.6552734375,-43.781869337177106,
3961,32,89,169.6552734375,-43.8913947294142,1502.6097412109375
3962,32,90,169.6552734375,-44.0009201216513,
3963,32,91,169.6552734375,-44.11044551388839,
3964,32,92,169.6552734375,-44.219970906125496,1752.9114990234375
3965,32,93,169.6552734375,-44.32949629836259,
3966,32,94,169.6552734375,-44.43902169059969,
3967,32,95,169.6552734375,-44.548547082836784,1140.767822265625
3968,32,96,169.6552734375,-44.65807247507388,
3969,32,97,169.6552734375,-44.767597867310975,
3970,32,98,169.6552734375,-44.87712325954807,1560.14697265625
3971,32,99,169.6552734375,-44.98664865178517,
3972,32,100,169.6552734375,-45.09617404402226,
3973,32,101,169.6552734375,-45.205699436259366,425.644287109375
3974,32,102,169.6552734375,-45.31522482849646,
3975,32,103,169.6552734375,-45.42475022073356,
3976,32,104,169.6552734375,-45.53427561297065,766.8150024414062
3977,32,105,169.6552734375,-45.64380100520775,
3978,32,106,169.6552734375,-45.753326397444845,
3979,32,107,169.6552734375,-45.86285178968194,275.7703857421875
3980,32,108,169.6552734375,-45.97237718191904,
3981,32,109,169.6552734375,-46.08190257415614,
3982,32,110,169.6552734375,-46.191427966393235,60.39414596557617
3983,32,111,169.6552734375,-46.30095335863033,
3984,32,112,169.6552734375,-46.410478750867426,
3985,32,113,169.6552734375,-46.52000414310452,209.8596954345703
3986,32,114,169.6552734375,-46.62952953534162,0.0
3987,32,115,169.6552734375,-46.739054927578714,0.0
3988,32,116,169.6552734375,-46.84858031981581,0.0
3989,32,117,169.6552734375,-46.95810571205291,0.0
3990,32,118,169.6552734375,-47.06763110429001,0.0
3991,32,119,169.6552734375,-47.177156496527104,0.0
3992,32,120,169.6552734375,-47.2866818887642,0.0
3993,33,0,169.75634765625,-34.1436348203126,0.0
3994,33,1,169.75634765625,-34.253160212549695,0.0
3995,33,2,169.75634765625,-34.36268560478679,0.0
3996,33,3,169.75634765625,-34.47221099702389,0.0
3997,33,4,169.75634765625,-34.58173638926098,0.0
3998,33,5,169.75634765625,-34.691261781498085,0.0
3999,33,6,169.75634765625,-34.80078717373518,0.0
4000,33,7,169.75634765625,-34.910312565972276,0.0
4001,33,8,169.75634765625,-35.01983795820937,0.0
4002,33,9,169.75634765625,-35.12936335044647,0.0
4003,33,10,169.75634765625,-35.238888742683564,0.0
4004,33,11,169.75634765625,-35.34841413492066,0.0
4005,33,12,169.75634765625,-35.45793952715776,0.0
4006,33,13,169.75634765625,-35.56746491939485,0.0
4007,33,14,169.75634765625,-35.676990311631954,0.0
4008,33,15,169.75634765625,-35.78651570386905,0.0
4009,33,16,169.75634765625,-35.896041096106146,0.0
4010,33,17,169.75634765625,-36.00556648834324,0.0
4011,33,18,169.75634765625,-36.11509188058034,0.0
4012,33,19,169.75634765625,-36.22461727281744,0.0
