hash;;author;;date;;message;;additions;;additions_kt;;additions_py;;deletions;;deletions_kt;;deletions_py
f78af45d9d04266d39374f5723854e529d0e81af;;Artem Smirnov;;Tue Jul 23 16:38:38 2024 +0200;;Fix work with Polars DataFrame for the residual_plot().;;19;;0;;19;;1;;0;;1
230c9f64ec798277b7e3afa3c595326ea9342dc9;;Ivan Kupriyanov;;Tue Jul 23 14:15:42 2024 +0200;;Fix python test that uses polars;;10;;0;;10;;7;;0;;7
e3eae78629e58c12de39d4d33488c4642b600599;;Artem Smirnov;;Tue Jul 23 03:04:29 2024 +0200;;Fixes in waterfall (#1131);;90;;85;;5;;51;;47;;4
742d3118c18019eb8e768132793a7e6ddd67732f;;Igor Alshannikov;;Mon Jul 22 17:54:40 2024 -0400;;Add default toolbar (js);;222;;222;;0;;6;;6;;0
b5028b9cbc37f109ef19ec2a8d7593c34c2f76ea;;Ivan Kupriyanov;;Mon Jul 22 20:39:23 2024 +0200;;Make as_discrete work the same way as in the latest release, add tests and a notebook for regression testing;;1756;;0;;144;;21;;0;;21
2b0ea74708c20ef65fa9654f71d3829ba9762537;;Igor Alshannikov;;Fri Jul 19 17:27:23 2024 -0400;;Add `ggtb()`;;87;;43;;44;;37;;26;;11
d7b5e1fc9e15233d4d2c71cd41cf475c448db0b1;;Igor Alshannikov;;Fri Jul 19 14:52:51 2024 -0400;;Extract common toolbar controller.;;306;;306;;0;;255;;255;;0
229e0c0e56ebf306b12e624cba0dcbdf8eaa4888;;Igor Alshannikov;;Thu Jul 18 15:19:10 2024 -0400;;Activate wheel-zoom along with any interaction.;;48;;48;;0;;38;;38;;0
5fa7fba2dbae4a8142344232e061cb1a79b0aa79;;Ivan Kupriyanov;;Thu Jul 18 13:32:52 2024 +0200;;Better fix for unintended page scroll on zoom, add unit test;;37;;37;;0;;15;;15;;0
ec2e18cdde805d9e04a1e5e64918ad0bd0ba5a87;;Ivan Kupriyanov;;Thu Jul 18 02:27:29 2024 +0200;;Fix unintended page scrolling during plot zoom;;6;;6;;0;;0;;0;;0
45d30d4a185fc23d1efead8236794a2a1b67f6ef;;Artem Smirnov;;Wed Jul 17 23:18:51 2024 +0200;;Waterfall Plot (#1130);;2018;;813;;196;;3;;2;;1
92521e278beb7be6f0dfd74ce3c13aa0f32bac1d;;Igor Alshannikov;;Wed Jul 17 15:53:07 2024 -0400;;Fix interactions for flipped coords and refactor "adjusted domain".;;218;;218;;0;;174;;174;;0
9a8d46a33bf57218186f69e6c2eb011b2867a866;;Ivan Kupriyanov;;Wed Jul 17 12:12:27 2024 +0200;;Minor refactoring;;13;;0;;3;;14;;0;;2
5a2fda0c2d3f25f305577773c2701591ae390cc7;;Ivan Kupriyanov;;Tue Jul 16 19:00:21 2024 +0200;;Fix typo;;1;;1;;0;;1;;1;;0
a5384bc602146e1a20b25c60360a18b3961ecb6e;;Igor Alshannikov;;Tue Jul 16 11:54:23 2024 -0400;;Fix flip in CoordinatesMapper.fromClient;;29;;29;;0;;20;;20;;0
f18c78dbcb5bfbeff59c25fc01be4d8360fb5dc3;;Ivan Kupriyanov;;Tue Jul 16 14:38:24 2024 +0200;;Use ISO datetime format for default formatter;;3;;3;;0;;3;;3;;0
59814673d74699cbdca27e5d4aff84a0bd632a56;;Ivan Kupriyanov;;Tue Jul 16 14:13:08 2024 +0200;;Each geom defines it's own default formatters (#1128);;217;;204;;13;;101;;87;;14
277140e71c5ef116801df99580385c96a4ecadee;;Valentin Dovidaytis;;Tue Jul 16 09:34:12 2024 +0200;;Revert "Fix Windows build";;10;;0;;0;;17;;0;;0
6b0884f59ac0700b4ea279cdf614589b6ed78e6f;;Igor Alshannikov;;Mon Jul 15 18:46:37 2024 -0400;;Make Square/PolarFrameOfReference extend a single abstract base.;;196;;196;;0;;150;;150;;0
ea85d7966533c35c5f7564d7e567a83c3e9834fc;;Igor Alshannikov;;Mon Jul 15 17:12:43 2024 -0400;;Make Square/PolarFrameOfReferenceProvider extend a single abstract base.;;212;;212;;0;;166;;166;;0
868438b9041e5702dad665bfea7ca3b1e89989a2;;Igor Alshannikov;;Mon Jul 15 15:42:40 2024 -0400;;Get rid of unnecessary "transform" parameters.;;16;;16;;0;;20;;20;;0
ba35bdee338dda1e4f29567087b88ad08c8d7cf4;;Ivan Kupriyanov;;Mon Jul 15 16:14:38 2024 +0200;;Fix corr_plot;;1;;0;;1;;1;;0;;1
2972ca8ee24bd9c43aaff0ebf6443089b85b0b5a;;Igor Alshannikov;;Sun Jul 14 21:40:44 2024 -0400;;Add transform to ScaleBreaks and refactor Scales.;;363;;363;;0;;203;;203;;0
8d042d1ab8b1d938993aafd4da56c7b32908ce2b;;Ivan Kupriyanov;;Thu Jul 11 20:30:29 2024 +0200;;Do not remove as_discrete annotation if no others params present;;11;;0;;11;;7;;0;;7
b4afa89b6aa0096275dc34bb99df2c0bf5f702c7;;Ivan Kupriyanov;;Thu Jul 11 19:22:10 2024 +0200;;Interactivity: adjust touchpad zoom speed;;25;;25;;0;;7;;7;;0
5a5ecb5b0223315990c0f6628beb8cd754b9a429;;Igor Alshannikov;;Wed Jul 10 18:13:15 2024 -0400;;Do not compute formatters if formatter is provided.;;104;;104;;0;;44;;44;;0
2817d13bc00e82b8e5a7e3610b2c06e1eac1c607;;Igor Alshannikov;;Wed Jul 10 17:12:52 2024 -0400;;Move break gens to breaks.;;14;;14;;0;;16;;16;;0
fac3ebeb20ba62e7681955dba738ec119f13d655;;Igor Alshannikov;;Wed Jul 10 17:04:02 2024 -0400;;Cleanup break gens.;;254;;254;;0;;188;;188;;0
5fe65f592ef4235c98a174815d769b33080b5472;;Ivan Kupriyanov;;Wed Jul 10 20:12:20 2024 +0200;;Interactivity: Remove selection limits in fixed ratio mode;;12;;12;;0;;24;;24;;0
ef9c24fd312b8e2f1bf2071377da3723f599194b;;Ivan Kupriyanov;;Wed Jul 10 17:36:13 2024 +0200;;Safely handle empty polygons from geocoding;;5;;0;;5;;1;;0;;1
f39e165eecc924133442becb397ea757c9acc278;;Igor Alshannikov;;Tue Jul 9 18:00:16 2024 -0400;;Formatting transient breaks.;;168;;168;;0;;109;;109;;0
6a0930f59ea9944fe91624e47ec04bad52043f52;;Valentin Dovidaytis;;Tue Jul 9 16:33:29 2024 +0200;;Revert "Remove jfxPlatform parameter";;29;;0;;0;;11;;0;;0
e010ae56550595644aca58bdd93cf008f8b9ad1c;;Valentin Dovidaytis;;Tue Jul 9 10:29:52 2024 +0200;;Remove jfxPlatform parameter;;11;;0;;0;;29;;0;;0
299d4f3ce7224541ae2214f796755ed83343a28d;;Igor Alshannikov;;Mon Jul 8 18:09:22 2024 -0400;;Get rid of BreaksGen.labelFormatter();;6;;6;;0;;36;;36;;0
9a2bebc3754468a69b3cf43957bbae02837a5b34;;Igor Alshannikov;;Mon Jul 8 17:51:27 2024 -0400;;Fix naming.;;6;;6;;0;;6;;6;;0
a503f6980f454cfa82ace32e65a1324f5106dee7;;Igor Alshannikov;;Mon Jul 8 16:44:24 2024 -0400;;Mesure container div inside `letsPlotCall`.;;11;;11;;0;;11;;11;;0
2bc0e822b50dff18b99f6658d97e6490d0d31921;;Ivan Kupriyanov;;Mon Jul 8 21:55:49 2024 +0200;;Ignore "display" attribute in JFX;;1;;1;;0;;0;;0;;0
1cac987ace9dc31d0c596f57eaa99fa3486e456b;;Artem Smirnov;;Mon Jul 8 16:37:12 2024 +0200;;Fixes in docstrings (#1127);;48;;0;;48;;67;;0;;67
962ffd17586802acb00e749dc752906f763db3ed;;Ivan Kupriyanov;;Mon Jul 8 12:15:45 2024 +0200;;Add test DomMouseEventMapper - twoConsecutiveClicksWithoutMouseMove;;37;;37;;0;;0;;0;;0
f563bf9f193762b4e5693e1a69c6466282f8bdcd;;Ivan Kupriyanov;;Mon Jul 8 00:23:36 2024 +0200;;Support more numpy data types, don't throw exception on unknown types;;37;;3;;34;;17;;3;;14
9932feef4b2aedfc00a536a48f6b5b1205cfb7e6;;Igor Alshannikov;;Fri Jul 5 18:41:30 2024 -0400;;Move toolbar in `letsPlotCall`;;8;;8;;0;;7;;7;;0
969339f0aeddb21bbb8888421bde1275a11e4dd1;;Ivan Kupriyanov;;Fri Jul 5 23:32:58 2024 +0200;;Minor refactoring: Any instead of a Pair as a key for the defaultFormatters map;;13;;13;;0;;16;;16;;0
d2c896d8fd34df500c07bfe5939e4d29779d0092;;Ivan Kupriyanov;;Fri Jul 5 22:34:09 2024 +0200;;LP-626 - ggsave (.svg) transforms geom_text integer to float (#1125);;1093;;243;;409;;370;;144;;226
94e3339b42b7563a5d3f316832b4b64652826bca;;Valentin Dovidaytis;;Thu Jul 4 20:00:26 2024 +0200;;Fix Windows build;;17;;0;;0;;10;;0;;0
19b7437b68744551d149c16735fd183bce8033c2;;Ivan Kupriyanov;;Thu Jul 4 15:14:12 2024 +0200;;More tests for DomMouseEventMapper, minor refactoring;;108;;108;;0;;50;;50;;0
611c15eba8166181977ab08e8486b2e00c696f47;;Ivan Kupriyanov;;Thu Jul 4 12:06:03 2024 +0200;;Add more tests for DomMouseEventMapper;;160;;160;;0;;35;;35;;0
b59f830901b1ec3d1a40d1a951def8b12226025f;;Igor Alshannikov;;Wed Jul 3 17:21:48 2024 -0400;;Gen breaks on-demand when panning etc.;;149;;149;;0;;41;;41;;0
9d2754768f54eac129925df6c2654b3b5c77e5a0;;Igor Alshannikov;;Wed Jul 3 14:29:13 2024 -0400;;Fix line comment in JS;;1;;1;;0;;1;;1;;0
1a9b12aff98568a29fb5ee487298499b298c52cd;;Ivan Kupriyanov;;Wed Jul 3 20:04:09 2024 +0200;;Fixed incorrect events in DomMouseEventMapper - the initial state was expected to be MouseOutsideState;;149;;149;;0;;2;;2;;0
cdc84a7d628c7dd885f918a6a9a51f07772730b0;;Igor Alshannikov;;Tue Jul 2 20:31:42 2024 -0400;;Experimental tools: take containerDiv measurements before appending children.;;7;;7;;0;;6;;6;;0
35be63ef24a54f6bdc59b14925b905f7cee44f86;;Igor Alshannikov;;Tue Jul 2 16:47:01 2024 -0400;;Minor cleanup.;;6;;6;;0;;8;;8;;0
e664b7fe2df3847e998f3a316ed11ffc9820127e;;Igor Alshannikov;;Tue Jul 2 16:26:44 2024 -0400;;Don't duplicate GridComponent when axis are on both sides (letft&right or top&bottom).;;2;;2;;0;;2;;2;;0
c80ccc3015ef2112fbe1c5ecf2b826d845581ed1;;Igor Alshannikov;;Tue Jul 2 16:11:44 2024 -0400;;Remove "orientariion" from GridComponent.;;14;;14;;0;;14;;14;;0
b23868fa0276fb3c6927f4eb05f077c3e2eb5be3;;Igor Alshannikov;;Tue Jul 2 15:44:01 2024 -0400;;Make eventArea relative to the plot wrapper element to fix tooltips in gggrid, ggbunch.;;7;;7;;0;;6;;6;;0
ef4ed5c39bb3f9bd9f0f8a9b2925bdd83c063704;;Olga Larionova;;Tue Jul 2 15:59:41 2024 +0300;;Add `manual_key` for `geom_function()`.;;6;;0;;6;;1;;0;;1
ed3a4ad0c674f7373ec7d6d48c8de2eccdbd88a9;;Olga Larionova;;Fri Jun 28 12:35:41 2024 +0300;;Fix docstrings: description of `plot_caption_position` in `theme()`.;;2;;0;;2;;2;;0;;2
7bc182648b00b97ee179e49915d9790f76e021be;;Olga Larionova;;Fri Jun 28 12:25:23 2024 +0300;;Use 'none' in guides() for manual legend to hide it.;;178;;2;;1;;44;;0;;1
6b4ee690868c60368ced7fe3a83741f6083d4c6f;;Igor Alshannikov;;Thu Jun 27 15:20:13 2024 -0400;;Fix naming.;;8;;8;;0;;8;;8;;0
63d7dcc3dd70a27c9125ad27d3f963df25c23ad1;;Igor Alshannikov;;Thu Jun 27 14:25:48 2024 -0400;;Move bottom/top groups inside FrameOfReference.;;37;;37;;0;;42;;42;;0
ac6a08d0b8c04683687818814b0f68e40c04678d;;Igor Alshannikov;;Thu Jun 27 12:42:10 2024 -0400;;Fix naming confusion regarding horizontal/vertical grid.;;20;;20;;0;;20;;20;;0
56e4983516d1ad72c9cbded23432ab17735afaf3;;Olga Larionova;;Thu Jun 27 11:27:07 2024 +0300;;Update future_changes.md.;;7;;0;;0;;2;;0;;0
463569e096b9fab647f6b97333f3942a501a1b2e;;Olga Larionova;;Thu Jun 27 11:20:05 2024 +0300;;Rename parameter `show_key` to `manual_key`.;;590;;21;;279;;368;;21;;52
82755e4e92e86e709e4118efc17f92b98e42a2a3;;Igor Alshannikov;;Tue Jun 25 18:15:24 2024 -0400;;Replace `InteractionSupport` with `TransientState`.;;150;;150;;0;;85;;85;;0
4a00becd7e35bc1f6bced72f9be4f96de924895c;;Olga Larionova;;Tue Jun 25 21:18:55 2024 +0300;;Manual legend via `layer_key()` (#1121);;2719;;468;;81;;92;;89;;3
74fc16d83f0ab47f4a0554973b796ab6e79188a6;;Igor Alshannikov;;Mon Jun 24 15:04:16 2024 -0400;;Relocate computation messages to the area below plot, fix duplicating messages on 'updateView'.;;41;;41;;0;;19;;19;;0
9acc82996e8b129c4ce6fa42014fa6a8804d50ac;;Igor Alshannikov;;Fri Jun 21 18:30:41 2024 -0400;;Remove 'event target' and refactor buildPlotFromProcessedSpecs and sizing.;;131;;131;;0;;101;;101;;0
12ff9754c39a22ddeb82f31d15621e4c7362e8f1;;Igor Alshannikov;;Fri Jun 21 15:41:27 2024 -0400;;Fix #1117 : Update docs for geoms bin2d, density2d and density2df.;;14;;0;;14;;5;;0;;5
e84975ec4f755e46794b7d230e9ba60c00acd202;;Olga Larionova;;Fri Jun 21 17:16:27 2024 +0300;;Update future_changes.md (add link to issue).;;1;;0;;0;;1;;0;;0
8eb0a5dda8c1db0ba79fc86e2a7a948c65e77267;;Artem Smirnov;;Fri Jun 21 14:34:08 2024 +0200;;Fix triangle shape position in legend.;;15;;15;;0;;13;;13;;0
32c1b9b64839a420a0eb4fd77bf6a25872483abe;;Olga Larionova;;Fri Jun 21 10:54:46 2024 +0300;;Update future_changes.md.;;1;;0;;0;;0;;0;;0
32c6bd2d29e024ae6ca6aba667a5a8d375961f53;;Igor Alshannikov;;Thu Jun 20 18:16:19 2024 -0400;;Use sizing policy to align toolbar and plot element.;;25573;;124;;0;;449;;55;;0
b73477a0de238eef8e34cd1ba9201631fc69e1e8;;Olga Larionova;;Thu Jun 20 20:26:56 2024 +0300;;`labs()` function via 'guides'-spec (#1119);;327;;277;;50;;114;;77;;37
810aaafa8df2f3ddc3ff323f361a23b473e9e521;;Ivan Kupriyanov;;Thu Jun 20 18:22:59 2024 +0200;;Fix #901 - Int DataFrame column names are being converted to float string representation (#1120);;97;;0;;94;;5;;0;;3
4bc8ddc5d4873bf65d3b65fa7b7be3dfb8d998c2;;Olga Larionova;;Thu Jun 20 10:40:11 2024 +0300;;Code cleanup: remove unimplemented `isReverse` flag from `GuideOptions`.;;9;;9;;0;;33;;33;;0
6f5a26132faf5b34b325bc4db964c57b3f50a722;;Ivan Kupriyanov;;Wed Jun 19 22:58:55 2024 +0200;;Interactivity: centered box with fixed aspect ratio on vertical selection;;279;;55;;0;;123;;3;;0
2a9909eb41e1095bc833e55fb4c0224327ae676b;;Artem Smirnov;;Wed Jun 19 19:24:41 2024 +0200;;Change triangular point shape anchoring.;;8;;7;;0;;10;;10;;0
36f33f3ee1112e35d4677d6f3f313e37ab48f878;;Olga Larionova;;Wed Jun 19 19:20:54 2024 +0300;;`plot_title_position`,`plot_caption_position` in `theme()` (#1118);;448;;75;;11;;6;;6;;0
111f5b3657d13c5602009bc88a1d63d4ac9aefc8;;Igor Alshannikov;;Tue Jun 18 15:12:43 2024 -0400;;Tools js: add possibility to combine several interactions in one tool.;;67;;64;;0;;5;;3;;0
9e2f8bc186b66a72f814f610b0a81f2d7f6f9e90;;Olga Larionova;;Tue Jun 18 14:57:15 2024 +0300;;Fix #712: linetype=0 make line invisible by setting `stroke-dasharray="0 1"`.;;10;;8;;0;;15;;14;;0
7c31f273df1ee2b3f62fb729ef16c966161c99b0;;Artem Smirnov;;Tue Jun 18 13:16:30 2024 +0200;;Fix #791.;;3;;0;;2;;0;;0;;0
fe908d8282c1887fd47f5ef95ca53fc9a069eb2b;;Ivan Kupriyanov;;Mon Jun 17 19:12:02 2024 +0200;;interactive_tools.ipynb - add demo with scale_y_log2;;190;;0;;0;;113;;0;;0
9ec5a18dbf85d59692ce03edc75a875e5fdd1413;;Ivan Kupriyanov;;Mon Jun 17 18:30:25 2024 +0200;;Initiate the DOM dragging state at the exact button press coordinate, rather than 3 pixels away (tolerance distance).;;5;;5;;0;;3;;3;;0
8b2e92357fb5310ee7e0e12b6e076b09705110f5;;Ivan Kupriyanov;;Mon Jun 17 17:27:20 2024 +0200;;Interactivity: wheel tool fix for firefox (#1116);;2560;;192;;0;;185;;108;;0
b7bb4bc61d7421a9bd80791de47e2d8f9cd8628f;;Mikhail Koroteev;;Wed Jun 12 13:28:10 2024 +0300;;Legend title (#1109);;353;;38;;49;;13;;10;;2
0f6ac943a09f752794a23de7493e6d3a96b00d3f;;Ivan Kupriyanov;;Thu Jun 6 13:42:56 2024 +0200;;Cancel DrawRectFeedback when selection is too small (#1112);;77;;77;;0;;26;;26;;0
b94717382a4cbcb54f56108e507b188c83106b36;;Igor Alshannikov;;Mon Jun 3 21:16:44 2024 -0400;;Tools js: add possibility to combine several interactions in one tool.;;69;;69;;0;;58;;58;;0
a091e766337967d9c564d0f29c3ab72a0dc16b78;;Igor Alshannikov;;Mon Jun 3 17:25:34 2024 -0400;;Js array to Kotlin list converter: replace shallow copying with a view.;;2;;2;;0;;2;;2;;0
83426550705f48ddabcdfbdda71708c18166bf37;;Igor Alshannikov;;Mon Jun 3 17:12:29 2024 -0400;;Add Js dymanic to Kotlin Any? converter.;;107;;107;;0;;4;;4;;0
e361a60129d206c255e50dcd562d9cce7ecb476c;;Ivan Kupriyanov;;Mon Jun 3 22:47:25 2024 +0200;;Interaction: remove the aspect ratio preview rect;;1;;1;;0;;17;;17;;0
5a2fbc78252925ff969ab8cd1e83728172aea7b4;;Ivan Kupriyanov;;Mon Jun 3 18:30:15 2024 +0200;;debounce with coroutines (#1107);;60;;42;;0;;1;;1;;0
bf4e9f6d9b320f2062bd19abf29881c6258bbdb4;;Ivan Kupriyanov;;Mon Jun 3 18:09:28 2024 +0200;;Minor code cleanup;;20;;20;;0;;20;;20;;0
33fb3b96906697ae3badeb63ef12445d03e27c3b;;Ivan Kupriyanov;;Mon Jun 3 13:36:07 2024 +0200;;Interactivity with deferred update (#1111);;141;;141;;0;;122;;122;;0
c8a32a92aafe062455f076d66f5b905a5fe3bc0d;;Igor Alshannikov;;Fri May 31 20:33:54 2024 -0400;;Improve README.md;;2;;0;;0;;0;;0;;0
cc38d436457bd5588ee6f3227ba0a62beb4c4cd3;;Igor Alshannikov;;Fri May 31 17:26:34 2024 -0400;;Add specOverride param to figure model js.;;83;;83;;0;;39;;39;;0
801516b29982d2ea38a4b102be95752a8dc943eb;;Ivan Kupriyanov;;Thu May 30 22:50:23 2024 +0200;;Minor naming adjustment;;5;;5;;0;;5;;5;;0
f40c0374599c504caf5cdb80e3ab5723673b4d13;;Ivan Kupriyanov;;Thu May 30 18:29:55 2024 +0200;;Interactivity cleanup;;96;;96;;0;;107;;107;;0
a3ad346a9e7def66e2e3747da297770ebac62491;;Igor Alshannikov;;Wed May 29 17:27:26 2024 -0400;;Add zoom capability to figure model (awt).;;132;;132;;0;;22;;22;;0
2ad6cbbd8b992aee445066bb13162dde584394d8;;Igor Alshannikov;;Wed May 29 16:09:12 2024 -0400;;Update environment.yml and demo notebook.;;33;;0;;0;;9;;0;;0
85a379ece9439e7038d52366a5d7326434cddd65;;Ivan Kupriyanov;;Wed May 29 22:02:34 2024 +0200;;Add "integration" test for FrameOfReference;;156;;156;;0;;46;;46;;0
edd0718fad7dac461b7d3b3e2d0e0681de7acc14;;Valentin Dovidaytis;;Wed May 29 18:22:43 2024 +0200;;Updated version v4.3.4.dev1;;2;;0;;1;;2;;0;;1
0f28341f1daf1bc8c263f2412894b6e8e4d3e73e;;Valentin Dovidaytis;;Wed May 29 18:14:19 2024 +0200;;Updated version v4.3.3;;20;;0;;1;;12;;0;;1
68670687645701e360feaa8a3b2c4a708da15fc6;;Rashid Yangazov;;Wed May 29 15:52:29 2024 +0200;;Rename demo notebook for markers rotate;;1;;0;;0;;1;;0;;0
2f4326d8b8c5994c1b9efad488150d9012778e4d;;Rashid Yangazov;;Wed May 29 12:49:41 2024 +0200;;Update sample in dev-notebook;;22;;0;;0;;24;;0;;0
ad82639b5a130f3e7f2905b875bbe3161839e8f6;;Ivan Kupriyanov;;Wed May 29 11:57:00 2024 +0200;;Fix the issue where the minor grid is not shown until 3 major grid lines are present;;1;;1;;0;;1;;1;;0
89daf2cee2c05e1eb9fec8f377f176d381420b7b;;Rashid Yangazov;;Wed May 29 12:24:06 2024 +0300;;Markers shape rotation of points on livemap (#1108);;197;;19;;0;;4;;4;;0
72ec10f421aa36025387276ee43b1af838e55d86;;Ivan Kupriyanov;;Tue May 28 23:28:54 2024 +0200;;Fix first/last label on polar plots;;10;;10;;0;;1;;1;;0
3a753438e83d626b7f66d642e2ac72dd116baa41;;Igor Alshannikov;;Tue May 28 16:57:38 2024 -0400;;Update future_changes.md and demo.;;9;;0;;0;;7;;0;;0
ec23c2084cac5dd5b7fa85db192223d294a1333f;;Ivan Kupriyanov;;Tue May 28 22:52:46 2024 +0200;;Test the grid and axis labels in the SVG generated by FrameOfReference;;240;;240;;0;;8;;8;;0
0cffb878ad354e88275fadd2c35bd9ed49d7d14b;;Ivan Kupriyanov;;Tue May 28 00:23:00 2024 +0200;;Fix missing ticks, drop grid lines near edges, add tests;;145;;145;;0;;42;;42;;0
d8d1671c8cfae244abb1c5e635d6604f1114b248;;Rashid Yangazov;;Mon May 27 17:41:50 2024 +0200;;Add demo-notebook for marker rotation;;164;;0;;0;;1;;0;;0
f23d3b5e0d1cfa4b0b11be60e91f127beec59a90;;Igor Alshannikov;;Fri May 24 16:50:30 2024 -0400;;Fetch data bounds from interaction target.;;37;;37;;0;;1;;1;;0
ec0457bff368d46910b5df67c87db2efe7d65b43;;Artem Smirnov;;Fri May 24 21:08:29 2024 +0200;;Remove a redundant comment.;;0;;0;;0;;1;;1;;0
10a1039c1b3558601611f72df7ca4e1008752d13;;Artem Smirnov;;Fri May 24 20:46:14 2024 +0200;;Improve border line type experience (#1106);;43;;41;;0;;60;;59;;0
c57bdbe3c9a7929029b1fe49b7078ea8708fefef;;Igor Alshannikov;;Fri May 24 14:16:37 2024 -0400;;Fix fig model initialization.;;5;;5;;0;;1;;1;;0
ad993e9472527ec3d279d299f0a30b7f1a522486;;Valentin Dovidaytis;;Fri May 24 17:22:39 2024 +0200;;Add comment;;7;;0;;0;;0;;0;;0
35b1e2238ba14de1fb8e4a2a99c17b999a953083;;Igor Alshannikov;;Thu May 23 18:27:28 2024 -0400;;Get rid of return values in tool event dispatcher.;;54;;54;;0;;61;;61;;0
312562563be9a323f7f1f8d58b6df03aa029a467;;Rashid Yangazov;;Thu May 23 22:30:16 2024 +0300;;Marker rotation (#1096);;680;;80;;1;;13;;12;;0
569e87f8ff8e95137eb0399a553c4a4fddd35658;;Valentin Dovidaytis;;Thu May 23 19:38:18 2024 +0200;;Fix missing content in binary and sources JARs for plot-image-export. Fix missing license files in JARs.;;15;;0;;0;;13;;0;;0
ffaa1284f28a160ec3224017263f27f7b92e4248;;Igor Alshannikov;;Wed May 22 18:43:29 2024 -0400;;Add feature switch for html toolbar.;;28;;28;;0;;1;;1;;0
ab69ce5665b9ccca6eb47e9346ab175614d6a57f;;Igor Alshannikov;;Wed May 22 17:57:33 2024 -0400;;Move interaction mngmnt to tool event dispatcher.;;135;;135;;0;;110;;110;;0
19325d726b427c54d7a2caa62d32e4c30273316f;;Igor Alshannikov;;Tue May 21 18:24:51 2024 -0400;;Add 'reset' to tools demo (batik).;;146;;146;;0;;93;;93;;0
cf7947d8394959f03c10f23ffec03fcf01587163;;Igor Alshannikov;;Mon May 20 17:53:51 2024 -0400;;Add 'fixed' sizing policy to fix 'reset' in browser tools demo.;;39;;39;;0;;9;;9;;0
a685511e61fcf5acb8039a57da3b3e59387849e4;;Ivan Kupriyanov;;Mon May 20 22:37:57 2024 +0200;;Minor code cleanup;;3;;3;;0;;7;;7;;0
56c38b2ec117eba40665d24d41f860a8613c426c;;Igor Alshannikov;;Fri May 17 17:33:14 2024 -0400;;Update sandbox toolbars;;39;;39;;0;;11;;11;;0
9c85d1ef39e3d6022880f068ce68e97b1b7ba2f1;;Ilya Muradyan;;Fri May 17 19:16:53 2024 +0200;;Fix #1103 (#1104);;6;;6;;0;;0;;0;;0
b6bb5ecdb1221f566c262d9a0a75c1f76f7812aa;;Ivan Kupriyanov;;Thu May 16 20:55:03 2024 +0200;;Fix polar radius breaks affected by coord system start angle;;180;;180;;0;;88;;88;;0
90d282b9003dee4e2a9eb065bbdcbe1416b96f7a;;Valentin Dovidaytis;;Thu May 16 11:22:41 2024 +0200;;Update python-package/READMe.md;;1;;0;;0;;1;;0;;0
ac6a8be8772b195956371f545dcd93a87f01299a;;Valentin Dovidaytis;;Wed May 15 17:55:27 2024 +0200;;Update module_env.yml;;1;;0;;0;;0;;0;;0
ba59ff0e94ed8bbb7dce4d7a74cbe05994d30755;;Valentin Dovidaytis;;Wed May 15 17:52:53 2024 +0200;;Update future_changes.md;;1;;0;;0;;0;;0;;0
d8db17285db8eece32bde7ec03bae2c5e4dbb717;;Valentin Dovidaytis;;Tue May 14 23:25:06 2024 +0200;;Switch Gradle scripts to KTS. Remove Python 3.7 support. Fix setup.py deprecation warning during build. (#1099);;696;;0;;9;;671;;0;;27
0cbc0fea8e0e6fc78349c9ac2c6cc48f0e00d73f;;Ivan Kupriyanov;;Tue May 14 20:37:29 2024 +0200;;Remove axis tooltips for geom_polygon() when coord_map() is used;;13;;13;;0;;17;;17;;0
9fae23f96b7c76ada10739c6bf33fee362ed265e;;Ivan Kupriyanov;;Tue May 14 17:31:24 2024 +0200;;Update interactive_tools.ipynb - do not block mouse wheel event if MouseWheelInteraction is not enabled;;20;;0;;0;;20;;0;;0
3a08578ba062a608ad102b5e3726155baf6da487;;Ivan Kupriyanov;;Tue May 14 17:29:23 2024 +0200;;Prevent the mouse wheel event only when MouseWheelInteraction is enabled;;15;;15;;0;;12;;12;;0
a50b688e7165fbf26656a705b1bf5b74f32c5486;;Ivan Kupriyanov;;Tue May 14 16:30:39 2024 +0200;;Fix typo;;7;;7;;0;;7;;7;;0
6e5d1fe5e9d7b27cd9abd1d61182e25c6f569734;;Ivan Kupriyanov;;Tue May 14 16:03:06 2024 +0200;;Minor cleanup, demo notebook interactive_tools.ipynb;;588;;9;;0;;8;;8;;0
6f14ef53574a4420a2823863f30d8b7b2cca1a46;;Ivan Kupriyanov;;Tue May 14 12:25:20 2024 +0200;;Fixed the misalignment of the polar plot with the axis;;1;;1;;0;;3;;3;;0
66bc2917ed1ff0e860400b2526bbf5f5ad065168;;Olga Larionova;;Tue May 14 12:43:03 2024 +0300;;Fix #1101: horizontal margins on plot title/subtitle/caption.;;5;;3;;0;;2;;1;;0
ab48143557af8731c2a48895759fa55a36928b45;;Olga Larionova;;Tue May 14 12:37:42 2024 +0300;;Fix drawing of rectangles for plot titles in debug mode (uses text justification).;;62;;62;;0;;38;;38;;0
2c8b91d518679c4a444a0683262c51b99947362b;;Ivan Kupriyanov;;Mon May 13 19:00:51 2024 +0200;;Rect zoom tool, interaction reset, interaction tools simplification;;142;;142;;0;;114;;114;;0
96b0db941031c0a48aa407ab22d6befe9def1a8c;;Ivan Kupriyanov;;Fri May 10 23:24:00 2024 +0200;;Better wheel zoom support, infinite grid;;88;;88;;0;;46;;46;;0
