hash;;author;;date;;message;;additions;;additions_kt;;additions_py;;deletions;;deletions_kt;;deletions_py
e8dea68d45b46630d0d2b4389a90804a4db74c39;;Ivan Kupriyanov;;Fri May 10 19:09:22 2024 +0200;;Interaction state on a client, zoom support;;136;;136;;0;;39;;39;;0
3ca1e23ec5fb05623e990b0229418e88e8034506;;Ivan Kupriyanov;;Fri May 10 13:09:16 2024 +0200;;Wheel event for DOM;;25;;25;;0;;22;;22;;0
1bf25a7b4414b3e3d6557aa124acb146f211f9c8;;Ivan Kupriyanov;;Thu May 9 16:45:09 2024 +0200;;WheelZoomFeedback;;156;;156;;0;;77;;77;;0
4a170442c6750e206ea950176f7125b8d97a68d7;;Ivan Kupriyanov;;Wed May 8 19:56:01 2024 +0200;;Add mouse wheel event support;;52;;52;;0;;3;;3;;0
d5c2cf3d04db02251763a0d8a4b26aff2a5a0093;;Rashid Yangazov;;Wed May 8 19:47:13 2024 +0300;;GeoJson structure breaks (#1089);;944;;112;;0;;63;;62;;0
3835ec79a29b0f160b90df40ea0edfedd93b7ea8;;Artem Smirnov;;Wed May 8 17:22:33 2024 +0200;;Fix docstrings (#1098);;17;;0;;16;;10;;0;;10
1de9af4aaa75f6f54c2a65ebb5f5ba6fd876b618;;Ivan Kupriyanov;;Wed May 8 13:05:20 2024 +0200;;Domain offset for pan tool;;35;;35;;0;;24;;24;;0
e570fb8ca9300ca9c4fe06ecc4a895c755cbc26f;;Ivan Kupriyanov;;Wed May 8 13:04:08 2024 +0200;;Remove unused parameter penColor;;2;;2;;0;;8;;8;;0
37e04a1a76f6da22cf1062d28277db56b818e151;;Ivan Kupriyanov;;Tue May 7 22:50:28 2024 +0200;;Add fromClient() to CoordinateSystem;;39;;39;;0;;2;;2;;0
3c0b6f5a2f6d5497da0f96dd333f6213a5f58db4;;Ivan Kupriyanov;;Tue May 7 18:31:59 2024 +0200;;Fix an 'index out of range' exception in the GridComponent with a polar coordinate system;;136;;136;;0;;112;;112;;0
0f9d1b5b9a80373b0c9bc7bd0139a0570c6cfc47;;Ivan Kupriyanov;;Tue May 7 16:15:45 2024 +0200;;Fix grid for themes without border/rect;;8;;8;;0;;4;;4;;0
a5941909b373d5610eaaf3b1e48586eb580a1eb6;;Ivan Kupriyanov;;Mon May 6 13:07:26 2024 +0200;;Fix clipping for polar coordinate system;;2;;2;;0;;2;;2;;0
2b6068dd0cecad86d49d7d57e524f172490cd35d;;Ivan Kupriyanov;;Sun May 5 15:22:01 2024 +0200;;Minor cleanup;;2;;2;;0;;5;;5;;0
68f3adf765b3c7435f3ba4de052bd83324ee22cf;;Ivan Kupriyanov;;Thu May 2 21:49:35 2024 +0200;;Cleanup PanGeomFeedback;;0;;0;;0;;6;;6;;0
4bbdea47a3b8953e9ff263c82d014b0254e9b722;;Ivan Kupriyanov;;Thu May 2 21:21:45 2024 +0200;;Move panning feedback;;10;;10;;0;;5;;5;;0
14bfcdf2a215ade5ab7493013f1d6b0ec8d6e8b6;;Ivan Kupriyanov;;Thu May 2 19:22:47 2024 +0200;;Experimental pan tool feedback (#1094);;264;;264;;0;;147;;147;;0
1d060cc61cec20e7aedbe09cc47d2911679cc69d;;Igor Alshannikov;;Wed May 1 15:32:33 2024 -0400;;Fix typo.;;9;;9;;0;;9;;9;;0
15418cafbd6c0666be0ccd4ff5aa2dc9473e3057;;Igor Alshannikov;;Wed May 1 15:15:55 2024 -0400;;Better handling of tool events in figure model.;;99;;99;;0;;29;;29;;0
5efc3a72ab99f67564fa92a1986dcea1c0b7b2a4;;Igor Alshannikov;;Wed May 1 14:25:55 2024 -0400;;Fix typo.;;1;;0;;0;;1;;0;;0
158a4367782bd5172f44254e523293b8bf068441;;Igor Alshannikov;;Wed May 1 14:14:39 2024 -0400;;Set SVG `display=block` to remove undesired vertical scroller when displaying `gggrid` in Jupiter notebook.;;19;;17;;0;;13;;13;;0
297ea3061df324a729250aecac12afb494ddcdbb;;Ivan Kupriyanov;;Wed May 1 16:35:51 2024 +0200;;Prevent exception when coordinate system transforms all path points to null;;84;;84;;0;;17;;17;;0
8138203a2ba702ee8a38fb5b103a62b8c897d1bc;;Ivan Kupriyanov;;Wed May 1 01:23:02 2024 +0200;;Fix NPE in LinesHelper;;5;;5;;0;;3;;3;;0
7bb0aa5314e280af9c58d219717558fffb18b5ff;;Igor Alshannikov;;Tue Apr 30 16:21:40 2024 -0400;;Initial "tool events".;;859;;858;;0;;77;;76;;0
e602332aff760b6cf66e54d2d049d5dd989f3b95;;Olga Larionova;;Sat Apr 27 14:23:50 2024 +0300;;Fix drawing of legend title rect in debug mode.;;2;;2;;0;;2;;2;;0
33edb7de1732e909b33214415d958a77f975dae0;;Olga Larionova;;Fri Apr 26 16:29:08 2024 +0300;;Remove indent under the legend title if it is empty.;;18;;18;;0;;6;;6;;0
ea2096f3381f993e797259fcf647af550f881db7;;Artem Smirnov;;Thu Apr 25 18:49:51 2024 +0200;;Fix docstrings for the methods to_svg() and to_html().;;2;;0;;2;;4;;0;;4
23148a8a4442dfac92a93f62739185fb99502793;;Valentin Dovidaytis;;Thu Apr 25 16:51:44 2024 +0200;;Updated version v4.3.3.dev1;;2;;0;;1;;2;;0;;1
de1b96cc5120485112a6f6457f6351e5e0131fed;;Valentin Dovidaytis;;Thu Apr 25 16:48:41 2024 +0200;;Updated version v4.3.2;;17;;0;;1;;11;;0;;1
e0f52e3f1507edef9b73a7f8b4ed3fa7560944da;;Igor Alshannikov;;Thu Apr 25 10:28:45 2024 -0400;;Update future_changes.md;;1;;0;;0;;0;;0;;0
97bbd486c5f3a43cf8b14a7403289e8a3d7b02e7;;Igor Alshannikov;;Thu Apr 25 10:27:37 2024 -0400;;Update future_changes.md;;4;;0;;0;;3;;0;;0
2fd9b3b8bbcd505ea9c366e741f4554f9c7a8386;;Ivan Kupriyanov;;Thu Apr 25 11:18:15 2024 +0200;;Update future_changes.md;;3;;0;;0;;2;;0;;0
d15b24cd16824fac6913838f7a4d23bf59610797;;Ivan Kupriyanov;;Wed Apr 24 17:15:50 2024 +0200;;Make the arrows on a livemap pixel perfect;;26;;26;;0;;10;;10;;0
b574b810c97098536bf1a0596054bfeeacfcfdf9;;Ivan Kupriyanov;;Tue Apr 23 22:23:56 2024 +0200;;Update future_changes.md;;3;;0;;0;;2;;0;;0
18bdd1310d023160ad06f9ee108f3467048e873e;;Ivan Kupriyanov;;Tue Apr 23 22:09:44 2024 +0200;;Fix #1084 - Polygon with 2 points should be skipped silently;;603;;193;;0;;513;;38;;0
2e367ae25102496b63bbbfeef926405743a6a263;;Rashid Yangazov;;Tue Apr 23 21:39:19 2024 +0300;;Support line type in `geom_tile()` (#1085);;271;;16;;0;;3;;1;;0
6e94092527a304015ede8a23653af34de1494bd4;;Rashid Yangazov;;Mon Apr 22 21:20:10 2024 +0300;;Fixed regression of issue #966 and python tests (#1083);;9;;0;;7;;10;;0;;9
3eb373501a6de31663457ade42fbf53f9c0da8f4;;Rashid Yangazov;;Fri Apr 19 19:48:27 2024 +0300;;Return the content as string if no "path" is given (#1082);;1198;;0;;42;;27;;0;;27
357ebb3881a11ec7789515879e1827b413518d81;;Igor Alshannikov;;Wed Apr 17 15:59:03 2024 -0400;;Seed plot tools browser demo;;173;;173;;0;;2;;2;;0
bd5a2510c61d0816c6612b4683caca5a9d65ba5c;;Igor Alshannikov;;Wed Apr 17 14:37:00 2024 -0400;;Update "Recent Updates in the Gallery";;13;;0;;0;;1;;0;;0
32b2f337373c9cab0e56e9ac3629bee771f38cf2;;Igor Alshannikov;;Wed Apr 17 14:26:59 2024 -0400;;Add demo images;;0;;0;;0;;0;;0;;0
2098456f57bb0aa9177bc35d4eab3d5887a137f6;;Ivan Kupriyanov;;Wed Apr 17 19:45:12 2024 +0200;;Fix #1045;;61;;52;;0;;50;;50;;0
770ca1c9c04640bcbc5557340fc4b45d4bb9fc79;;Ivan Kupriyanov;;Wed Apr 17 15:56:57 2024 +0200;;Generalize the arrow support for static plots and livemap;;515;;515;;0;;504;;504;;0
a9ebada5b6f06159324d76e463d9384ee1c15823;;Igor Alshannikov;;Tue Apr 16 15:56:23 2024 -0400;;Update future_changes.md;;1;;0;;0;;1;;0;;0
3852973d8cc1bdee4dc480d9eb0ccb612df589cd;;Ivan Kupriyanov;;Tue Apr 16 21:39:50 2024 +0200;;Add devdoc how to debug JS;;77;;56;;0;;65;;65;;0
e5d31fb5dd1efbae0416e10dadf39dc982fb1515;;Igor Alshannikov;;Tue Apr 16 14:56:13 2024 -0400;;Update environment.yml, rebuild demos.;;317;;0;;0;;135;;0;;0
6662e13f3dd994eb6d926b4d53589973e24e3ca3;;Valentin Dovidaytis;;Tue Apr 16 16:12:06 2024 +0200;;Updated version v4.3.2.dev1;;2;;0;;1;;2;;0;;1
a3233e9cdbe6b8474a90d7443c20564de16e3cfb;;Valentin Dovidaytis;;Tue Apr 16 16:09:51 2024 +0200;;Updated version v4.3.1;;64;;0;;1;;58;;0;;1
0b34814ec93de81317e0ec99ab77164f3f9a5669;;Rashid Yangazov;;Mon Apr 15 20:22:11 2024 +0300;;set_theme() should accept feature_list (#1078);;921;;0;;64;;24;;0;;23
e7a6e0d26c8d76458b68d1b13daa2eb3cd285373;;Rashid Yangazov;;Mon Apr 15 18:45:27 2024 +0300;;Catching exception for boxplot with discrete Aes (#1079);;260;;7;;0;;2;;1;;0
54f6b730c82d5cd972dd9a6dd88f78f47be2b3fb;;Artem Smirnov;;Mon Apr 15 17:17:22 2024 +0200;;Fix docstrings for the 'orientation' param.;;22;;0;;22;;11;;0;;11
6efb472d03c91742769ac89c219017463d97db6e;;Ivan Kupriyanov;;Sun Apr 14 12:52:12 2024 +0200;;Fix alpha for curve and segment;;5;;5;;0;;2;;2;;0
1b95ec2722220116f9d75f0a64254c6220e0ecd9;;Igor Alshannikov;;Fri Apr 12 17:16:02 2024 -0400;;Update future_changes.md;;3;;0;;0;;3;;0;;0
4e67795a71fbf4839e16e820ca23d07f7e93bfa4;;Igor Alshannikov;;Fri Apr 12 16:56:52 2024 -0400;;save another logo.;;37;;0;;0;;0;;0;;0
c82c2e416b717b77edf4c3d7ed6ac8baf057fc77;;Igor Alshannikov;;Fri Apr 12 15:19:45 2024 -0400;;add logos.;;113;;0;;0;;0;;0;;0
1226e9274229175127729a92ecb3aafce44ec56b;;Artem Smirnov;;Fri Apr 12 19:40:02 2024 +0200;;Fix docstrings for the element_text() function.;;1;;0;;1;;1;;0;;1
b0f79896750fcba1c1a41c9fae2a14c3cd02787d;;Valentin Dovidaytis;;Fri Apr 12 17:45:43 2024 +0200;;Updated version v4.3.2.dev1;;2;;0;;1;;2;;0;;1
584d37d5c7b9ff22e7610e7ba6c942c0ea9d7bcb;;Valentin Dovidaytis;;Fri Apr 12 17:42:27 2024 +0200;;Updated version v4.3.1rc1;;3;;0;;1;;3;;0;;1
6c6e0cb088badac9aad5a857cdf186e59c8ff675;;Artem Smirnov;;Fri Apr 12 15:57:42 2024 +0200;;Revert "Fix docstring for the panel_border param of the theme().";;1;;0;;1;;1;;0;;1
1e4fc49727a57ece230fa1bfb0f13b26e4c67a7a;;Olga Larionova;;Fri Apr 12 16:03:58 2024 +0300;;Docstrings: improve description for `legend_position` parameter in `theme()`.;;1;;0;;1;;0;;0;;0
fc1c0d3db682a40cfae4d322431ed92cd08b40ea;;Olga Larionova;;Fri Apr 12 13:06:18 2024 +0300;;Fix geom_point() tooltip: pass radius (not diameter) to target collector.;;1;;1;;0;;1;;1;;0
5f1b289db357351a9569e81d007ddac7c5f72a5a;;Olga Larionova;;Fri Apr 12 12:58:55 2024 +0300;;Fix tooltip radius for geom_point().;;1;;1;;0;;1;;1;;0
a9a214e505ffdf1e71754ce11242673e41be3956;;Ivan Kupriyanov;;Thu Apr 11 23:01:15 2024 +0200;;livemap: adjust arrow angle for curves;;141;;141;;0;;76;;76;;0
8e02bdfa16604c5da39d6209a4da680c4bcf8f36;;Igor Alshannikov;;Thu Apr 11 15:37:06 2024 -0400;;Do not include marginal symbols in legend unless there are no core layers.;;17;;17;;0;;8;;8;;0
be82908207c1a1ba72894219a09ea9f83fb753f5;;Olga Larionova;;Thu Apr 11 19:11:32 2024 +0300;;Update notebook theme_plot_inset.ipynb.;;8;;0;;0;;8;;0;;0
dedb4e94f6a3821e51f69f1f13c8ed1b881e4b5a;;Artem Smirnov;;Thu Apr 11 17:47:05 2024 +0200;;Update the cookbook param_size_unit.ipynb.;;173;;0;;0;;11;;0;;0
82b804b3fdeb60a072846cb92ba04f8883fb6be1;;Olga Larionova;;Thu Apr 11 17:25:38 2024 +0300;;Add notebook: `plot_inset` in `theme()`. Update future_changes.md.;;324;;0;;1;;1;;0;;1
d7851c2a9fcc6035f984a01156bf98fa8ab55436;;Artem Smirnov;;Thu Apr 11 13:10:02 2024 +0200;;Add more parameters to examples for element_rect(), element_line(), element_text().;;4;;0;;4;;4;;0;;4
f6939de236b9f2720199a268fc53c3af06e244fe;;Olga Larionova;;Thu Apr 11 13:25:05 2024 +0300;;Add `plot_inset` to `theme()`.;;49;;38;;11;;83;;83;;0
fd768827ea94817b5a871aed08d156d17bca40e6;;Olga Larionova;;Wed Apr 10 17:53:14 2024 +0300;;Fix loss of colobar options.;;12;;12;;0;;21;;21;;0
3daf22b2ce89516d64447c4ceb99a7279e7b020e;;Ivan Kupriyanov;;Wed Apr 10 14:30:58 2024 +0200;;Fix arrows size on a livemap;;82;;82;;0;;90;;90;;0
87e6138dc205981db65ceaa0c2aeb2c095c60557;;Ivan Kupriyanov;;Wed Apr 10 14:09:34 2024 +0200;;Improve quality of texts and curved paths (e.g. geodesic) on a livemap in AWT;;5;;5;;0;;2;;2;;0
afefca4f0bf3b3f9f8a1cd6d09af804ea76493ea;;Olga Larionova;;Wed Apr 10 13:04:35 2024 +0300;;Apply date/time format to discrete scale (#1075);;265;;264;;0;;7;;7;;0
bd74d41605977dd6a578e007fd410b77c7d50960;;Ivan Kupriyanov;;Wed Apr 10 10:41:36 2024 +0200;;Fix livemap not rendered in AWT because of sharp arrow;;1;;1;;0;;1;;1;;0
138f0b6da7eb1e211f06c08437fab415f058fd5d;;Ivan Kupriyanov;;Tue Apr 9 22:41:12 2024 +0200;;Bump pytest version in module_env.yml;;1;;0;;0;;1;;0;;0
f5632e3794dfdb5944a815dd216c2768a4ede68e;;Ivan Kupriyanov;;Tue Apr 9 22:35:36 2024 +0200;; Fix python tests for pytest v8;;3;;0;;3;;3;;0;;3
d97b755d59f478fee25d9b558d7ed9fd5970cb4c;;Igor Alshannikov;;Tue Apr 9 16:31:37 2024 -0400;;Minor improvement in docs.;;1;;0;;0;;0;;0;;0
b83cab5e6b6495f93342a5532578a602eb506064;;Igor Alshannikov;;Tue Apr 9 16:10:51 2024 -0400;;Fix 'bistro' tests.;;32;;0;;30;;7;;0;;6
8facddd4826da60178339ac0b565b29dfc382dc5;;Ivan Kupriyanov;;Tue Apr 9 20:34:46 2024 +0200;;Fix #1074 - Plot layout breaks when marginal layers are used;;4881;;277;;0;;51;;50;;0
fd495e5145c78fa78affb15b1bd97a8b98b4d41c;;Olga Larionova;;Tue Apr 9 12:08:00 2024 +0300;;Add missed option name ("linetype" in theme element) to `spec.Option.kt`.;;1;;1;;0;;0;;0;;0
85dbbed132fcdf35529c7b4a321bedda6cc9894c;;Rashid Yangazov;;Mon Apr 8 20:25:27 2024 +0300;;Autorotate discrete (#1032);;5507;;310;;0;;11;;11;;0
161dcdc4dedecc18c87ab449a660c5d9449e741d;;Artem Smirnov;;Mon Apr 8 16:32:43 2024 +0200;;Small fix in the future_changes.md file.;;1;;0;;0;;1;;0;;0
329bdfdf8d7ca5bb71299a72ddfa4247dcfd1077;;Artem Smirnov;;Mon Apr 8 16:23:39 2024 +0200;;Add notebook geom_spoke_arrow.ipynb and mention it in the future_changes.md file.;;204;;0;;0;;1;;0;;0
664f029304af8f753d1589d9e88a1d948bedb735;;Artem Smirnov;;Mon Apr 8 16:18:56 2024 +0200;;Update docstrings for the geom_spoke().;;3;;0;;3;;3;;0;;3
429c506d3984999625d1ecc3a93024a012707d4a;;Artem Smirnov;;Mon Apr 8 15:28:24 2024 +0200;;Small fix in the notebook param_dpi.ipynb.;;20;;0;;0;;97;;0;;0
27d00f3db13207f4b7d98a9a8677d85f9e5eeda3;;Artem Smirnov;;Mon Apr 8 15:10:07 2024 +0200;;Renaming of the cookbook (parameter_dpi.ipynb -> param_dpi.ipynb) and other small fixes.;;463;;0;;0;;385;;0;;0
c4383daecdc0f82b994659b79ffee7ed616e7336;;Artem Smirnov;;Fri Apr 5 16:47:34 2024 +0200;;Mention adding of the size_unit parameter in the future_changes.md file.;;2;;0;;0;;0;;0;;0
6505f902685f703ada204c456fc0c1975f9c33a6;;Artem Smirnov;;Fri Apr 5 16:45:47 2024 +0200;;Add cookbook for the size_unit param.;;444;;0;;0;;0;;0;;0
614ae4dc59d4ff784f9c9ab6648e6057775fc10c;;Artem Smirnov;;Fri Apr 5 15:34:14 2024 +0200;;Add size_unit to API of the functions geom_point(), geom_text(), geom_label().;;15;;0;;15;;0;;0;;0
cc0609976f3e15585644069d439ad234be1b4fdd;;Igor Alshannikov;;Thu Apr 4 13:25:00 2024 -0400;;Fix #760 : ggmarginal(): broken coloring;;60;;58;;0;;21;;20;;0
15eec3a8415cf327be86cf2bc7b4fa03c76c8791;;Igor Alshannikov;;Wed Apr 3 14:41:01 2024 -0400;;Upgrade gradle -> 8.7, Kotlin -> 1.9.23;;2;;0;;0;;2;;0;;0
6e58ab730b940ad462bdc20284d12d184ff097e1;;Igor Alshannikov;;Wed Apr 3 14:07:47 2024 -0400;;Modernize code in GuideConfig;;141;;141;;0;;114;;114;;0
68058b66cae4a7c2f64aa2f5e8a5d6b017081203;;Ivan Kupriyanov;;Wed Apr 3 14:27:55 2024 +0200;;Fix livemap position in Firefox;;4;;4;;0;;2;;2;;0
6c5037edb0046ec047c2926c520d2c5d3a11af03;;Ivan Kupriyanov;;Wed Apr 3 13:24:10 2024 +0200;;Fix unintended selection on map drag in Safari;;11;;11;;0;;8;;8;;0
c0b386fe1771e6acc28e8ca9e57854b482984184;;Olga Larionova;;Wed Apr 3 14:00:31 2024 +0300;;Add 'linetype' for theme elements (#1072);;557;;213;;9;;90;;88;;2
89467ee7693956e6f3b8c95b2dd352a92176a704;;Ivan Kupriyanov;;Wed Apr 3 10:46:02 2024 +0200;;Add dpi, size and unit parameters to ggsave() function (#1073);;500;;0;;112;;20;;0;;20
9c66905b10710eb58a8a33a3e98456413b249c4b;;Igor Alshannikov;;Tue Apr 2 17:23:23 2024 -0400;;Code improvements in legends assembler.;;18;;18;;0;;22;;22;;0
2620c63941d2e4c498fa802b00ccf6113d438a28;;Olga Larionova;;Tue Apr 2 20:03:28 2024 +0300;;Docstrings: fix description of `linetype`.;;6;;0;;6;;6;;0;;6
2e6c3ac01fb67b1365ebc27472b7d3f3d174c9e6;;Artem Smirnov;;Tue Apr 2 14:56:13 2024 +0200;;Fix #1000 by removing the NASA BlueMarble tileset.;;1;;0;;0;;17;;0;;17
1583f0ee189c39502bdeaa38a72b09b04bdc9e2f;;Ivan Kupriyanov;;Mon Apr 1 18:09:50 2024 +0200;;Set the miter to zero in the livemap text renderer to prevent artifacts when rendering letters with acute angles such as M and N.;;1;;1;;0;;0;;0;;0
bded944b69ab809ccfb977266f626540314d5900;;Ivan Kupriyanov;;Mon Apr 1 11:42:07 2024 +0200;;Update future_changes.md;;8;;0;;0;;3;;0;;0
faac67ef840c5365e6600f6272c3ae2a9cc26a8c;;Artem Smirnov;;Fri Mar 29 18:54:09 2024 +0100;;Refactor setting display for livemap div.;;3;;3;;0;;1;;1;;0
18929618f1b21e1629d9bec7c978a3cbc41a71ae;;Artem Smirnov;;Fri Mar 29 18:09:59 2024 +0100;;Fixed the position of the livemap when the parent has the style 'text-align: center'.;;1;;1;;0;;4;;4;;0
610af930e140641906edbb7f77cb040ea9d89c5c;;Ivan Kupriyanov;;Fri Mar 29 17:50:11 2024 +0100;;Fix #1068 - disable geometry simplification for linear coordinate systems;;5;;5;;0;;1;;1;;0
be7ab9dc47c9275e113ffbd2f0ec2c87afd9a38f;;Olga Larionova;;Fri Mar 29 17:26:16 2024 +0300;;Fix #961: add datetime type detection in `polars.DataFrame`.;;16;;0;;14;;3;;0;;2
275c4e8c142ee200438b036b200b412b20e88ab2;;Artem Smirnov;;Fri Mar 29 14:00:36 2024 +0100;;Fixed livemap extra offset issue (found in html documentation).;;4;;4;;0;;0;;0;;0
9fb585e61ad2b2013be59f091405aeeb802b57a2;;Igor Alshannikov;;Thu Mar 28 16:48:59 2024 -0400;;Add interactions ADR.;;83;;0;;0;;0;;0;;0
6ba8d5dd0f6c9cf1a18f569d12868ace84f4b555;;Ivan Kupriyanov;;Thu Mar 28 21:26:26 2024 +0100;;Add JFX polar heatmap demo;;18;;18;;0;;0;;0;;0
0e27c0aa4fc06d8f14d41b406cb1143a21875e13;;Ivan Kupriyanov;;Thu Mar 28 21:24:47 2024 +0100;;Add polar heatmap demo;;113;;113;;0;;0;;0;;0
c94cad460a4f738a9b9e67e9236edce161f37675;;Ivan Kupriyanov;;Thu Mar 28 17:14:49 2024 +0100;;Minor cleanup;;1;;1;;0;;1;;1;;0
6fc58fd3e501586a05da1276b7972e6069bfa88c;;Ivan Kupriyanov;;Thu Mar 28 15:06:24 2024 +0100;;Minor refactoring - use finiteOrNull(Aes) instead of of withDefined(Aes)+get(Aes)!!;;180;;180;;0;;229;;229;;0
37011a0cd08bf580fd1eee963464a57bdd27a1bc;;Ivan Kupriyanov;;Wed Mar 27 20:09:28 2024 +0100;;Line resampling: ensure that the final datapoint is not lost.;;9;;9;;0;;3;;3;;0
764d2760effe0b90613547d00b743e0517631aab;;Ivan Kupriyanov;;Wed Mar 27 20:01:19 2024 +0100;;Fix #1037 - fix polygon-based geoms in polar coordinate system (#1069);;126;;126;;0;;75;;75;;0
9b926d6082122552da62020a25a0f563548755dc;;Olga Larionova;;Wed Mar 27 19:50:55 2024 +0300;;Remove constant padding around geometry area, update default margins for some elements.;;14;;14;;0;;8;;8;;0
5236da54af75539743abfea9df051687c1fbe6c7;;Olga Larionova;;Wed Mar 27 15:41:36 2024 +0300;;Multiline facet titles (#1064);;1067;;250;;17;;105;;101;;4
ab547e951af40ea2d2f281775d8a2a3f5e8a0342;;Artem Smirnov;;Wed Mar 27 12:37:09 2024 +0100;;Add special quotation marks to the position_dodge() function in docstrings.;;50;;0;;50;;50;;0;;50
a84afe622f7909d18449b14d17c7e408d738a0af;;Olga Larionova;;Wed Mar 27 13:47:22 2024 +0300;;Fix position of bar annotation when specifying a reverse scale.;;28;;28;;0;;14;;14;;0
0bcf2d191cc97a20c886be1c17b087f417aa4944;;Olga Larionova;;Wed Mar 27 13:31:41 2024 +0300;;Move bar/pie annotations building to `geom.annotation` package.;;622;;605;;0;;577;;560;;0
944786cdcd5239c7bbf3ff4de0dd741c6fcfd725;;Artem Smirnov;;Wed Mar 27 11:19:36 2024 +0100;;Small fix in docstrings of the ggsave() function.;;1;;0;;1;;1;;0;;1
d73e748c7d26b35857ecac021222669f6321493a;;Ivan Kupriyanov;;Tue Mar 26 17:09:49 2024 +0100;;Compact JsonFormatter output;;79;;79;;0;;44;;44;;0
c2ddf978c656929a4296c25373709e286e9bbd3f;;Olga Larionova;;Tue Mar 26 18:53:31 2024 +0300;;Improve the vertical justification of text.;;2;;2;;0;;2;;2;;0
1e3bb5d7959266a872ef8bdfe5c02e031df86d27;;Artem Smirnov;;Tue Mar 26 16:32:13 2024 +0100;;Fixes in docstrings (#1063);;215;;0;;211;;111;;0;;109
ca319e2d4046cb5b57417a87791a9082c03c62a3;;Ivan Kupriyanov;;Tue Mar 26 11:20:20 2024 +0100;;Update future_changes.md;;0;;0;;0;;1;;0;;0
b50155d379d78912b16db1a4b533ff542da68c37;;Ivan Kupriyanov;;Mon Mar 25 22:44:49 2024 +0100;;Fix #941 - geom_density2df: uneven borders;;34;;34;;0;;17;;17;;0
77cc64bed297c05e1190868b37d19e8750b0e076;;Olga Larionova;;Mon Mar 25 17:00:18 2024 +0300;;Move `fun wrap()` to 'commons' package.;;62;;62;;0;;55;;55;;0
41e7392bbc2af15a5ce7ea966e6e2f692bf40fca;;Olga Larionova;;Mon Mar 25 14:58:49 2024 +0300;;Update future_changes.md.;;2;;0;;0;;1;;0;;0
a3d038e73764a81a95b08d58fab8b475f993e54a;;Artem Smirnov;;Mon Mar 25 12:04:11 2024 +0100;;Mention fix in gridlines.;;2;;0;;0;;1;;0;;0
4f067fe3ec53a70f594c80097358865d9afb8aa4;;Ivan Kupriyanov;;Fri Mar 22 19:26:01 2024 +0100;;Change attribution from "map: Lets-plot" to "Lets-Plot" in livemap;;2;;0;;2;;2;;0;;2
857566f3878fc2fd656782bc805d4ea1d3f58700;;Ivan Kupriyanov;;Fri Mar 22 18:59:39 2024 +0100;;Remove min_tail_length from API;;1;;0;;1;;5;;0;;5
316fd3c8ab4c66eea9ebf0279ef7cc7587a26d68;;Ivan Kupriyanov;;Fri Mar 22 18:40:41 2024 +0100;;Fix curve rendering issue in livemap;;50;;50;;0;;41;;41;;0
3a1ace304ac313d9ef1102cea13297ce69a84924;;Rashid Yangazov;;Fri Mar 22 18:05:46 2024 +0100;;Update future_changes.md;;1;;0;;0;;0;;0;;0
12930c5c74b264d59f6996da47f31d149f04b83d;;Artem Smirnov;;Fri Mar 22 12:06:04 2024 +0100;;Restrict grid lines only when panel border is not defined.;;34;;34;;0;;17;;17;;0
205660095affe387adcfe48503b716227ffb1594;;Artem Smirnov;;Fri Mar 22 12:07:42 2024 +0100;;Fix docstring for the panel_border param of the theme().;;1;;0;;1;;1;;0;;1
1269099956d9755eb4aec52d1dba64b22a442d76;;Ivan Kupriyanov;;Thu Mar 21 22:19:44 2024 +0100;;Automatically add Lets-Plot map attribution to all raster tiles;;14;;0;;14;;6;;0;;6
57a5341e08b81013c5414048eb305319b925ddc6;;Olga Larionova;;Thu Mar 21 19:53:20 2024 +0300;;Add tooltips for `geom_curve()` (#1054);;49;;44;;5;;13;;12;;1
ff219dbb1aac1bf239efd4c0a438c6cf8f1d8318;;Olga Larionova;;Thu Mar 21 19:19:33 2024 +0300;;Fix SvgElementHelper's line/curve creation methods: return geometry after applying paddings.;;18;;18;;0;;17;;17;;0
c82651f1f96ec90af9bd7f701149083d8fd5d295;;Ivan Kupriyanov;;Thu Mar 21 12:45:25 2024 +0100;;LP-1040 and LP-1041 (#1052);;604;;596;;6;;540;;538;;2
a1c10662248463247c1196f38e9062d3a65583c8;;Olga Larionova;;Wed Mar 20 13:26:14 2024 +0300;;Fix #1051: vjust on livemap.;;4;;3;;0;;3;;3;;0
999952d5bfe1467abfb0f9e09930404b42e6a484;;Ivan Kupriyanov;;Fri Mar 15 21:13:25 2024 +0100;;Fix #986 - Support arrow() in geom_spoke();;26;;21;;4;;5;;4;;1
f81ada6e6c54d00d32154ca8480ee3861d7c5ff8;;Igor Alshannikov;;Fri Mar 15 15:52:20 2024 -0400;;Fix typo.;;1;;0;;0;;1;;0;;0
bc5fafe1993028bbd11689346dd5d0d9bb768891;;Ivan Kupriyanov;;Fri Mar 15 17:09:01 2024 +0100;;Convert methods width() and height() to properties;;28;;28;;0;;33;;33;;0
88c62c41b1dbec6530f728000d124eb1908af563;;Ivan Kupriyanov;;Fri Mar 15 15:12:50 2024 +0100;;Aes.finiteOrNull();;5;;5;;0;;0;;0;;0
df1530f0dc268743808bca4fb0dd81415f281456;;Ivan Kupriyanov;;Fri Mar 15 14:41:03 2024 +0100;;Fix #918;;25;;25;;0;;2;;2;;0
