hash;author;date;extension;additions;deletions
795e0fa362ae1992c3dd9e4b44f4ff17f0591595;Ivan Kupriyanov;Thu Jul 25 22:20:39 2024 +0200;kt;18;17
e777065c446cd7144528415092c5226963e74ead;Ivan Kupriyanov;Thu Jul 25 17:32:44 2024 +0200;kt;165;159
7d5e376749e533ae6aca73a8cc6cc4df8cbcab54;Artem Smirnov;Thu Jul 25 12:15:59 2024 +0200;ipynb;2073;0
7d5e376749e533ae6aca73a8cc6cc4df8cbcab54;Artem Smirnov;Thu Jul 25 12:15:59 2024 +0200;kt;401;12
7d5e376749e533ae6aca73a8cc6cc4df8cbcab54;Artem Smirnov;Thu Jul 25 12:15:59 2024 +0200;py;113;0
7d5e376749e533ae6aca73a8cc6cc4df8cbcab54;Artem Smirnov;Thu Jul 25 12:15:59 2024 +0200;csv;13;0
7d5e376749e533ae6aca73a8cc6cc4df8cbcab54;Artem Smirnov;Thu Jul 25 12:15:59 2024 +0200;md;4;0
9495415e3b6b8e4b375650965ea3bd5ad764603b;Ivan Kupriyanov;Wed Jul 24 22:47:51 2024 +0200;kt;151;52
8f81ace421da6383d2c1d536549c901100753ec2;Ivan Kupriyanov;Wed Jul 24 17:40:38 2024 +0200;ipynb;261;0
8f81ace421da6383d2c1d536549c901100753ec2;Ivan Kupriyanov;Wed Jul 24 17:40:38 2024 +0200;kt;22;9
8f81ace421da6383d2c1d536549c901100753ec2;Ivan Kupriyanov;Wed Jul 24 17:40:38 2024 +0200;py;5;1
8f81ace421da6383d2c1d536549c901100753ec2;Ivan Kupriyanov;Wed Jul 24 17:40:38 2024 +0200;md;4;1
e345487e25004045f9342e33613af6eabb9762fa;Igor Alshannikov;Tue Jul 23 16:55:26 2024 -0400;kt;91;56
a82a57cf51019a216196d8cbb08cecaee2b5b2a2;Ivan Kupriyanov;Tue Jul 23 20:07:14 2024 +0200;kt;9;11
402eb3be4562f5587d2327369c5af49f65b32c7b;Ivan Kupriyanov;Tue Jul 23 17:11:13 2024 +0200;kt;1;1
f78af45d9d04266d39374f5723854e529d0e81af;Artem Smirnov;Tue Jul 23 16:38:38 2024 +0200;py;19;1
230c9f64ec798277b7e3afa3c595326ea9342dc9;Ivan Kupriyanov;Tue Jul 23 14:15:42 2024 +0200;py;10;7
e3eae78629e58c12de39d4d33488c4642b600599;Artem Smirnov;Tue Jul 23 03:04:29 2024 +0200;kt;85;47
e3eae78629e58c12de39d4d33488c4642b600599;Artem Smirnov;Tue Jul 23 03:04:29 2024 +0200;py;5;4
742d3118c18019eb8e768132793a7e6ddd67732f;Igor Alshannikov;Mon Jul 22 17:54:40 2024 -0400;kt;222;6
b5028b9cbc37f109ef19ec2a8d7593c34c2f76ea;Ivan Kupriyanov;Mon Jul 22 20:39:23 2024 +0200;ipynb;1612;0
b5028b9cbc37f109ef19ec2a8d7593c34c2f76ea;Ivan Kupriyanov;Mon Jul 22 20:39:23 2024 +0200;py;144;21
2b0ea74708c20ef65fa9654f71d3829ba9762537;Igor Alshannikov;Fri Jul 19 17:27:23 2024 -0400;py;44;11
2b0ea74708c20ef65fa9654f71d3829ba9762537;Igor Alshannikov;Fri Jul 19 17:27:23 2024 -0400;kt;43;26
d7b5e1fc9e15233d4d2c71cd41cf475c448db0b1;Igor Alshannikov;Fri Jul 19 14:52:51 2024 -0400;kt;306;255
229e0c0e56ebf306b12e624cba0dcbdf8eaa4888;Igor Alshannikov;Thu Jul 18 15:19:10 2024 -0400;kt;48;38
5fa7fba2dbae4a8142344232e061cb1a79b0aa79;Ivan Kupriyanov;Thu Jul 18 13:32:52 2024 +0200;kt;37;15
ec2e18cdde805d9e04a1e5e64918ad0bd0ba5a87;Ivan Kupriyanov;Thu Jul 18 02:27:29 2024 +0200;kt;6;0
45d30d4a185fc23d1efead8236794a2a1b67f6ef;Artem Smirnov;Wed Jul 17 23:18:51 2024 +0200;ipynb;1005;0
45d30d4a185fc23d1efead8236794a2a1b67f6ef;Artem Smirnov;Wed Jul 17 23:18:51 2024 +0200;kt;813;2
45d30d4a185fc23d1efead8236794a2a1b67f6ef;Artem Smirnov;Wed Jul 17 23:18:51 2024 +0200;py;196;1
45d30d4a185fc23d1efead8236794a2a1b67f6ef;Artem Smirnov;Wed Jul 17 23:18:51 2024 +0200;md;4;0
92521e278beb7be6f0dfd74ce3c13aa0f32bac1d;Igor Alshannikov;Wed Jul 17 15:53:07 2024 -0400;kt;218;174
9a8d46a33bf57218186f69e6c2eb011b2867a866;Ivan Kupriyanov;Wed Jul 17 12:12:27 2024 +0200;py;3;2
5a2fda0c2d3f25f305577773c2701591ae390cc7;Ivan Kupriyanov;Tue Jul 16 19:00:21 2024 +0200;kt;1;1
a5384bc602146e1a20b25c60360a18b3961ecb6e;Igor Alshannikov;Tue Jul 16 11:54:23 2024 -0400;kt;29;20
f18c78dbcb5bfbeff59c25fc01be4d8360fb5dc3;Ivan Kupriyanov;Tue Jul 16 14:38:24 2024 +0200;kt;3;3
59814673d74699cbdca27e5d4aff84a0bd632a56;Ivan Kupriyanov;Tue Jul 16 14:13:08 2024 +0200;kt;204;87
59814673d74699cbdca27e5d4aff84a0bd632a56;Ivan Kupriyanov;Tue Jul 16 14:13:08 2024 +0200;py;13;14
277140e71c5ef116801df99580385c96a4ecadee;Valentin Dovidaytis;Tue Jul 16 09:34:12 2024 +0200;kts;10;17
6b0884f59ac0700b4ea279cdf614589b6ed78e6f;Igor Alshannikov;Mon Jul 15 18:46:37 2024 -0400;kt;196;150
ea85d7966533c35c5f7564d7e567a83c3e9834fc;Igor Alshannikov;Mon Jul 15 17:12:43 2024 -0400;kt;212;166
868438b9041e5702dad665bfea7ca3b1e89989a2;Igor Alshannikov;Mon Jul 15 15:42:40 2024 -0400;kt;16;20
ba35bdee338dda1e4f29567087b88ad08c8d7cf4;Ivan Kupriyanov;Mon Jul 15 16:14:38 2024 +0200;py;1;1
2972ca8ee24bd9c43aaff0ebf6443089b85b0b5a;Igor Alshannikov;Sun Jul 14 21:40:44 2024 -0400;kt;363;203
8d042d1ab8b1d938993aafd4da56c7b32908ce2b;Ivan Kupriyanov;Thu Jul 11 20:30:29 2024 +0200;py;11;7
b4afa89b6aa0096275dc34bb99df2c0bf5f702c7;Ivan Kupriyanov;Thu Jul 11 19:22:10 2024 +0200;kt;25;7
5a5ecb5b0223315990c0f6628beb8cd754b9a429;Igor Alshannikov;Wed Jul 10 18:13:15 2024 -0400;kt;104;44
2817d13bc00e82b8e5a7e3610b2c06e1eac1c607;Igor Alshannikov;Wed Jul 10 17:12:52 2024 -0400;kt;6;4
fac3ebeb20ba62e7681955dba738ec119f13d655;Igor Alshannikov;Wed Jul 10 17:04:02 2024 -0400;kt;254;188
5fe65f592ef4235c98a174815d769b33080b5472;Ivan Kupriyanov;Wed Jul 10 20:12:20 2024 +0200;kt;12;24
ef9c24fd312b8e2f1bf2071377da3723f599194b;Ivan Kupriyanov;Wed Jul 10 17:36:13 2024 +0200;py;5;1
f39e165eecc924133442becb397ea757c9acc278;Igor Alshannikov;Tue Jul 9 18:00:16 2024 -0400;kt;168;109
6a0930f59ea9944fe91624e47ec04bad52043f52;Valentin Dovidaytis;Tue Jul 9 16:33:29 2024 +0200;kts;29;11
e010ae56550595644aca58bdd93cf008f8b9ad1c;Valentin Dovidaytis;Tue Jul 9 10:29:52 2024 +0200;kts;11;29
299d4f3ce7224541ae2214f796755ed83343a28d;Igor Alshannikov;Mon Jul 8 18:09:22 2024 -0400;kt;6;36
9a2bebc3754468a69b3cf43957bbae02837a5b34;Igor Alshannikov;Mon Jul 8 17:51:27 2024 -0400;kt;6;6
a503f6980f454cfa82ace32e65a1324f5106dee7;Igor Alshannikov;Mon Jul 8 16:44:24 2024 -0400;kt;11;11
2bc0e822b50dff18b99f6658d97e6490d0d31921;Ivan Kupriyanov;Mon Jul 8 21:55:49 2024 +0200;kt;1;0
1cac987ace9dc31d0c596f57eaa99fa3486e456b;Artem Smirnov;Mon Jul 8 16:37:12 2024 +0200;py;48;67
962ffd17586802acb00e749dc752906f763db3ed;Ivan Kupriyanov;Mon Jul 8 12:15:45 2024 +0200;kt;37;0
f563bf9f193762b4e5693e1a69c6466282f8bdcd;Ivan Kupriyanov;Mon Jul 8 00:23:36 2024 +0200;py;34;14
f563bf9f193762b4e5693e1a69c6466282f8bdcd;Ivan Kupriyanov;Mon Jul 8 00:23:36 2024 +0200;kt;3;3
9932feef4b2aedfc00a536a48f6b5b1205cfb7e6;Igor Alshannikov;Fri Jul 5 18:41:30 2024 -0400;kt;8;7
969339f0aeddb21bbb8888421bde1275a11e4dd1;Ivan Kupriyanov;Fri Jul 5 23:32:58 2024 +0200;kt;13;16
d2c896d8fd34df500c07bfe5939e4d29779d0092;Ivan Kupriyanov;Fri Jul 5 22:34:09 2024 +0200;ipynb;440;0
d2c896d8fd34df500c07bfe5939e4d29779d0092;Ivan Kupriyanov;Fri Jul 5 22:34:09 2024 +0200;py;409;226
d2c896d8fd34df500c07bfe5939e4d29779d0092;Ivan Kupriyanov;Fri Jul 5 22:34:09 2024 +0200;kt;243;144
d2c896d8fd34df500c07bfe5939e4d29779d0092;Ivan Kupriyanov;Fri Jul 5 22:34:09 2024 +0200;md;1;0
94e3339b42b7563a5d3f316832b4b64652826bca;Valentin Dovidaytis;Thu Jul 4 20:00:26 2024 +0200;kts;17;10
19b7437b68744551d149c16735fd183bce8033c2;Ivan Kupriyanov;Thu Jul 4 15:14:12 2024 +0200;kt;108;50
611c15eba8166181977ab08e8486b2e00c696f47;Ivan Kupriyanov;Thu Jul 4 12:06:03 2024 +0200;kt;160;35
b59f830901b1ec3d1a40d1a951def8b12226025f;Igor Alshannikov;Wed Jul 3 17:21:48 2024 -0400;kt;149;41
9d2754768f54eac129925df6c2654b3b5c77e5a0;Igor Alshannikov;Wed Jul 3 14:29:13 2024 -0400;kt;1;1
1a9b12aff98568a29fb5ee487298499b298c52cd;Ivan Kupriyanov;Wed Jul 3 20:04:09 2024 +0200;kt;149;2
cdc84a7d628c7dd885f918a6a9a51f07772730b0;Igor Alshannikov;Tue Jul 2 20:31:42 2024 -0400;kt;7;6
35be63ef24a54f6bdc59b14925b905f7cee44f86;Igor Alshannikov;Tue Jul 2 16:47:01 2024 -0400;kt;6;8
e664b7fe2df3847e998f3a316ed11ffc9820127e;Igor Alshannikov;Tue Jul 2 16:26:44 2024 -0400;kt;2;2
c80ccc3015ef2112fbe1c5ecf2b826d845581ed1;Igor Alshannikov;Tue Jul 2 16:11:44 2024 -0400;kt;14;14
b23868fa0276fb3c6927f4eb05f077c3e2eb5be3;Igor Alshannikov;Tue Jul 2 15:44:01 2024 -0400;kt;7;6
ef4ed5c39bb3f9bd9f0f8a9b2925bdd83c063704;Olga Larionova;Tue Jul 2 15:59:41 2024 +0300;py;6;1
ed3a4ad0c674f7373ec7d6d48c8de2eccdbd88a9;Olga Larionova;Fri Jun 28 12:35:41 2024 +0300;py;2;2
7bc182648b00b97ee179e49915d9790f76e021be;Olga Larionova;Fri Jun 28 12:25:23 2024 +0300;ipynb;175;43
7bc182648b00b97ee179e49915d9790f76e021be;Olga Larionova;Fri Jun 28 12:25:23 2024 +0300;kt;2;0
7bc182648b00b97ee179e49915d9790f76e021be;Olga Larionova;Fri Jun 28 12:25:23 2024 +0300;py;1;1
6b4ee690868c60368ced7fe3a83741f6083d4c6f;Igor Alshannikov;Thu Jun 27 15:20:13 2024 -0400;kt;8;8
63d7dcc3dd70a27c9125ad27d3f963df25c23ad1;Igor Alshannikov;Thu Jun 27 14:25:48 2024 -0400;kt;37;42
ac6a08d0b8c04683687818814b0f68e40c04678d;Igor Alshannikov;Thu Jun 27 12:42:10 2024 -0400;kt;20;20
56e4983516d1ad72c9cbded23432ab17735afaf3;Olga Larionova;Thu Jun 27 11:27:07 2024 +0300;md;7;2
463569e096b9fab647f6b97333f3942a501a1b2e;Olga Larionova;Thu Jun 27 11:20:05 2024 +0300;ipynb;290;295
463569e096b9fab647f6b97333f3942a501a1b2e;Olga Larionova;Thu Jun 27 11:20:05 2024 +0300;py;279;52
463569e096b9fab647f6b97333f3942a501a1b2e;Olga Larionova;Thu Jun 27 11:20:05 2024 +0300;kt;21;21
82755e4e92e86e709e4118efc17f92b98e42a2a3;Igor Alshannikov;Tue Jun 25 18:15:24 2024 -0400;kt;150;85
4a00becd7e35bc1f6bced72f9be4f96de924895c;Olga Larionova;Tue Jun 25 21:18:55 2024 +0300;ipynb;2170;0
4a00becd7e35bc1f6bced72f9be4f96de924895c;Olga Larionova;Tue Jun 25 21:18:55 2024 +0300;kt;468;89
4a00becd7e35bc1f6bced72f9be4f96de924895c;Olga Larionova;Tue Jun 25 21:18:55 2024 +0300;py;81;3
74fc16d83f0ab47f4a0554973b796ab6e79188a6;Igor Alshannikov;Mon Jun 24 15:04:16 2024 -0400;kt;41;19
9acc82996e8b129c4ce6fa42014fa6a8804d50ac;Igor Alshannikov;Fri Jun 21 18:30:41 2024 -0400;kt;131;101
12ff9754c39a22ddeb82f31d15621e4c7362e8f1;Igor Alshannikov;Fri Jun 21 15:41:27 2024 -0400;py;14;5
e84975ec4f755e46794b7d230e9ba60c00acd202;Olga Larionova;Fri Jun 21 17:16:27 2024 +0300;md;1;1
8eb0a5dda8c1db0ba79fc86e2a7a948c65e77267;Artem Smirnov;Fri Jun 21 14:34:08 2024 +0200;kt;15;13
32c1b9b64839a420a0eb4fd77bf6a25872483abe;Olga Larionova;Fri Jun 21 10:54:46 2024 +0300;md;1;0
32c6bd2d29e024ae6ca6aba667a5a8d375961f53;Igor Alshannikov;Thu Jun 20 18:16:19 2024 -0400;ipynb;25449;394
32c6bd2d29e024ae6ca6aba667a5a8d375961f53;Igor Alshannikov;Thu Jun 20 18:16:19 2024 -0400;kt;124;55
b73477a0de238eef8e34cd1ba9201631fc69e1e8;Olga Larionova;Thu Jun 20 20:26:56 2024 +0300;kt;277;77
b73477a0de238eef8e34cd1ba9201631fc69e1e8;Olga Larionova;Thu Jun 20 20:26:56 2024 +0300;py;50;37
810aaafa8df2f3ddc3ff323f361a23b473e9e521;Ivan Kupriyanov;Thu Jun 20 18:22:59 2024 +0200;py;94;3
810aaafa8df2f3ddc3ff323f361a23b473e9e521;Ivan Kupriyanov;Thu Jun 20 18:22:59 2024 +0200;md;3;2
4bc8ddc5d4873bf65d3b65fa7b7be3dfb8d998c2;Olga Larionova;Thu Jun 20 10:40:11 2024 +0300;kt;9;33
6f5a26132faf5b34b325bc4db964c57b3f50a722;Ivan Kupriyanov;Wed Jun 19 22:58:55 2024 +0200;ipynb;224;120
6f5a26132faf5b34b325bc4db964c57b3f50a722;Ivan Kupriyanov;Wed Jun 19 22:58:55 2024 +0200;kt;55;3
2a9909eb41e1095bc833e55fb4c0224327ae676b;Artem Smirnov;Wed Jun 19 19:24:41 2024 +0200;kt;7;10
2a9909eb41e1095bc833e55fb4c0224327ae676b;Artem Smirnov;Wed Jun 19 19:24:41 2024 +0200;md;1;0
36f33f3ee1112e35d4677d6f3f313e37ab48f878;Olga Larionova;Wed Jun 19 19:20:54 2024 +0300;ipynb;355;0
36f33f3ee1112e35d4677d6f3f313e37ab48f878;Olga Larionova;Wed Jun 19 19:20:54 2024 +0300;kt;75;6
36f33f3ee1112e35d4677d6f3f313e37ab48f878;Olga Larionova;Wed Jun 19 19:20:54 2024 +0300;py;11;0
36f33f3ee1112e35d4677d6f3f313e37ab48f878;Olga Larionova;Wed Jun 19 19:20:54 2024 +0300;md;7;0
111f5b3657d13c5602009bc88a1d63d4ac9aefc8;Igor Alshannikov;Tue Jun 18 15:12:43 2024 -0400;kt;64;3
111f5b3657d13c5602009bc88a1d63d4ac9aefc8;Igor Alshannikov;Tue Jun 18 15:12:43 2024 -0400;md;3;2
9e2f8bc186b66a72f814f610b0a81f2d7f6f9e90;Olga Larionova;Tue Jun 18 14:57:15 2024 +0300;kt;8;14
9e2f8bc186b66a72f814f610b0a81f2d7f6f9e90;Olga Larionova;Tue Jun 18 14:57:15 2024 +0300;md;2;1
7c31f273df1ee2b3f62fb729ef16c966161c99b0;Artem Smirnov;Tue Jun 18 13:16:30 2024 +0200;py;2;0
7c31f273df1ee2b3f62fb729ef16c966161c99b0;Artem Smirnov;Tue Jun 18 13:16:30 2024 +0200;md;1;0
fe908d8282c1887fd47f5ef95ca53fc9a069eb2b;Ivan Kupriyanov;Mon Jun 17 19:12:02 2024 +0200;ipynb;190;113
9ec5a18dbf85d59692ce03edc75a875e5fdd1413;Ivan Kupriyanov;Mon Jun 17 18:30:25 2024 +0200;kt;5;3
8b2e92357fb5310ee7e0e12b6e076b09705110f5;Ivan Kupriyanov;Mon Jun 17 17:27:20 2024 +0200;ipynb;2368;77
8b2e92357fb5310ee7e0e12b6e076b09705110f5;Ivan Kupriyanov;Mon Jun 17 17:27:20 2024 +0200;kt;192;108
b7bb4bc61d7421a9bd80791de47e2d8f9cd8628f;Mikhail Koroteev;Wed Jun 12 13:28:10 2024 +0300;ipynb;262;0
b7bb4bc61d7421a9bd80791de47e2d8f9cd8628f;Mikhail Koroteev;Wed Jun 12 13:28:10 2024 +0300;py;49;2
b7bb4bc61d7421a9bd80791de47e2d8f9cd8628f;Mikhail Koroteev;Wed Jun 12 13:28:10 2024 +0300;kt;38;10
b7bb4bc61d7421a9bd80791de47e2d8f9cd8628f;Mikhail Koroteev;Wed Jun 12 13:28:10 2024 +0300;md;4;1
0f6ac943a09f752794a23de7493e6d3a96b00d3f;Ivan Kupriyanov;Thu Jun 6 13:42:56 2024 +0200;kt;77;26
b94717382a4cbcb54f56108e507b188c83106b36;Igor Alshannikov;Mon Jun 3 21:16:44 2024 -0400;kt;69;58
a091e766337967d9c564d0f29c3ab72a0dc16b78;Igor Alshannikov;Mon Jun 3 17:25:34 2024 -0400;kt;2;2
83426550705f48ddabcdfbdda71708c18166bf37;Igor Alshannikov;Mon Jun 3 17:12:29 2024 -0400;kt;107;4
e361a60129d206c255e50dcd562d9cce7ecb476c;Ivan Kupriyanov;Mon Jun 3 22:47:25 2024 +0200;kt;1;17
5a2fbc78252925ff969ab8cd1e83728172aea7b4;Ivan Kupriyanov;Mon Jun 3 18:30:15 2024 +0200;kt;42;1
5a2fbc78252925ff969ab8cd1e83728172aea7b4;Ivan Kupriyanov;Mon Jun 3 18:30:15 2024 +0200;kts;17;0
5a2fbc78252925ff969ab8cd1e83728172aea7b4;Ivan Kupriyanov;Mon Jun 3 18:30:15 2024 +0200;properties;1;0
bf4e9f6d9b320f2062bd19abf29881c6258bbdb4;Ivan Kupriyanov;Mon Jun 3 18:09:28 2024 +0200;kt;20;20
33fb3b96906697ae3badeb63ef12445d03e27c3b;Ivan Kupriyanov;Mon Jun 3 13:36:07 2024 +0200;kt;141;122
c8a32a92aafe062455f076d66f5b905a5fe3bc0d;Igor Alshannikov;Fri May 31 20:33:54 2024 -0400;md;2;0
cc38d436457bd5588ee6f3227ba0a62beb4c4cd3;Igor Alshannikov;Fri May 31 17:26:34 2024 -0400;kt;83;39
801516b29982d2ea38a4b102be95752a8dc943eb;Ivan Kupriyanov;Thu May 30 22:50:23 2024 +0200;kt;5;5
f40c0374599c504caf5cdb80e3ab5723673b4d13;Ivan Kupriyanov;Thu May 30 18:29:55 2024 +0200;kt;96;107
a3ad346a9e7def66e2e3747da297770ebac62491;Igor Alshannikov;Wed May 29 17:27:26 2024 -0400;kt;132;22
2ad6cbbd8b992aee445066bb13162dde584394d8;Igor Alshannikov;Wed May 29 16:09:12 2024 -0400;ipynb;31;8
2ad6cbbd8b992aee445066bb13162dde584394d8;Igor Alshannikov;Wed May 29 16:09:12 2024 -0400;yml;2;1
85a379ece9439e7038d52366a5d7326434cddd65;Ivan Kupriyanov;Wed May 29 22:02:34 2024 +0200;kt;156;46
edd0718fad7dac461b7d3b3e2d0e0681de7acc14;Valentin Dovidaytis;Wed May 29 18:22:43 2024 +0200;kts;1;1
edd0718fad7dac461b7d3b3e2d0e0681de7acc14;Valentin Dovidaytis;Wed May 29 18:22:43 2024 +0200;py;1;1
0f28341f1daf1bc8c263f2412894b6e8e4d3e73e;Valentin Dovidaytis;Wed May 29 18:14:19 2024 +0200;md;17;9
0f28341f1daf1bc8c263f2412894b6e8e4d3e73e;Valentin Dovidaytis;Wed May 29 18:14:19 2024 +0200;js;1;1
0f28341f1daf1bc8c263f2412894b6e8e4d3e73e;Valentin Dovidaytis;Wed May 29 18:14:19 2024 +0200;kts;1;1
0f28341f1daf1bc8c263f2412894b6e8e4d3e73e;Valentin Dovidaytis;Wed May 29 18:14:19 2024 +0200;py;1;1
68670687645701e360feaa8a3b2c4a708da15fc6;Rashid Yangazov;Wed May 29 15:52:29 2024 +0200;md;1;1
2f4326d8b8c5994c1b9efad488150d9012778e4d;Rashid Yangazov;Wed May 29 12:49:41 2024 +0200;ipynb;22;24
ad82639b5a130f3e7f2905b875bbe3161839e8f6;Ivan Kupriyanov;Wed May 29 11:57:00 2024 +0200;kt;1;1
89daf2cee2c05e1eb9fec8f377f176d381420b7b;Rashid Yangazov;Wed May 29 12:24:06 2024 +0300;ipynb;178;0
89daf2cee2c05e1eb9fec8f377f176d381420b7b;Rashid Yangazov;Wed May 29 12:24:06 2024 +0300;kt;19;4
72ec10f421aa36025387276ee43b1af838e55d86;Ivan Kupriyanov;Tue May 28 23:28:54 2024 +0200;kt;10;1
3a753438e83d626b7f66d642e2ac72dd116baa41;Igor Alshannikov;Tue May 28 16:57:38 2024 -0400;ipynb;8;6
3a753438e83d626b7f66d642e2ac72dd116baa41;Igor Alshannikov;Tue May 28 16:57:38 2024 -0400;md;1;1
ec23c2084cac5dd5b7fa85db192223d294a1333f;Ivan Kupriyanov;Tue May 28 22:52:46 2024 +0200;kt;240;8
0cffb878ad354e88275fadd2c35bd9ed49d7d14b;Ivan Kupriyanov;Tue May 28 00:23:00 2024 +0200;kt;145;42
d8d1671c8cfae244abb1c5e635d6604f1114b248;Rashid Yangazov;Mon May 27 17:41:50 2024 +0200;ipynb;162;0
d8d1671c8cfae244abb1c5e635d6604f1114b248;Rashid Yangazov;Mon May 27 17:41:50 2024 +0200;md;2;1
f23d3b5e0d1cfa4b0b11be60e91f127beec59a90;Igor Alshannikov;Fri May 24 16:50:30 2024 -0400;kt;37;1
ec0457bff368d46910b5df67c87db2efe7d65b43;Artem Smirnov;Fri May 24 21:08:29 2024 +0200;kt;0;1
10a1039c1b3558601611f72df7ca4e1008752d13;Artem Smirnov;Fri May 24 20:46:14 2024 +0200;kt;41;59
10a1039c1b3558601611f72df7ca4e1008752d13;Artem Smirnov;Fri May 24 20:46:14 2024 +0200;md;2;1
c57bdbe3c9a7929029b1fe49b7078ea8708fefef;Igor Alshannikov;Fri May 24 14:16:37 2024 -0400;kt;5;1
ad993e9472527ec3d279d299f0a30b7f1a522486;Valentin Dovidaytis;Fri May 24 17:22:39 2024 +0200;kts;7;0
35b1e2238ba14de1fb8e4a2a99c17b999a953083;Igor Alshannikov;Thu May 23 18:27:28 2024 -0400;kt;54;61
312562563be9a323f7f1f8d58b6df03aa029a467;Rashid Yangazov;Thu May 23 22:30:16 2024 +0300;ipynb;597;0
312562563be9a323f7f1f8d58b6df03aa029a467;Rashid Yangazov;Thu May 23 22:30:16 2024 +0300;kt;80;12
312562563be9a323f7f1f8d58b6df03aa029a467;Rashid Yangazov;Thu May 23 22:30:16 2024 +0300;md;2;1
312562563be9a323f7f1f8d58b6df03aa029a467;Rashid Yangazov;Thu May 23 22:30:16 2024 +0300;py;1;0
569e87f8ff8e95137eb0399a553c4a4fddd35658;Valentin Dovidaytis;Thu May 23 19:38:18 2024 +0200;kts;15;13
ffaa1284f28a160ec3224017263f27f7b92e4248;Igor Alshannikov;Wed May 22 18:43:29 2024 -0400;kt;28;1
ab69ce5665b9ccca6eb47e9346ab175614d6a57f;Igor Alshannikov;Wed May 22 17:57:33 2024 -0400;kt;135;110
19325d726b427c54d7a2caa62d32e4c30273316f;Igor Alshannikov;Tue May 21 18:24:51 2024 -0400;kt;146;93
cf7947d8394959f03c10f23ffec03fcf01587163;Igor Alshannikov;Mon May 20 17:53:51 2024 -0400;kt;39;9
a685511e61fcf5acb8039a57da3b3e59387849e4;Ivan Kupriyanov;Mon May 20 22:37:57 2024 +0200;kt;3;7
56c38b2ec117eba40665d24d41f860a8613c426c;Igor Alshannikov;Fri May 17 17:33:14 2024 -0400;kt;39;11
9c85d1ef39e3d6022880f068ce68e97b1b7ba2f1;Ilya Muradyan;Fri May 17 19:16:53 2024 +0200;kt;6;0
b6bb5ecdb1221f566c262d9a0a75c1f76f7812aa;Ivan Kupriyanov;Thu May 16 20:55:03 2024 +0200;kt;180;88
90d282b9003dee4e2a9eb065bbdcbe1416b96f7a;Valentin Dovidaytis;Thu May 16 11:22:41 2024 +0200;md;1;1
ac6a8be8772b195956371f545dcd93a87f01299a;Valentin Dovidaytis;Wed May 15 17:55:27 2024 +0200;yml;1;0
ba59ff0e94ed8bbb7dce4d7a74cbe05994d30755;Valentin Dovidaytis;Wed May 15 17:52:53 2024 +0200;md;1;0
d8db17285db8eece32bde7ec03bae2c5e4dbb717;Valentin Dovidaytis;Tue May 14 23:25:06 2024 +0200;kts;670;4
d8db17285db8eece32bde7ec03bae2c5e4dbb717;Valentin Dovidaytis;Tue May 14 23:25:06 2024 +0200;md;15;14
d8db17285db8eece32bde7ec03bae2c5e4dbb717;Valentin Dovidaytis;Tue May 14 23:25:06 2024 +0200;py;9;27
d8db17285db8eece32bde7ec03bae2c5e4dbb717;Valentin Dovidaytis;Tue May 14 23:25:06 2024 +0200;sh;2;2
d8db17285db8eece32bde7ec03bae2c5e4dbb717;Valentin Dovidaytis;Tue May 14 23:25:06 2024 +0200;gradle;0;624
0cbc0fea8e0e6fc78349c9ac2c6cc48f0e00d73f;Ivan Kupriyanov;Tue May 14 20:37:29 2024 +0200;kt;13;17
9fae23f96b7c76ada10739c6bf33fee362ed265e;Ivan Kupriyanov;Tue May 14 17:31:24 2024 +0200;ipynb;20;20
3a08578ba062a608ad102b5e3726155baf6da487;Ivan Kupriyanov;Tue May 14 17:29:23 2024 +0200;kt;15;12
a50b688e7165fbf26656a705b1bf5b74f32c5486;Ivan Kupriyanov;Tue May 14 16:30:39 2024 +0200;kt;7;7
6e5d1fe5e9d7b27cd9abd1d61182e25c6f569734;Ivan Kupriyanov;Tue May 14 16:03:06 2024 +0200;ipynb;579;0
6e5d1fe5e9d7b27cd9abd1d61182e25c6f569734;Ivan Kupriyanov;Tue May 14 16:03:06 2024 +0200;kt;9;8
6f14ef53574a4420a2823863f30d8b7b2cca1a46;Ivan Kupriyanov;Tue May 14 12:25:20 2024 +0200;kt;1;3
66bc2917ed1ff0e860400b2526bbf5f5ad065168;Olga Larionova;Tue May 14 12:43:03 2024 +0300;kt;3;1
66bc2917ed1ff0e860400b2526bbf5f5ad065168;Olga Larionova;Tue May 14 12:43:03 2024 +0300;md;2;1
ab48143557af8731c2a48895759fa55a36928b45;Olga Larionova;Tue May 14 12:37:42 2024 +0300;kt;62;38
2c8b91d518679c4a444a0683262c51b99947362b;Ivan Kupriyanov;Mon May 13 19:00:51 2024 +0200;kt;142;114
96b0db941031c0a48aa407ab22d6befe9def1a8c;Ivan Kupriyanov;Fri May 10 23:24:00 2024 +0200;kt;88;46
e8dea68d45b46630d0d2b4389a90804a4db74c39;Ivan Kupriyanov;Fri May 10 19:09:22 2024 +0200;kt;136;39
3ca1e23ec5fb05623e990b0229418e88e8034506;Ivan Kupriyanov;Fri May 10 13:09:16 2024 +0200;kt;25;22
1bf25a7b4414b3e3d6557aa124acb146f211f9c8;Ivan Kupriyanov;Thu May 9 16:45:09 2024 +0200;kt;156;77
