hash;author;date;extension;additions;deletions
b9a326404bb7f2404ad036085405c00cbd27a171;Ivan Kupriyanov;Wed Oct 9 20:26:47 2024 +0200;kt;154;13
4b8ad2a2c74826720cf357f6e3e9a6f3cd711599;Igor Alshannikov;Tue Oct 8 18:54:29 2024 -0400;kt;3;14
22ed228c869cab847251cc3d73a8c5a6499c3144;Igor Alshannikov;Tue Oct 8 15:08:37 2024 -0400;kt;52;2
f9aba79236e9a5a3baa83381edf1ad7b2b7597ef;Ivan Kupriyanov;Mon Oct 7 23:03:43 2024 +0200;kt;140;119
e1a1ddd58ca62bafdde3eea8f0189db0fdb90157;Igor Alshannikov;Mon Oct 7 15:29:06 2024 -0400;kt;78;8
09d22fe3445edfc7375c5fe72ea8c5bd26fa52da;Igor Alshannikov;Mon Oct 7 13:56:47 2024 -0400;kt;1;1
2e82a6507db94adf1430bc1b30edc48a2cfc790a;Olga Larionova;Mon Oct 7 15:40:58 2024 +0300;ipynb;394;0
2e82a6507db94adf1430bc1b30edc48a2cfc790a;Olga Larionova;Mon Oct 7 15:40:58 2024 +0300;kt;199;152
2e82a6507db94adf1430bc1b30edc48a2cfc790a;Olga Larionova;Mon Oct 7 15:40:58 2024 +0300;py;18;2
2e82a6507db94adf1430bc1b30edc48a2cfc790a;Olga Larionova;Mon Oct 7 15:40:58 2024 +0300;md;4;0
21ba15c3b1af38893074397ec9921613b67a7927;Olga Larionova;Mon Oct 7 15:11:03 2024 +0300;kt;52;13
21ba15c3b1af38893074397ec9921613b67a7927;Olga Larionova;Mon Oct 7 15:11:03 2024 +0300;md;3;2
281816269c2b933cc48a2cfe8325cf2e51ed4416;Olga Larionova;Mon Oct 7 14:25:33 2024 +0300;ipynb;764;0
281816269c2b933cc48a2cfe8325cf2e51ed4416;Olga Larionova;Mon Oct 7 14:25:33 2024 +0300;kt;144;26
281816269c2b933cc48a2cfe8325cf2e51ed4416;Olga Larionova;Mon Oct 7 14:25:33 2024 +0300;py;19;0
281816269c2b933cc48a2cfe8325cf2e51ed4416;Olga Larionova;Mon Oct 7 14:25:33 2024 +0300;md;6;0
21cdd7e57c376f05075f6ee2c3e84aac04ad082a;Igor Alshannikov;Fri Oct 4 19:35:10 2024 -0400;kt;10;2
2a9e0b32a86188fc990233b857f412a7a0d52960;Igor Alshannikov;Fri Oct 4 17:44:41 2024 -0400;kt;106;13
7dd13daacf718e2da2b2bf2fb8f93ab7dcab6de8;Ivan Kupriyanov;Fri Oct 4 22:54:53 2024 +0200;kt;39;28
e218f07505ceee12537166da8d040d91911c6dc3;Ivan Kupriyanov;Fri Oct 4 22:26:54 2024 +0200;kt;291;95
9435271b0834c61c678456be252d82c89089281b;Igor Alshannikov;Fri Oct 4 15:13:18 2024 -0400;kt;31;31
271d6a6dfd94add9063b4e52b3a4781cf5c83f7a;Igor Alshannikov;Fri Oct 4 15:08:24 2024 -0400;kt;56;28
7f236783bb1252c96c5552f72dbe0d0404d981b0;Igor Alshannikov;Thu Oct 3 19:53:50 2024 -0400;kt;39;23
7f236783bb1252c96c5552f72dbe0d0404d981b0;Igor Alshannikov;Thu Oct 3 19:53:50 2024 -0400;md;2;1
ecf4f66862afc159fa71d057e2a02523a29bcff7;Ivan Kupriyanov;Thu Oct 3 20:53:10 2024 +0200;kt;193;25
9f543a71bbce88f9acc7ba6f7bd605de3deca7c1;Ivan Kupriyanov;Thu Oct 3 15:26:57 2024 +0200;kt;2814;0
f984203d64ddd07846e663529d1bb49e01580e2e;Ivan Kupriyanov;Thu Oct 3 15:19:37 2024 +0200;kt;21;7
3be19e54598823ee97c923fdaa2a82742241fc66;Igor Alshannikov;Wed Oct 2 17:27:39 2024 -0400;kt;59;51
3be19e54598823ee97c923fdaa2a82742241fc66;Igor Alshannikov;Wed Oct 2 17:27:39 2024 -0400;md;22;3
787a6688f802ae50227c75d3e3e5572ea1799d9f;Ivan Kupriyanov;Wed Oct 2 22:54:57 2024 +0200;kt;142;38
4866bf3350f03c9276046125ee68305b101a70e2;Ivan Kupriyanov;Wed Oct 2 21:33:09 2024 +0200;kt;283;171
b41f96b1026b2af12785c76bf5baa6ff6b22c8d3;Ivan Kupriyanov;Wed Oct 2 17:02:24 2024 +0200;kt;70;3
5bd2d09a038f7a754000fb46bce9eb335f8ab8a0;Artem Smirnov;Wed Oct 2 13:37:37 2024 +0200;ipynb;8110;0
5bd2d09a038f7a754000fb46bce9eb335f8ab8a0;Artem Smirnov;Wed Oct 2 13:37:37 2024 +0200;kt;514;188
5bd2d09a038f7a754000fb46bce9eb335f8ab8a0;Artem Smirnov;Wed Oct 2 13:37:37 2024 +0200;py;10;3
5bd2d09a038f7a754000fb46bce9eb335f8ab8a0;Artem Smirnov;Wed Oct 2 13:37:37 2024 +0200;md;5;1
73f17c8c327150983746b1114e34184b18869c19;Ivan Kupriyanov;Tue Oct 1 23:23:13 2024 +0200;kt;12906;137
af2cd67c81f9278771f019ea766f8be8b8b08471;Ivan Kupriyanov;Mon Sep 30 16:11:07 2024 +0200;kt;380;153
11b0556f1b69521556a9871d740de0b1254b2174;Ivan Kupriyanov;Fri Sep 27 18:21:00 2024 +0200;kt;216;557
e8f1afa44b663e6099af7a42aafa7ab507228fb9;Artem Smirnov;Fri Sep 27 17:48:11 2024 +0200;ipynb;108;90
e8f1afa44b663e6099af7a42aafa7ab507228fb9;Artem Smirnov;Fri Sep 27 17:48:11 2024 +0200;kt;25;0
e8f1afa44b663e6099af7a42aafa7ab507228fb9;Artem Smirnov;Fri Sep 27 17:48:11 2024 +0200;md;3;1
5c766b82841dec3625aed44a5c5bd5f7ccc6684c;Igor Alshannikov;Thu Sep 26 21:06:46 2024 -0400;kt;46;11
ff6af1e26559f3d958137332b315ec85b49eec0d;Ivan Kupriyanov;Fri Sep 27 01:30:09 2024 +0200;kt;357;184
7ad84e0d386c9b73ac8b2bc147b1b1d639d70b6c;Igor Alshannikov;Wed Sep 25 20:16:33 2024 -0400;kt;42;14
77acb36df5f140765e2b594cb6bec7ca1c1b2006;Ivan Kupriyanov;Thu Sep 26 01:58:01 2024 +0200;kt;76;16
b81f04749aa9f3a63b6e55fac3842cf964a8d4bd;Igor Alshannikov;Wed Sep 25 13:47:33 2024 -0400;kt;3;2
5c041cf136af355762ab0e478d4a06927da2afd4;Ivan Kupriyanov;Wed Sep 25 18:59:47 2024 +0200;kt;80;7
35e70448604a766015b335fe9aed6df4c92dd2ce;Igor Alshannikov;Wed Sep 25 12:13:27 2024 -0400;kt;73;31
81118b0b7d717592e3b3c070b0548631ffc286fd;Ivan Kupriyanov;Wed Sep 25 14:31:34 2024 +0200;kt;72;80
c4e128c3aed1058d094586e1aff874aacd5ea5b1;Ivan Kupriyanov;Wed Sep 25 12:17:49 2024 +0200;kt;1;1
ada0f921fcc86eac83d9fd6cce675eb03828d7a1;Ivan Kupriyanov;Wed Sep 25 11:23:57 2024 +0200;kt;35;57
820f34be7f2c1fd8543ffe6aba9de8ac20ba70d5;Ivan Kupriyanov;Tue Sep 24 21:39:00 2024 +0200;kt;91;65
7378efdecf08cffcac1c63ed8d7179629a1b1ce8;Igor Alshannikov;Mon Sep 23 14:33:31 2024 -0400;kt;233;56
5ff6e0b048f1a4195554bb59c1540e73ed4dedf0;Ivan Kupriyanov;Mon Sep 23 13:55:44 2024 +0200;kt;9643;6
c38d6c808d5e048194dc448a7e41040727583509;Artem Smirnov;Mon Sep 23 12:22:53 2024 +0200;ipynb;827;0
c38d6c808d5e048194dc448a7e41040727583509;Artem Smirnov;Mon Sep 23 12:22:53 2024 +0200;kt;242;65
c38d6c808d5e048194dc448a7e41040727583509;Artem Smirnov;Mon Sep 23 12:22:53 2024 +0200;py;16;0
c38d6c808d5e048194dc448a7e41040727583509;Artem Smirnov;Mon Sep 23 12:22:53 2024 +0200;md;6;0
fa8c84e8b7df37bd11deb1f9b0c02e9c9696ee7d;Igor Alshannikov;Thu Sep 19 21:20:24 2024 -0400;kt;171;75
844e22043d084173a5fdea6e914e402a360701c8;Mikhail Koroteev;Thu Sep 19 11:48:12 2024 +0300;kt;19;25
844e22043d084173a5fdea6e914e402a360701c8;Mikhail Koroteev;Thu Sep 19 11:48:12 2024 +0300;md;1;1
89a6670e3e8cfb34b3ad251ef2d68e41e2796b6c;Igor Alshannikov;Wed Sep 18 17:03:12 2024 -0400;kt;19;10
cde6779f82a34aefc5ea3cafb4905590422e42f7;Mikhail Koroteev;Wed Sep 18 23:45:10 2024 +0300;ipynb;1209;0
cde6779f82a34aefc5ea3cafb4905590422e42f7;Mikhail Koroteev;Wed Sep 18 23:45:10 2024 +0300;kt;293;123
cde6779f82a34aefc5ea3cafb4905590422e42f7;Mikhail Koroteev;Wed Sep 18 23:45:10 2024 +0300;py;8;0
cde6779f82a34aefc5ea3cafb4905590422e42f7;Mikhail Koroteev;Wed Sep 18 23:45:10 2024 +0300;md;4;0
a641566ea5eca5980a2905ecdeb2de2970ae4c7e;Igor Alshannikov;Wed Sep 18 12:29:42 2024 -0400;kt;5;5
9c7a3e06e44a300a9ea599f0492674c63ce926b8;Igor Alshannikov;Tue Sep 17 15:41:03 2024 -0400;kt;22;11
9c7a3e06e44a300a9ea599f0492674c63ce926b8;Igor Alshannikov;Tue Sep 17 15:41:03 2024 -0400;md;2;1
fd41708547d8b7f81790e6523f50d4fe057e1526;Igor Alshannikov;Fri Sep 13 14:36:08 2024 -0400;py;39;9
fd41708547d8b7f81790e6523f50d4fe057e1526;Igor Alshannikov;Fri Sep 13 14:36:08 2024 -0400;md;7;4
fd41708547d8b7f81790e6523f50d4fe057e1526;Igor Alshannikov;Fri Sep 13 14:36:08 2024 -0400;kt;2;0
fd41708547d8b7f81790e6523f50d4fe057e1526;Igor Alshannikov;Fri Sep 13 14:36:08 2024 -0400;kts;1;0
226e4211ab0760bd1e5bed29ccdc226ea286b4c4;Igor Alshannikov;Mon Sep 9 18:01:43 2024 -0400;ipynb;761;0
226e4211ab0760bd1e5bed29ccdc226ea286b4c4;Igor Alshannikov;Mon Sep 9 18:01:43 2024 -0400;py;53;3
226e4211ab0760bd1e5bed29ccdc226ea286b4c4;Igor Alshannikov;Mon Sep 9 18:01:43 2024 -0400;kt;16;10
226e4211ab0760bd1e5bed29ccdc226ea286b4c4;Igor Alshannikov;Mon Sep 9 18:01:43 2024 -0400;md;4;0
80fcbf2b71b68311d89d5034c36849babb0c6086;Ivan Kupriyanov;Mon Sep 9 20:39:17 2024 +0200;kt;1100;408
80fcbf2b71b68311d89d5034c36849babb0c6086;Ivan Kupriyanov;Mon Sep 9 20:39:17 2024 +0200;py;14;4
80fcbf2b71b68311d89d5034c36849babb0c6086;Ivan Kupriyanov;Mon Sep 9 20:39:17 2024 +0200;md;5;1
c9dd74857f7a27708e989b9f794f2bb5ef4a6fcd;Igor Alshannikov;Fri Sep 6 19:30:19 2024 -0400;py;276;76
c9dd74857f7a27708e989b9f794f2bb5ef4a6fcd;Igor Alshannikov;Fri Sep 6 19:30:19 2024 -0400;kt;34;25
c9dd74857f7a27708e989b9f794f2bb5ef4a6fcd;Igor Alshannikov;Fri Sep 6 19:30:19 2024 -0400;md;3;0
00b3691865411878fc7b4c4fc96075dda0790269;Igor Alshannikov;Wed Sep 4 16:43:41 2024 -0400;py;132;1
00b3691865411878fc7b4c4fc96075dda0790269;Igor Alshannikov;Wed Sep 4 16:43:41 2024 -0400;kt;80;5
00b3691865411878fc7b4c4fc96075dda0790269;Igor Alshannikov;Wed Sep 4 16:43:41 2024 -0400;md;2;1
6771aa64b49e703a5f5ecbb4acfab5fcbaf421e5;Igor Alshannikov;Tue Sep 3 20:52:36 2024 -0400;py;50;4
6771aa64b49e703a5f5ecbb4acfab5fcbaf421e5;Igor Alshannikov;Tue Sep 3 20:52:36 2024 -0400;md;1;0
45af5ec35dff17d90ca788300b15302357a076f0;Ivan Kupriyanov;Tue Sep 3 13:17:08 2024 +0200;kt;353;112
cdf111f56ace596dab06515dc9aff875de12b5d8;Artem Smirnov;Tue Sep 3 13:03:34 2024 +0200;ipynb;1874;667
cdf111f56ace596dab06515dc9aff875de12b5d8;Artem Smirnov;Tue Sep 3 13:03:34 2024 +0200;kt;1370;496
cdf111f56ace596dab06515dc9aff875de12b5d8;Artem Smirnov;Tue Sep 3 13:03:34 2024 +0200;md;6;0
cdf111f56ace596dab06515dc9aff875de12b5d8;Artem Smirnov;Tue Sep 3 13:03:34 2024 +0200;py;4;0
3b3b996255e38a4e9a53b037ac4a86a5a9c17d5a;Ivan Kupriyanov;Thu Aug 29 21:32:52 2024 +0200;ipynb;200;0
605cc49a7606cd42af3583cde63e2f359cc31d7d;Ivan Kupriyanov;Thu Aug 29 21:31:40 2024 +0200;ipynb;200;0
605cc49a7606cd42af3583cde63e2f359cc31d7d;Ivan Kupriyanov;Thu Aug 29 21:31:40 2024 +0200;kt;182;8
fd4452b18cd6754500d2e3fe1a56c2001c7491ff;Igor Alshannikov;Wed Aug 28 21:04:53 2024 -0400;kt;35;28
fd4452b18cd6754500d2e3fe1a56c2001c7491ff;Igor Alshannikov;Wed Aug 28 21:04:53 2024 -0400;md;2;0
acece036ab5de9cc8f0fb2d340c615aa72ad51ca;Artem Smirnov;Mon Aug 26 14:46:20 2024 +0200;py;1;1
6fac3992558260dc797ec8e8b4569a1bafa2f1be;Igor Alshannikov;Fri Aug 23 15:06:04 2024 -0400;properties;2;2
3f47ff53361fbafb46a4db2ff8e15dd4cfd942d2;Igor Alshannikov;Fri Aug 23 13:56:16 2024 -0400;py;1;1
3ee9dd5989044b9a7a928b710802eb0817a8b02a;Artem Smirnov;Fri Aug 23 11:53:09 2024 +0200;py;14;9
180b6f5d9e16bab4b9933891363749e671a22071;Igor Alshannikov;Thu Aug 22 16:38:47 2024 -0400;py;16;1
340c42ad99f5a60c7f5d0f2c0d32d5917afc5856;Igor Alshannikov;Thu Aug 22 15:49:49 2024 -0400;md;1;0
e45009e06071a9f247a5d26353414081e438069c;Valentin Dovidaytis;Wed Aug 21 18:07:41 2024 +0200;kts;1;1
e45009e06071a9f247a5d26353414081e438069c;Valentin Dovidaytis;Wed Aug 21 18:07:41 2024 +0200;py;1;1
e36cb9a2d07b275fb4d23af55de8a8ca5b487735;Valentin Dovidaytis;Wed Aug 21 18:05:46 2024 +0200;md;13;7
e36cb9a2d07b275fb4d23af55de8a8ca5b487735;Valentin Dovidaytis;Wed Aug 21 18:05:46 2024 +0200;js;1;1
e36cb9a2d07b275fb4d23af55de8a8ca5b487735;Valentin Dovidaytis;Wed Aug 21 18:05:46 2024 +0200;kts;1;1
e36cb9a2d07b275fb4d23af55de8a8ca5b487735;Valentin Dovidaytis;Wed Aug 21 18:05:46 2024 +0200;py;1;1
efd7b41896c3352b7228e1d7eebe11e1f0405d97;Igor Alshannikov;Tue Aug 20 16:27:17 2024 -0400;md;1;1
858a70800015bdaa838c08e59c610bde6b296d94;Artem Smirnov;Tue Aug 20 18:37:07 2024 +0200;ipynb;549;0
858a70800015bdaa838c08e59c610bde6b296d94;Artem Smirnov;Tue Aug 20 18:37:07 2024 +0200;kt;62;12
858a70800015bdaa838c08e59c610bde6b296d94;Artem Smirnov;Tue Aug 20 18:37:07 2024 +0200;md;4;0
858a70800015bdaa838c08e59c610bde6b296d94;Artem Smirnov;Tue Aug 20 18:37:07 2024 +0200;py;2;0
7f534e881ab64c30434ac5515c90ec9373dc231d;Artem Smirnov;Mon Aug 19 19:54:16 2024 +0200;kt;69;9
7f534e881ab64c30434ac5515c90ec9373dc231d;Artem Smirnov;Mon Aug 19 19:54:16 2024 +0200;md;1;0
9ad4f2db4d4faecc6882c9fb70c8a99c5d9ff109;Artem Smirnov;Thu Aug 15 18:28:12 2024 +0200;py;106;100
8485ad3d666cb55e0d141303163b14802951a237;Artem Smirnov;Fri Aug 9 18:00:13 2024 +0200;py;3;3
c0881677c1d9cdbe5d2ba67bc03d408ca10392f1;sunny.ayyl;Tue Aug 6 17:58:29 2024 +0100;py;9;4
c0881677c1d9cdbe5d2ba67bc03d408ca10392f1;sunny.ayyl;Tue Aug 6 17:58:29 2024 +0100;yml;1;0
e07e7acd5abde6f25c2c36d8e2dfc2eb0cb6a93e;Artem Smirnov;Mon Aug 5 13:23:58 2024 +0200;md;3.0;0.0
e07e7acd5abde6f25c2c36d8e2dfc2eb0cb6a93e;Artem Smirnov;Mon Aug 5 13:23:58 2024 +0200;png;0.0;0.0
fa188c688f6afb1d316f1d396ab7d94d60d4a188;Igor Alshannikov;Fri Aug 2 17:03:32 2024 -0400;py;0;2
729a1188ad3e2468677a2abf1c258febf5747c27;Igor Alshannikov;Fri Aug 2 17:03:02 2024 -0400;py;5;1
729a1188ad3e2468677a2abf1c258febf5747c27;Igor Alshannikov;Fri Aug 2 17:03:02 2024 -0400;md;1;0
dd4459829dced70b0d781a9649b681cb58728e33;Valentin Dovidaytis;Fri Aug 2 17:15:08 2024 +0200;kts;1;1
dd4459829dced70b0d781a9649b681cb58728e33;Valentin Dovidaytis;Fri Aug 2 17:15:08 2024 +0200;py;1;1
6091b635eeaea9fe1c8d27c313e9827080f7173c;Valentin Dovidaytis;Fri Aug 2 17:13:12 2024 +0200;md;55;48
6091b635eeaea9fe1c8d27c313e9827080f7173c;Valentin Dovidaytis;Fri Aug 2 17:13:12 2024 +0200;js;1;1
6091b635eeaea9fe1c8d27c313e9827080f7173c;Valentin Dovidaytis;Fri Aug 2 17:13:12 2024 +0200;kts;1;1
6091b635eeaea9fe1c8d27c313e9827080f7173c;Valentin Dovidaytis;Fri Aug 2 17:13:12 2024 +0200;py;1;1
316ecc620dd603d00117d93e50e2741872462a73;Valentin Dovidaytis;Fri Aug 2 17:02:52 2024 +0200;md;23;47
0521d877223e94a0d629c39e71f1b6cb0c9e31ac;Artem Smirnov;Fri Aug 2 15:38:42 2024 +0200;py;54;40
3071ee01ca33e6dbccc753a18e09dc417c3e267a;Artem Smirnov;Fri Aug 2 14:08:51 2024 +0200;kt;1;1
5debac8126e0a6a1ad6204f0dac3c3ed3aa9a479;Igor Alshannikov;Thu Aug 1 15:35:23 2024 -0400;png;0;0
8c3d7ef3617be1c93a0c5e9b5f1aef6737f9ed3a;Igor Alshannikov;Thu Aug 1 14:50:40 2024 -0400;ipynb;380;113
8c3d7ef3617be1c93a0c5e9b5f1aef6737f9ed3a;Igor Alshannikov;Thu Aug 1 14:50:40 2024 -0400;yml;2;2
efcabff5bf102c8b1f30b62615b4d887b79bff77;Valentin Dovidaytis;Thu Aug 1 17:04:59 2024 +0200;kts;1;1
efcabff5bf102c8b1f30b62615b4d887b79bff77;Valentin Dovidaytis;Thu Aug 1 17:04:59 2024 +0200;py;1;1
f551a62f59d4d1203376180fd287fcfa2ee49899;Valentin Dovidaytis;Thu Aug 1 16:59:20 2024 +0200;js;1;1
f551a62f59d4d1203376180fd287fcfa2ee49899;Valentin Dovidaytis;Thu Aug 1 16:59:20 2024 +0200;kts;1;1
f551a62f59d4d1203376180fd287fcfa2ee49899;Valentin Dovidaytis;Thu Aug 1 16:59:20 2024 +0200;py;1;1
37f2c296d3836c2fc94b02b6afbfdace8a172f6f;Ivan Kupriyanov;Thu Aug 1 16:21:52 2024 +0200;py;23;7
fbe1af07b63654b3184f7fc82f9296d9550986f9;Ivan Kupriyanov;Thu Aug 1 12:41:56 2024 +0200;ipynb;2;2
3c842dafb0cd2118da40d96d97303e84a793fc96;Ivan Kupriyanov;Thu Aug 1 12:35:04 2024 +0200;ipynb;495;18
3c842dafb0cd2118da40d96d97303e84a793fc96;Ivan Kupriyanov;Thu Aug 1 12:35:04 2024 +0200;py;27;39
3c842dafb0cd2118da40d96d97303e84a793fc96;Ivan Kupriyanov;Thu Aug 1 12:35:04 2024 +0200;kt;2;3
96d21fdea9ddf37b392dc3268708d41989da4ff4;Ivan Kupriyanov;Thu Aug 1 01:05:57 2024 +0200;kt;12;2
dc926fadc5bc573928314e0c31ce8f9bf04001a3;Ivan Kupriyanov;Wed Jul 31 16:45:08 2024 +0200;py;10;9
adb2ab7dbb26b109a23c5042049bd5b4c4b7a29d;Ivan Kupriyanov;Wed Jul 31 16:28:22 2024 +0200;py;7;5
a0a7b35bd6ce9a1fae4511a2b3ddef565511261f;Artem Smirnov;Wed Jul 31 15:58:38 2024 +0200;ipynb;4201;4201
a0a7b35bd6ce9a1fae4511a2b3ddef565511261f;Artem Smirnov;Wed Jul 31 15:58:38 2024 +0200;kt;68;68
a0a7b35bd6ce9a1fae4511a2b3ddef565511261f;Artem Smirnov;Wed Jul 31 15:58:38 2024 +0200;py;15;15
29304be58f67d8d669fa992c926aecd5130f81f1;Artem Smirnov;Wed Jul 31 15:53:49 2024 +0200;py;33;69
075b44ca8a7b0c35ed63ca27bec086e8b4ab68c2;Ivan Kupriyanov;Wed Jul 31 14:39:04 2024 +0200;ipynb;947;148
075b44ca8a7b0c35ed63ca27bec086e8b4ab68c2;Ivan Kupriyanov;Wed Jul 31 14:39:04 2024 +0200;kt;44;26
6470ebde1f42b9f6f466ecfc4df9f670f7b46fd3;Igor Alshannikov;Tue Jul 30 20:40:42 2024 -0400;ipynb;28;31
8312e29a202ef99516e0a886564f10b69941b823;Igor Alshannikov;Tue Jul 30 17:02:23 2024 -0400;md;16;14
3d9fbb5a1d2fb6b3efb3b97b704497aaccf08efa;Mikhail Koroteev;Tue Jul 30 23:59:22 2024 +0300;kt;1;1
d987f7f53432ab11761652d61256c1e48d7ab6d6;Igor Alshannikov;Tue Jul 30 16:35:04 2024 -0400;py;18;6
bb5004ce955908b5a9b0c2de46c8992700dd33c8;Igor Alshannikov;Tue Jul 30 15:46:36 2024 -0400;ipynb;75;333
a255bf3913af6b053213a2eb4eb57167bdef762f;Igor Alshannikov;Tue Jul 30 14:29:32 2024 -0400;ipynb;46;6
36b64cb4a793de93f34dbdc5492119b7c615df1d;Igor Alshannikov;Tue Jul 30 14:19:23 2024 -0400;ipynb;84;9
35c486af85b4c7c19397955d019157ed48c60ba0;Igor Alshannikov;Tue Jul 30 14:13:07 2024 -0400;ipynb;19;15
34f8c204a6c3b52100809e4ca2f74ef70dbb8402;Ivan Kupriyanov;Tue Jul 30 19:54:49 2024 +0200;py;4;0
34f8c204a6c3b52100809e4ca2f74ef70dbb8402;Ivan Kupriyanov;Tue Jul 30 19:54:49 2024 +0200;md;1;0
110599937793afbfbb4bd4a71535308aa93b5ce4;Artem Smirnov;Tue Jul 30 17:30:06 2024 +0200;ipynb;479;479
110599937793afbfbb4bd4a71535308aa93b5ce4;Artem Smirnov;Tue Jul 30 17:30:06 2024 +0200;kt;2;2
62344c035259a143892b683c9f37a3859bc15e89;Ivan Kupriyanov;Tue Jul 30 16:59:10 2024 +0200;kt;48;25
7350922b56a15871afea7fd97f8bc1bc9488f016;Ivan Kupriyanov;Tue Jul 30 16:59:09 2024 +0200;ipynb;44;44
4675f941ef62cc8927390d3e3f2b45468b09afc3;Artem Smirnov;Tue Jul 30 15:36:08 2024 +0200;ipynb;1136;2050
4675f941ef62cc8927390d3e3f2b45468b09afc3;Artem Smirnov;Tue Jul 30 15:36:08 2024 +0200;kt;56;15
4675f941ef62cc8927390d3e3f2b45468b09afc3;Artem Smirnov;Tue Jul 30 15:36:08 2024 +0200;py;9;2
f6876acf31725389d7c9529ef14b65f749453d5f;Ivan Kupriyanov;Tue Jul 30 15:14:14 2024 +0200;ipynb;44;44
cefc49410c09506118cbbabe0e26794d36a3cc61;Ivan Kupriyanov;Tue Jul 30 15:07:49 2024 +0200;kt;25;48
03bf16c5bbf0246579ec86957e6987a7cf8744af;Igor Alshannikov;Mon Jul 29 19:37:38 2024 -0400;ipynb;54;9
b2cadb60f245938587d9c8330fb06d2c6a082d91;Igor Alshannikov;Mon Jul 29 18:23:40 2024 -0400;kt;17;12
b9431b5e82f02ccb5ebf7d1667d853a04a672e45;Ivan Kupriyanov;Mon Jul 29 20:49:39 2024 +0200;ipynb;3;2
f9034104e07256698f1886ea1ab4aa07c75c24dc;Ivan Kupriyanov;Mon Jul 29 20:26:40 2024 +0200;ipynb;18;19
f9034104e07256698f1886ea1ab4aa07c75c24dc;Ivan Kupriyanov;Mon Jul 29 20:26:40 2024 +0200;py;14;3
f9034104e07256698f1886ea1ab4aa07c75c24dc;Ivan Kupriyanov;Mon Jul 29 20:26:40 2024 +0200;kt;3;2
bd829f0e5494e6f709c7965d47bd6760153f4fd8;Ivan Kupriyanov;Mon Jul 29 19:22:16 2024 +0200;ipynb;8;6
3b400efed0e09cbe4e8b22d39915a05c47a6c9f4;Igor Alshannikov;Mon Jul 29 13:08:20 2024 -0400;ipynb;0;261
21d485ae3819a8ba944ff45d80d51108e00b8974;Artem Smirnov;Mon Jul 29 19:05:36 2024 +0200;ipynb;16868;264
21d485ae3819a8ba944ff45d80d51108e00b8974;Artem Smirnov;Mon Jul 29 19:05:36 2024 +0200;kt;660;154
21d485ae3819a8ba944ff45d80d51108e00b8974;Artem Smirnov;Mon Jul 29 19:05:36 2024 +0200;py;53;12
073d53206411a01c0bbfed9b4250172ad0ab9497;Mikhail Koroteev;Mon Jul 29 18:20:05 2024 +0300;kt;4;5
6da7ae100eb16404e5bb9a4bd399a85be303bcb6;Mikhail Koroteev;Mon Jul 29 18:12:57 2024 +0300;kt;5;4
be35989c2816137afbd96e904b466723c3114619;Mikhail Koroteev;Mon Jul 29 17:10:05 2024 +0300;kt;4;5
f6d4346004c8c29e60ddaf05885a3ce74bdc4940;Mikhail Koroteev;Mon Jul 29 16:49:42 2024 +0300;ipynb;2429;0
f6d4346004c8c29e60ddaf05885a3ce74bdc4940;Mikhail Koroteev;Mon Jul 29 16:49:42 2024 +0300;kt;354;84
f6d4346004c8c29e60ddaf05885a3ce74bdc4940;Mikhail Koroteev;Mon Jul 29 16:49:42 2024 +0300;md;17;13
f6d4346004c8c29e60ddaf05885a3ce74bdc4940;Mikhail Koroteev;Mon Jul 29 16:49:42 2024 +0300;py;14;1
fd18c87b9fb6d81ebbb5cb1a9531db6309b3f93e;Ivan Kupriyanov;Mon Jul 29 15:32:17 2024 +0200;ipynb;2;1
092ad1895cfe425ee621d525bd869c3db6e5f980;Igor Alshannikov;Fri Jul 26 17:03:14 2024 -0400;ipynb;787;20
3a43b6754e904ede47e833c305c9b2d0414ae426;Igor Alshannikov;Fri Jul 26 14:00:29 2024 -0400;ipynb;17;12
9484e1a4e0e87011282f5a34d3b08d769f439e3c;Igor Alshannikov;Fri Jul 26 13:07:34 2024 -0400;md;1;0
033fb63ab6873701da736cb902028f74a7778dec;Ivan Kupriyanov;Fri Jul 26 15:05:08 2024 +0200;ipynb;262;0
033fb63ab6873701da736cb902028f74a7778dec;Ivan Kupriyanov;Fri Jul 26 15:05:08 2024 +0200;md;2;2
0c2e00cdc6c5992c36d2b6529db935f1881c4bd9;Igor Alshannikov;Thu Jul 25 17:53:46 2024 -0400;py;304;2
0c2e00cdc6c5992c36d2b6529db935f1881c4bd9;Igor Alshannikov;Thu Jul 25 17:53:46 2024 -0400;ipynb;236;0
0c2e00cdc6c5992c36d2b6529db935f1881c4bd9;Igor Alshannikov;Thu Jul 25 17:53:46 2024 -0400;md;6;0
0c2e00cdc6c5992c36d2b6529db935f1881c4bd9;Igor Alshannikov;Thu Jul 25 17:53:46 2024 -0400;txt;3;3
0c2e00cdc6c5992c36d2b6529db935f1881c4bd9;Igor Alshannikov;Thu Jul 25 17:53:46 2024 -0400;yml;2;1
5083e868d0a28c1e2ff6533ca276a90b2e9f4e67;Igor Alshannikov;Thu Jul 25 16:40:53 2024 -0400;properties;1;1
795e0fa362ae1992c3dd9e4b44f4ff17f0591595;Ivan Kupriyanov;Thu Jul 25 22:20:39 2024 +0200;py;27;5
