file_path,file_name,extension,additions,deletions
plot-builder/src/commonMain/kotlin/org/jetbrains/letsPlot/core/plot/builder/guide/PolarAxisComponent.kt,PolarAxisComponent.kt,kt,312.0,142.0
docs/f-24a/geom_label_alpha_stroke.ipynb,geom_label_alpha_stroke.ipynb,ipynb,310.0,50.0
js-package/src/jsMain/kotlin/tools/SandboxToolbarJs.kt,SandboxToolbarJs.kt,kt,304.0,180.0
plot-base/src/commonMain/kotlin/org/jetbrains/letsPlot/core/plot/base/geom/annotation/BarAnnotation.kt,BarAnnotation.kt,kt,303.0,8.0
python-package/lets_plot/plot/scale_colormap_mpl.py,scale_colormap_mpl.py,py,303.0,6.0
commons/src/commonTest/kotlin/org/jetbrains/letsPlot/commons/formatting/number/DecimalTest.kt,DecimalTest.kt,kt,287.0,287.0
commons/src/commonMain/kotlin/org/jetbrains/letsPlot/commons/formatting/number/NumberFormat.kt,NumberFormat.kt,kt,285.0,523.0
docs/f-24a/geom_curve_on_map.ipynb,geom_curve_on_map.ipynb,ipynb,285.0,0.0
plot-base/src/commonMain/kotlin/org/jetbrains/letsPlot/core/plot/base/geom/SegmentGeom.kt,SegmentGeom.kt,kt,284.0,316.0
demo/plot/src/jvmBatikMain/kotlin/demo/plot/batik/tools/SandboxToolbar.kt,SandboxToolbar.kt,kt,282.0,171.0
livemap/src/commonMain/kotlin/org/jetbrains/letsPlot/livemap/chart/path/PathRenderer.kt,PathRenderer.kt,kt,275.0,332.0
commons/src/commonMain/kotlin/org/jetbrains/letsPlot/commons/formatting/number/Decimal.kt,Decimal.kt,kt,272.0,272.0
plot-base/src/commonMain/kotlin/org/jetbrains/letsPlot/core/plot/base/geom/annotation/PieAnnotation.kt,PieAnnotation.kt,kt,272.0,2.0
docs/f-24e/scale_cmapmpl.ipynb,scale_cmapmpl.ipynb,ipynb,270.0,11.0
js-package/src/jsMain/kotlin/tools/DefaultToolbarJs.kt,DefaultToolbarJs.kt,kt,269.0,46.0
docs/dev/notebooks/heatmap_in_polar_coord.ipynb,heatmap_in_polar_coord.ipynb,ipynb,264.0,9.0
docs/f-24e/geom_histogram_trim.ipynb,geom_histogram_trim.ipynb,ipynb,261.0,261.0
plot-stem/src/jvmTest/kotlin/org/jetbrains/letsPlot/core/spec/vegalite/TickMarkConverterTest.kt,TickMarkConverterTest.kt,kt,261.0,52.0
plot-stem/src/commonMain/kotlin/org/jetbrains/letsPlot/core/spec/front/tiles/PlotGeomTilesUtil.kt,PlotGeomTilesUtil.kt,kt,260.0,49.0
demo/plot-common/src/commonMain/kotlin/demo/plot/common/model/plotConfig/SegmentAndCurve.kt,SegmentAndCurve.kt,kt,260.0,28.0
docs/dev/notebooks/boxplot_exception.ipynb,boxplot_exception.ipynb,ipynb,252.0,0.0
docs/dev/notebooks/tile_linetype.ipynb,tile_linetype.ipynb,ipynb,252.0,0.0
plot-stem/src/commonMain/kotlin/org/jetbrains/letsPlot/core/spec/back/transform/bistro/WaterfallPlotSpecChange.kt,WaterfallPlotSpecChange.kt,kt,251.0,59.0
plot-builder/src/commonMain/kotlin/org/jetbrains/letsPlot/core/plot/builder/AxisUtil.kt,AxisUtil.kt,kt,250.0,240.0
plot-stem/src/commonMain/kotlin/org/jetbrains/letsPlot/core/spec/front/PlotConfigFrontendUtil.kt,PlotConfigFrontendUtil.kt,kt,246.0,330.0
plot-builder/src/commonMain/kotlin/org/jetbrains/letsPlot/core/plot/builder/tooltip/TooltipRenderer.kt,TooltipRenderer.kt,kt,245.0,144.0
plot-builder/src/commonMain/kotlin/org/jetbrains/letsPlot/core/plot/builder/assemble/LegendAssembler.kt,LegendAssembler.kt,kt,241.0,146.0
js-package/src/jsMain/kotlin/FigureModelJs.kt,FigureModelJs.kt,kt,241.0,117.0
platf-w3c/src/jsMain/kotlin/org/jetbrains/letsPlot/platf/w3c/mapping/dom/DomMouseEventMapper.kt,DomMouseEventMapper.kt,kt,236.0,128.0
docs/f-24b/geom_spoke_arrow.ipynb,geom_spoke_arrow.ipynb,ipynb,231.0,9.0
plot-builder/src/commonMain/kotlin/org/jetbrains/letsPlot/core/plot/builder/frame/FrameOfReferenceBase.kt,FrameOfReferenceBase.kt,kt,227.0,11.0
plot-stem/src/commonMain/kotlin/org/jetbrains/letsPlot/core/spec/back/transform/bistro/qq/QQPlotOptionsBuilder.kt,QQPlotOptionsBuilder.kt,kt,224.0,92.0
docs/f-24b/geom_spoke_on_map.ipynb,geom_spoke_on_map.ipynb,ipynb,223.0,10.0
plot-stem/src/jvmTest/kotlin/org/jetbrains/letsPlot/core/spec/vegalite/RuleMarkTransformTest.kt,RuleMarkTransformTest.kt,kt,222.0,8.0
plot-stem/src/jvmTest/kotlin/org/jetbrains/letsPlot/core/spec/config/IsAesDiscreteTest.kt,IsAesDiscreteTest.kt,kt,216.0,0.0
commons/src/commonTest/kotlin/org/jetbrains/letsPlot/commons/formatting/number/NumberFormatTypeETest.kt,NumberFormatTypeETest.kt,kt,209.0,169.0
demo/plot-common/src/commonMain/kotlin/demo/plot/common/model/plotConfig/CustomLegend.kt,CustomLegend.kt,kt,206.0,17.0
commons/src/commonTest/kotlin/org/jetbrains/letsPlot/commons/formatting/number/FloatingTest.kt,FloatingTest.kt,kt,206.0,3.0
demo/plot-common/src/commonMain/kotlin/demo/plot/common/model/plotConfig/Waterfall.kt,Waterfall.kt,kt,205.0,7.0
python-package/lets_plot/__init__.py,__init__.py,py,203.0,99.0
docs/dev/notebooks/LP-736-livemap.ipynb,LP-736-livemap.ipynb,ipynb,200.0,24.0
plot-stem/src/jvmTest/kotlin/org/jetbrains/letsPlot/core/spec/plotson/InlineOptionsTest.kt,InlineOptionsTest.kt,kt,200.0,15.0
commons/src/commonMain/kotlin/org/jetbrains/letsPlot/commons/formatting/number/NormalizedFloat.kt,NormalizedFloat.kt,kt,200.0,0.0
docs/dev/notebooks/interactive_links.ipynb,interactive_links.ipynb,ipynb,200.0,0.0
commons/src/commonMain/kotlin/org/jetbrains/letsPlot/commons/intern/util/ArrowSupport.kt,ArrowSupport.kt,kt,198.0,1.0
plot-stem/src/jvmTest/kotlin/org/jetbrains/letsPlot/core/spec/vegalite/BoxplotMarkTransformTest.kt,BoxplotMarkTransformTest.kt,kt,196.0,16.0
plot-builder/src/commonMain/kotlin/org/jetbrains/letsPlot/core/plot/builder/coord/PolarCoordProvider.kt,PolarCoordProvider.kt,kt,192.0,148.0
plot-base/src/commonMain/kotlin/org/jetbrains/letsPlot/core/plot/base/geom/BandGeom.kt,BandGeom.kt,kt,192.0,73.0
commons/src/commonMain/kotlin/org/jetbrains/letsPlot/commons/intern/json/JsonFormatter.kt,JsonFormatter.kt,kt,192.0,56.0
python-package/test/plot/test_series_annotations.py,test_series_annotations.py,py,191.0,88.0
platf-awt/src/jvmMain/kotlin/org/jetbrains/letsPlot/awt/plot/component/PlotPanelFigureModel.kt,PlotPanelFigureModel.kt,kt,188.0,83.0
plot-stem/src/jvmTest/kotlin/org/jetbrains/letsPlot/core/spec/config/TooltipCheckLabelInLines.kt,TooltipCheckLabelInLines.kt,kt,188.0,31.0
python-package/lets_plot/plot/scale.py,scale.py,py,186.0,158.0
plot-builder/src/jvmTest/kotlin/org/jetbrains/letsPlot/core/plot/builder/layout/tile/TopDownTileLayoutTest.kt,TopDownTileLayoutTest.kt,kt,186.0,2.0
plot-stem/src/jvmTest/kotlin/org/jetbrains/letsPlot/core/spec/vegalite/ErrorBarMarkTransformTest.kt,ErrorBarMarkTransformTest.kt,kt,185.0,4.0
plot-builder/src/commonMain/kotlin/org/jetbrains/letsPlot/core/plot/builder/assemble/PlotAssembler.kt,PlotAssembler.kt,kt,182.0,167.0
plot-builder/src/commonMain/kotlin/org/jetbrains/letsPlot/core/plot/builder/layout/tile/PolarTileLayout.kt,PolarTileLayout.kt,kt,182.0,124.0
python-package/lets_plot/plot/theme_.py,theme_.py,py,181.0,49.0
plot-image-export/build.gradle.kts,build.gradle.kts,kts,179.0,4.0
plot-stem/src/jvmTest/kotlin/org/jetbrains/letsPlot/core/spec/config/ScaleFormatWhenDiscreteDateTimeTest.kt,ScaleFormatWhenDiscreteDateTimeTest.kt,kt,179.0,1.0
demo/plot/src/jvmBrowserMain/kotlin/demo/plot/browser/tools/PlotToolsBrowserDemoUtil.kt,PlotToolsBrowserDemoUtil.kt,kt,178.0,22.0
plot-builder/src/commonMain/kotlin/org/jetbrains/letsPlot/core/plot/builder/frame/FrameOfReferenceProviderBase.kt,FrameOfReferenceProviderBase.kt,kt,177.0,1.0
demo/plot-common/src/commonMain/kotlin/demo/plot/common/model/plotConfig/FacetWrapFreeDiscreteScale.kt,FacetWrapFreeDiscreteScale.kt,kt,173.0,0.0
plot-base/src/commonMain/kotlin/org/jetbrains/letsPlot/core/plot/base/render/svg/RichText.kt,RichText.kt,kt,172.0,142.0
plot-builder/src/jvmTest/kotlin/org/jetbrains/letsPlot/core/plot/builder/layout/tile/PolarTileLayoutTest.kt,PolarTileLayoutTest.kt,kt,172.0,31.0
plot-builder/src/jvmTest/kotlin/org/jetbrains/letsPlot/core/plot/builder/PolarBreaksTest.kt,PolarBreaksTest.kt,kt,171.0,15.0
plot-base/src/commonMain/kotlin/org/jetbrains/letsPlot/core/plot/base/geom/util/ArrowSpec.kt,ArrowSpec.kt,kt,170.0,193.0
docs/f-24d/rotate_makers.ipynb,rotate_makers.ipynb,ipynb,170.0,6.0
plot-stem/src/jvmTest/kotlin/org/jetbrains/letsPlot/core/spec/vegalite/ErrorBandMarkTransformTest.kt,ErrorBandMarkTransformTest.kt,kt,168.0,9.0
plot-stem/src/commonMain/kotlin/org/jetbrains/letsPlot/core/util/sizing/SizingPolicy.kt,SizingPolicy.kt,kt,168.0,0.0
plot-stem/src/commonMain/kotlin/org/jetbrains/letsPlot/core/spec/OptionsSelector.kt,OptionsSelector.kt,kt,166.0,90.0
python-package/test/plot/test_data_meta_annotations.py,test_data_meta_annotations.py,py,161.0,16.0
plot-builder/src/commonMain/kotlin/org/jetbrains/letsPlot/core/plot/builder/assemble/PlotAssemblerUtil.kt,PlotAssemblerUtil.kt,kt,160.0,126.0
demo/plot-common/src/commonMain/kotlin/demo/plot/common/model/plotConfig/Band.kt,Band.kt,kt,160.0,0.0
plot-builder/src/jvmTest/kotlin/org/jetbrains/letsPlot/core/plot/builder/coord/CoordPolarTest.kt,CoordPolarTest.kt,kt,158.0,75.0
plot-stem/src/commonMain/kotlin/org/jetbrains/letsPlot/core/spec/vegalite/VegaTransformHelper.kt,VegaTransformHelper.kt,kt,156.0,34.0
plot-builder/src/commonTest/kotlin/org/jetbrains/letsPlot/core/plot/builder/assemble/LegendAssemblerTest.kt,LegendAssemblerTest.kt,kt,156.0,0.0
commons/src/commonMain/kotlin/org/jetbrains/letsPlot/commons/intern/math/Math.kt,Math.kt,kt,155.0,22.0
plot-stem/src/jvmTest/kotlin/org/jetbrains/letsPlot/core/spec/vegalite/RectMarkTransformTest.kt,RectMarkTransformTest.kt,kt,152.0,16.0
commons/src/commonTest/kotlin/org/jetbrains/letsPlot/commons/intern/json/JsonSupportTest.kt,JsonSupportTest.kt,kt,152.0,1.0
plot-stem/src/jvmTest/kotlin/org/jetbrains/letsPlot/core/spec/config/TooltipConfigTest.kt,TooltipConfigTest.kt,kt,151.0,117.0
plot-stem/src/commonMain/kotlin/org/jetbrains/letsPlot/core/spec/config/LayerConfig.kt,LayerConfig.kt,kt,150.0,44.0
demo/plot-common/src/commonMain/kotlin/demo/plot/common/model/plotConfig/Path.kt,Path.kt,kt,149.0,131.0
plot-stem/src/commonMain/kotlin/org/jetbrains/letsPlot/core/spec/Option.kt,Option.kt,kt,149.0,14.0
demo/plot-common/src/commonMain/kotlin/demo/plot/common/model/plotConfig/Issue_facet_free_x_barchart_955.kt,Issue_facet_free_x_barchart_955.kt,kt,149.0,3.0
js-package/src/jsMain/kotlin/sizing/SizingPolicy.kt,SizingPolicy.kt,kt,148.0,148.0
python-package/lets_plot/plot/util.py,util.py,py,145.0,146.0
plot-builder/src/commonMain/kotlin/org/jetbrains/letsPlot/core/plot/builder/guide/GridComponent.kt,GridComponent.kt,kt,143.0,79.0
python-package/lets_plot/plot/core.py,core.py,py,143.0,68.0
python-package/lets_plot/plot/series_meta.py,series_meta.py,py,142.0,13.0
commons/src/commonMain/kotlin/org/jetbrains/letsPlot/commons/geometry/Curve.kt,Curve.kt,kt,142.0,0.0
plot-builder/src/commonMain/kotlin/org/jetbrains/letsPlot/core/plot/builder/assemble/tiles/PlotGeomTilesBase.kt,PlotGeomTilesBase.kt,kt,140.0,4.0
README.md,README.md,md,139.0,121.0
js-package/src/jsMain/kotlin/FigureToHtml.kt,FigureToHtml.kt,kt,139.0,84.0
plot-stem/src/jvmTest/kotlin/org/jetbrains/letsPlot/core/spec/config/GeomInteractionBuilderCreationTest.kt,GeomInteractionBuilderCreationTest.kt,kt,137.0,79.0
plot-builder/src/commonMain/kotlin/org/jetbrains/letsPlot/core/plot/builder/layout/tile/TopDownTileLayout.kt,TopDownTileLayout.kt,kt,136.0,145.0
plot-base/src/commonMain/kotlin/org/jetbrains/letsPlot/core/plot/base/scale/breaks/NonlinearBreaksHelper.kt,NonlinearBreaksHelper.kt,kt,136.0,13.0
plot-stem/src/jvmTest/kotlin/org/jetbrains/letsPlot/core/spec/vegalite/TextMarkTransformTest.kt,TextMarkTransformTest.kt,kt,135.0,21.0
plot-builder/src/commonMain/kotlin/org/jetbrains/letsPlot/core/plot/builder/layout/FacetedPlotLayout.kt,FacetedPlotLayout.kt,kt,133.0,69.0
plot-stem/src/commonMain/kotlin/org/jetbrains/letsPlot/core/spec/vegalite/Option.kt,Option.kt,kt,131.0,8.0
plot-stem/src/commonMain/kotlin/org/jetbrains/letsPlot/core/spec/vegalite/data/Barley.kt,Barley.kt,kt,131.0,0.0
commons/src/commonMain/kotlin/org/jetbrains/letsPlot/commons/formatting/number/NumberInfo.kt,NumberInfo.kt,kt,130.0,130.0
plot-stem/src/commonMain/kotlin/org/jetbrains/letsPlot/core/spec/config/ThemeConfig.kt,ThemeConfig.kt,kt,129.0,64.0
commons/src/jvmTest/kotlin/org/jetbrains/letsPlot/commons/intern/typedGeometry/algorithms/GeometryTests.kt,GeometryTests.kt,kt,129.0,25.0
plot-stem/src/jvmTest/kotlin/org/jetbrains/letsPlot/core/spec/front/GuideOptionsConfigTest.kt,GuideOptionsConfigTest.kt,kt,128.0,3.0
plot-stem/src/commonMain/kotlin/org/jetbrains/letsPlot/core/spec/front/tiles/SimplePlotGeomTiles.kt,SimplePlotGeomTiles.kt,kt,127.0,127.0
python-package-build/build.gradle.kts,build.gradle.kts,kts,126.0,27.0
plot-stem/src/commonMain/kotlin/org/jetbrains/letsPlot/core/spec/back/transform/bistro/waterfall/Option.kt,Option.kt,kt,125.0,61.0
plot-builder/src/commonMain/kotlin/org/jetbrains/letsPlot/core/plot/builder/PlotInteractor.kt,PlotInteractor.kt,kt,124.0,122.0
plot-builder/src/commonMain/kotlin/org/jetbrains/letsPlot/core/plot/builder/assemble/facet/FacetGrid.kt,FacetGrid.kt,kt,123.0,67.0
plot-stem/src/jvmTest/kotlin/org/jetbrains/letsPlot/core/spec/vegalite/AreaMarkTransformTest.kt,AreaMarkTransformTest.kt,kt,123.0,5.0
plot-stem/src/jvmTest/kotlin/org/jetbrains/letsPlot/core/spec/config/SeriesAnnotationTypeTest.kt,SeriesAnnotationTypeTest.kt,kt,121.0,8.0
plot-stem/src/commonMain/kotlin/org/jetbrains/letsPlot/core/spec/front/tiles/FacetedPlotGeomTilesBuilder.kt,FacetedPlotGeomTilesBuilder.kt,kt,121.0,0.0
